Id;Code interne;UID;Numero de specimen cultive;Status de determination;Determination acceptee;Famille;Familie Citation d'auteurs;Familie Hybride;Genre;Genre Citation d'auteurs;Genre Hybride;Espece;Espece Citation d'auteurs;Espece Hybride;Sous-espece;Sous-espece Citation d'auteurs;Sous-espece Hybride;Rang taxonomique;Citation d'auteurs;Cultivar;Obtenteur;Date d'obtention;Pays d'obtention;Nom commercial;Nom s  commun s ;Type biologique;Habitat;Code ipen;Objectif de culture;Site;Aire;Groupe;Sous-groupe;Type d'emplacement;Secteur;Jardinier ere ;Etat de l'etiquette;Vivant;Date de mort;Cause de mort;Nom d'acquisition;Geolocalisation;Type de provenance;Type d'acquisition;Sexe;Aire de distribution;Type de culture;Acronyme   Code  interne  du correspondant;Correspondant;Remarque;Remarque sur l'acquisition;Remarque sur la nomenclature;Main courante;Feuillage Particularites;Floraison Particularites;General Particularites;Morphologie;Complements
53777;;52059b4c-3326-4458-8e6a-7da1feb32941;20200690J0;Non determine;Coriaria myrtifolia L.;Coriariaceae;DC.;;Coriaria;Niss. ex L.;;myrtifolia;L.;;;;;;;;;;;;;;;XX-0-NEU-20200690;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 5;;Place;Jardin;;Inconnue;VRAI;;;Coriaria myrtifolia L.;;Jardin;J;;;;BERN;Bern Botanischer Garten;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53778;;fb07fc54-48a8-4523-9f18-8d68e4ec5271;19500058I0;Non determine;Chlorophytum comosum (Thunb.) Jacques;Asparagaceae;Juss.;;Chlorophytum;Ker Gawl.;;comosum;(Thunb.) Jacques;;;;;;;;;;;;;;;XX-0-NEU-19500058;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Inconnue;VRAI;;;Chlorophytum comosum (Thunb.) Jacques;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53779;;a4f7e732-dfbd-4f19-9c66-d0fd5ffafcbe;19500059I0;Non determine;Bixa orellana L.;Bixaceae;Kunth;;Bixa;L.;;orellana;L.;;;;;;;;;;;;;;;XX-0-NEU-19500059;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 4;;Place;Jardin;;Inconnue;VRAI;;;Bixa orellana L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53780;;d2358827-c38c-4163-b969-b78373083529;19500060I0;Non determine;Tradescantia zebrina Bosse;Commelinaceae;Mirb.;;Tradescantia;L.;;zebrina;Bosse;;;;;;;;;;;;;;;XX-0-NEU-19500060;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Inconnue;VRAI;;;Tradescantia zebrina Bosse;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53781;;c3efe935-0d8f-4097-9a82-daa845fc8f91;19500061I0;Non determine;Agave sisalana Perrine;Asparagaceae;Juss.;;Agave;L.;;sisalana;Perrine;;;;;;;;;;;;;;;MX-0-NEU-19500061;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 6;;Place;Jardin;;Inconnue;VRAI;;;Agave sisalana Perrine;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53782;;ec232569-216f-49dc-863f-8a20b49e689e;19500062I0;Non determine;Cochliostema odoratissimum Lem.;Commelinaceae;Mirb.;;Cochliostema;Lem.;;odoratissimum;Lem.;;;;;;;;;;;;;;;XX-0-NEU-19500062;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Inconnue;VRAI;;;Cochliostema odoratissimum Lem.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53783;;261c21f4-a9c5-43cb-b695-48ed9b254120;19500063I0;Non determine;Ficus obtusifolia Kunth;Moraceae;Gaudich.;;Ficus;L.;;obtusifolia;Kunth;;;;;;;;;;;;;;;XX-0-NEU-19500063;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Inconnue;VRAI;;;Ficus obtusifolia Kunth;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53785;;df716256-2d2a-4e5f-9f32-02caebee6a6f;19500065I0;Non determine;Persea americana Mill.;Lauraceae;Juss.;;Persea;Mill.;;americana;Mill.;;;;;;;;;;;;;;;XX-0-NEU-19500065;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 6;;Place;Jardin;;Inconnue;VRAI;;;Persea americana Mill.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53786;;1ebb3f91-cb4e-4724-acd5-3c8276a1bb93;19500066I0;Non determine;Saccharum officinarum L.;Poaceae;Barnhart;;Saccharum;L.;;officinarum;L.;;;;;;;;;;;;;;;XX-0-NEU-19500066;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 6;;Place;Jardin;;Inconnue;VRAI;;;Saccharum officinarum L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53787;;d121906e-79ac-4954-86b7-35089f891b5f;19500067I0;Non determine;Tillandsia cyanea K.Koch;Bromeliaceae;Juss.;;Tillandsia;L.;;cyanea;K.Koch;;;;;;;;;;;;;;;XX-0-NEU-19500067;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Absent;VRAI;;;Tillandsia cyanea K. Koch;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53788;;69e001cb-1a77-411d-ace2-d2ecf75e3303;19500068I0;Non determine;Pimenta dioica (L.) Merr.;Myrtaceae;Juss.;;Pimenta;Lindl.;;dioica;(L.) Merr.;;;;;;;;;;;;;;;XX-0-NEU-19500068;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Inconnue;VRAI;;;Pimenta dioica (L.) Merr.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53789;;56690c5c-b928-485f-8d08-b36ed000ce45;19940008I0;Non determine;Musa mannii H.Wendl.;Musaceae;Juss.;;Musa;L.;;mannii;H.Wendl.;;;;;;;;;;;;;;;XX-0-NEU-19940051;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Absent;VRAI;;;Musa mannii H. Wendl.;;Inconnue;J;;;;NCY;Nancy Conservatoire et Jardins Botaniques;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53790;;6ec1e28f-627a-4151-96fe-1f11e2c4ee21;19940009I0;Non determine;Duranta repens L.;Verbenaceae;J.St.-Hil.;;Duranta;L.;;repens;L.;;;;;;;;;;;;;;;MG-0-NEU-19940877;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Inconnue;VRAI;;;Duranta repens L.;Madagascar, Afrique, Monde;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53791;;9de492ec-c918-4b32-943b-45797bb74ee9;19970008H0;Non determine;Grevillea robusta R.Br.;Proteaceae;Juss.;;Grevillea;Knight;;robusta;R.Br.;;;;;;;;;;;;;;;XX-0-NEU-19970019;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Absent;VRAI;;;Grevillea robusta R. Br.;;Horticole;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53792;;5f78cfc2-faf2-4515-bbd9-4cdf5895ce3f;19500069I0;Non determine;Canella winterana (L.) Gaertn.;Canellaceae;Mart.;;Canella;P.Browne;;winterana;(L.) Gaertn.;;;;;;;;;;;;;;;XX-0-NEU-19500069;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Inconnue;VRAI;;;Canella winterana (L.) Gaertn.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53793;;f8cdc4bc-f1c2-4a3c-9d33-9ccd1ff661c6;19940010J0;Non determine;Hedychium garderianum Wall.;Zingiberaceae;Martinov;;Hedychium;J.Koenig;;garderianum;Wall.;;;;;;;;;;;;;;;XX-0-NEU-19941153;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Inconnue;VRAI;;;Hedychium garderianum Wall.;;Jardin;J;;;;LISU;Jardim Botânico ;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53794;;e1b842fe-401a-4d92-a4d3-0d310b14140c;19970009H0;Non determine;Melia azedarach L.;Meliaceae;Juss.;;Melia;L.;;azedarach;L.;;;;;;;;;;;;;;;XX-0-NEU-19970322;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Inconnue;VRAI;;;Melia azedarach L.;;Horticole;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53795;;c06916f8-49d7-4b23-8e44-3fd9aa550946;19500070I0;Non determine;Piper nigrum L.;Piperaceae;Giseke;;Piper;L.;;nigrum;L.;;;;;;;;;;;;;;;XX-0-NEU-19500070;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Inconnue;VRAI;;;Piper nigrum L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53796;;81e72d8e-cf81-42c0-bddd-27046cc41c46;19500071I0;Non determine;Peperomia maculosa (L.) Hook.;Piperaceae;Giseke;;Peperomia;Ruiz & Pav.;;maculosa;(L.) Hook.;;;;;;;;;;;;;;;XX-0-NEU-19500071;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Inconnue;VRAI;;;Peperomia maculosa (L.) Hook.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53797;;089835f4-9dc0-4a54-bb9e-d01ce1edc53a;19500072I0;Non determine;Musa acuminata Colla;Musaceae;Juss.;;Musa;L.;;acuminata;Colla;;;;;;;;;;;;;;;XX-0-NEU-19500072;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 6;;Place;Jardin;;Inconnue;VRAI;;;Musa acuminata Colla;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53799;;59b73190-5ee3-4d50-92bc-c9078ccd9f16;19970001I1;Non determine;Brachychiton populneum (Endl.) R.Br.;Malvaceae;Juss.;;Brachychiton;Schott & Endl.;;populneum;(Endl.) R.Br.;;;;;;;;;;;;;;;XX-0-NEU-19970321;Culture de collection;;;;;;Jardin;;Absent;VRAI;;;Brachychiton populneum subsp. diversifolia;;Inconnue;J;;;;Clottu;Dr. Clottu;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53800;;aa16e7a3-49a9-49ae-84f9-d6ff71e40911;19500073I0;Non determine;Tectaria pedata (Desv.) R.M.Tryon & A.F.Tryon;Tectariaceae;Panigrahi;;Tectaria;Cav.;;pedata;(Desv.) R.M.Tryon & A.F.Tryon;;;;;;;;;;;;;;;XX-0-NEU-19500073;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Absent;VRAI;;;Tectaria pedata (Desv.) R. M. Tryon & A.F.Tryon;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53801;;aceb3820-2839-498a-a2f5-b453237df0e5;20190150J0;Non determine;Peperomia argyreia (Miq.) e.Morren;Piperaceae;Giseke;;Peperomia;Ruiz & Pav.;;argyreia;(Miq.) e.Morren;;;;;;;;;;;;;;;XX-0-NEU-20190150;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 4;;Place;Jardin;;Absent;VRAI;;;Peperomia argyreia (Miq.) E. Morren;;Jardin;J;;;;FRIBG;Jardin botanqiue Fribourg;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53802;;1a230f9d-1262-4168-bfde-d3604c696976;19970003I1;Non determine;Citrus reticulata Blanco;Rutaceae;Juss.;;Citrus;L.;;reticulata;Blanco;;;;;;;;;;;;;;;XX-0-NEU-19970334;Culture de collection;;;;;;Jardin;;Inconnue;VRAI;;;Citrus nobilis var. deliciosa;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53803;;7cf15e14-67f7-4595-9cb6-e67fa860b85a;19500074I0;Non determine;Cinnamomum burmanni (Nees & T.Nees) Blume;Lauraceae;Juss.;;Cinnamomum;Schaeff.;;burmanni;(Nees & T.Nees) Blume;;;;;;;;;;;;;;;XX-0-NEU-19500074;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Absent;VRAI;;;Cinnamomum burmanni (Nees & T. Nees) Blume;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53804;;b8e03e0b-c974-46e4-af7e-181271fd239a;19500075I0;Non determine;Pogostemon cablin (Blanco) Benth.;Lamiaceae;Martinov;;Pogostemon;Desf.;;cablin;(Blanco) Benth.;;;;;;;;;;;;;;;XX-0-NEU-19500075;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Inconnue;VRAI;;;Pogostemon cablin (Blanco) Benth.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53805;;70b0715f-4376-4635-b711-cc1a1a1f65fe;19910002J0;Non determine;Crinum asiaticum L.;Amaryllidaceae;J.St.-Hil.;;Crinum;L.;;asiaticum;L.;;;;;;;;;;;;;;;JP-0-NE-19910358;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Inconnue;VRAI;;;Crinum asiaticum var. japonicum Baker;;Jardin;J;;;;MAT$;Laboratory of Floriculture;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53806;;991d240a-5a80-49b5-b26c-b28b2154fffc;19500076I0;Non determine;Rotheca myricoides (Hochst.) Steane & Mabb.;Lamiaceae;Martinov;;Rotheca;Raf.;;myricoides;(Hochst.) Steane & Mabb.;;;;;;;;;;;;;;;XX-0-NEU-19500076;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Inconnue;VRAI;;;Rotheca myricoides (Hochst.) Steane & Mabb.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53807;;0cbb0bb3-64fb-438c-9650-c708ba6bce11;19500077I0;Non determine;Citrus sinensis (L.) Osbeck;Rutaceae;Juss.;;Citrus;L.;;sinensis;(L.) Osbeck;;;;;;;;;;;;;;;XX-0-NEU-19500077;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 6;;Place;Jardin;;Inconnue;VRAI;;;Citrus sinensis (L.) Osbeck;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53809;;b20e9749-bfb4-40b0-a89a-9ca0bd7b765f;19500079I0;Non determine;Cyrtomium falcatum (L. f.) C.Presl;Dryopteridaceae;Herter;;Cyrtomium;C.Presl;;falcatum;(L. f.) C.Presl;;;;;;;;;;;;;;;XX-0-NEU-19500079;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Absent;VRAI;;;Cyrtomium falcatum (L. f.) C. Presl;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53810;;46e8f4bd-e3d0-476f-bb23-ba9297403a8e;20200693H0;Non determine;Salvinia Seg.;Salviniaceae;Martinov;;Salvinia;Seg.;;;;;;;;;;;;;;;;;;XX-0-NEU-20200693;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Inconnue;VRAI;;;Salvinia sp.;;Horticole;J;;;;Nils;Ducommun;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53811;;50d8431d-6865-427c-b860-f5f2076f21ca;20190151J0;Non determine;Pilea cadierei Gagnep. & Guillaumin;Urticaceae;Juss.;;Pilea;Lindl.;;cadierei;Gagnep. & Guillaumin;;;;;;;;;;;;;;;XX-0-NEU-20190151;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Inconnue;VRAI;;;Pilea cadierei Gagnep. & Guillaumin;;Jardin;J;;;;FRIBG;Jardin botanqiue Fribourg;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53812;;308af02f-c634-429e-96f5-3639b6d95871;19500080I0;Determine par une personne competente;Tradescantia pallida (Rose) D.R.Hunt  'Purpurea';Commelinaceae;Mirb.;;Tradescantia;L.;;pallida;(Rose) D.R.Hunt;;;;;;;Purpurea;;;;;;;;XX-0-NEU-19500080;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Absent;VRAI;;;Tradescantia pallida (Rose) D. R. Hunt;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53813;;f46d7c6d-57f1-4b8e-9f96-5ad8f7234283;20190152J0;Non determine;Gibasis geniculata (Jacq.) Rohweder;Commelinaceae;Mirb.;;Gibasis;Raf.;;geniculata;(Jacq.) Rohweder;;;;;;;;;;;;;;;XX-0-FRIBG-19960514;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Inconnue;VRAI;;;Gibasis geniculata (Jacq.) Rohweder;;Jardin;J;;;;FRIBG;Jardin botanqiue Fribourg;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53814;;64bf5270-b18b-47fd-b274-07dd565ef89a;19940011J0;Non determine;Firmiana simplex (L.) W.Wight;Malvaceae;Juss.;;Firmiana;Marsili;;simplex;(L.) W.Wight;;;;;;;;;;;;;;;XX-0-NE-19940079;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Absent;VRAI;;;Firmiana simplex (L.) W. Wight;;Jardin;J;;;;BORDE;Jardin Botanique;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53815;;c63367b5-4c22-4ae7-8f77-bffbcea444f0;19500081I0;Non determine;Streptocarpus saxorum Engl.;Gesneriaceae;Rich. & Juss.;;Streptocarpus;Lindl.;;saxorum;Engl.;;;;;;;;;;;;;;;XX-0-NEU-19500081;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Inconnue;VRAI;;;Streptocarpus saxorum Engl.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53816;;50d84a0a-dfc3-4aba-b3cf-f46507052967;19500082I0;Non determine;Streptocarpus caulescens Vatke;Gesneriaceae;Rich. & Juss.;;Streptocarpus;Lindl.;;caulescens;Vatke;;;;;;;;;;;;;;;XX-0-NEU-19500082;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Inconnue;VRAI;;;Streptocarpus caulescens Vatke;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53817;;0a479a5d-d96b-4d94-9bb2-a2f7d9b09c87;19500083I0;Non determine;Musella lasiocarpa (Franch.) C.Y.Wu;Musaceae;Juss.;;Musella;(Franch.) H.W.Li;;lasiocarpa;(Franch.) C.Y.Wu;;;;;;;;;;;;;;;XX-0-NEU-19500083;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Absent;VRAI;;;Musella lasiocarpa (Franch.) C. Y. Wu;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53818;;b842ecb0-ecd7-4995-a86f-26bac84ead0e;19500084I0;Non determine;Piper sarmentosum Roxb.;Piperaceae;Giseke;;Piper;L.;;sarmentosum;Roxb.;;;;;;;;;;;;;;;XX-0-NEU-19500084;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Inconnue;VRAI;;;Piper sarmentosum Roxb.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53819;;9de5d9a7-b02c-41ca-9942-5f971f652acf;19500085I0;Non determine;Piper methysticum G.Forst.;Piperaceae;Giseke;;Piper;L.;;methysticum;G.Forst.;;;;;;;;;;;;;;;XX-0-NEU-19500085;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 8;;Place;Jardin;;Absent;VRAI;;;Piper methysticum G. Forst.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53820;;da845e0f-dff6-496b-9ff1-33aa0e57e6b8;20200694J0;Non determine;Illicium anisatum L.;Schisandraceae;Blume;;Illicium;L.;;anisatum;L.;;;;;;;;;;;;;;;XX-0-NEU-20200694;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 4;;Place;Jardin;;Inconnue;VRAI;;;Illicium anisatum L.;;Jardin;J;;;;BRISS;Parco botanico del Cantone Ticino;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53822;;1213f838-5886-489a-85ec-9db82cfa08d4;19500086I0;Non determine;Dracaena draco (L.) L.;Asparagaceae;Juss.;;Dracaena;Vand. ex L.;;draco;(L.) L.;;;;;;;;;;;;;;;XX-0-NEU-19500086;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 5;;Place;Jardin;;Inconnue;VRAI;;;Dracaena draco (L.) L.;;Inconnue;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53823;;f5806064-8326-4488-8c41-cc55bea69057;19500087H0;Non determine;Canarina canariensis (L.) Vatke;Campanulaceae;Juss.;;Canarina;L.;;canariensis;(L.) Vatke;;;;;;;;;;;;;;;XX-0-NEU-19500087;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 5;;Place;Jardin;;Inconnue;VRAI;;;Canarina canariensis (L.) Vatke;;Horticole;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53824;;2cae7027-69d7-44b4-8d50-acf1ab7f1487;19500088H0;Non determine;Ficus binnendijkii Miq.;Moraceae;Gaudich.;;Ficus;L.;;binnendijkii;Miq.;;;;;;;;;;;;;;;XX-0-NEU-19500088;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 4;;Place;Jardin;;Inconnue;VRAI;;;Ficus binnendijkii Miq.;;Horticole;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53825;;2a160782-87e5-411c-8c22-3e62287b52da;19500089H0;Non determine;Ficus benjamina L.;Moraceae;Gaudich.;;Ficus;L.;;benjamina;L.;;;;;;;;;;;;;;;XX-0-NEU-19500089;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 4;;Place;Jardin;;Inconnue;VRAI;;;Ficus benjamina L.;;Horticole;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53826;;c3f2c218-ca48-4434-8b65-3f4d9b9ca317;20190153J0;Non determine;Dendrobium pierardii Roxb.;Orchidaceae;Juss.;;Dendrobium;Sw.;;pierardii;Roxb.;;;;;;;;;;;;;;;XX-0-NEU-20190153;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 4;;Place;Jardin;;Inconnue;VRAI;;;Dendrobium pierardii Roxb.;;Jardin;J;;;;;;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53827;;5613be72-e860-4818-ac78-7b7a75ab46a7;20190154J0;Non determine;Maxillariella tenuifolia (Lindl.) M.A.Blanco & Carnevali;Orchidaceae;Juss.;;Maxillariella;M.A.Blanco & Carnevali;;tenuifolia;(Lindl.) M.A.Blanco & Carnevali;;;;;;;;;;;;;;;XX-0-NEU-20190154;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 4;;Place;Jardin;;Absent;VRAI;;;Maxillariella tenuifolia (Lindl.) M. A. Blanco & Carnevali;;Jardin;J;;;;PORTY;Jurassica;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53828;;8cf5e825-90c7-4e0f-b944-8099cd3c5f06;20190156J0;Non determine;Dendrobium plicatile Lindl.;Orchidaceae;Juss.;;Dendrobium;Sw.;;plicatile;Lindl.;;;;;;;;;;;;;;;XX-0-NEU-20190156;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 4;;Place;Jardin;;Absent;VRAI;;;Dendrobium plicatile Lindl.;;Jardin;J;;;;PORTY;Jurassica;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53829;;610ad531-b444-42f3-b178-fdb426761854;20190157J0;Non determine;Phalaenopsis luddemanniana Rchb.;Orchidaceae;Juss.;;Phalaenopsis;Blume;;luddemanniana;Rchb.;;;;;;;;;;;;;;;XX-0-NEU-20190157;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 4;;Place;Jardin;;Inconnue;VRAI;;;Phalaenopsis luddemanniana var. purpurea Ames & Quisumb.;;Jardin;J;;;;PORTY;Jurassica;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53830;;a28b4157-c164-4af0-8613-b8c2a2aacc9d;20190158J0;Non determine;Dendrobium speciosum Sm.;Orchidaceae;Juss.;;Dendrobium;Sw.;;speciosum;Sm.;;;;;;;;;;;;;;;XX-0-NEU-20190158;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 4;;Place;Jardin;;Inconnue;VRAI;;;Dendrobium speciosum var. hillii Mast.;;Jardin;J;;;;PORTY;Jurassica;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53831;;0fca739a-8946-4134-9501-0d620d13be88;20190159J0;Non determine;Coelogyne cristata Lindl.;Orchidaceae;Juss.;;Coelogyne;Lindl.;;cristata;Lindl.;;;;;;;;;;;;;;;XX-0-NEU-20190159;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 4;;Place;Jardin;;Inconnue;VRAI;;;Coelogyne cristata Lindl.;;Jardin;J;;;;PORTY;Jurassica;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
53832;;5edd9dca-1f85-4fd6-aa68-1d935becc2dd;20190161J0;Non determine;Octomeria grandiflora Lindl.;Orchidaceae;Juss.;;Octomeria;R.Br.;;grandiflora;Lindl.;;;;;;;;;;;;;;;XX-0-NEU-20190161;Culture de collection;Jardin Botanique de Neuchâtel;;Serre 4;;Place;Jardin;;Inconnue;VRAI;;;Octomeria grandiflora Lindl.;;Jardin;J;;;;PORTY;Jurassica;;... [EXPORT]>400-> NO NOTE;... [EXPORT]>400-> NO NOTE;;;;;;
