Numéro de spécimen cultivé;Détermination acceptée;famille;Familie Citation d'auteurs;genre;Genre Citation d'auteurs;Genre Hybride;espece;Espèce Citation d'auteurs;Espèce Hybride;Sous-espèce;Sous-espèce Citation d'auteurs;Sous-espèce Hybride;Rang taxonomique;Citation d'auteurs;Cultivar;Code ipen;Secteur
20160038J0;Amorphophallus myosuroides Hett. & A.Galloway;Araceae;Juss.;Amorphophallus;Blume ex Decne.;;myosuroides;Hett. & A.Galloway;;;;;;;;XX0Z20110630;Serres
20160179J0;Betula fruticosa Pall.;Betulaceae;Gray;Betula;L.;;fruticosa;Pall.;;;;;;;;XX0G20160179;Entretien général et dendrologie
20160174J0;Acer macrophyllum Pursh;Sapindaceae;Juss.;Acer;L.;;macrophyllum;Pursh;;;;;;;;XX0G20160174;Entretien général et dendrologie
20160039J0;Amorphophallus ongsakulii Hett. & A.Galloway;Araceae;Juss.;Amorphophallus;Blume ex Decne.;;ongsakulii;Hett. & A.Galloway;;;;;;;;XX0Z20110631;Serres
20160665J0;Stylophorum lasiocarpum (Oliv.) Fedde;Papaveraceae;Juss.;Stylophorum;Nutt.;;lasiocarpum;(Oliv.) Fedde;;;;;;;;XX0G20160665;Rocailles
20160698N0;Limonium binervosum (G.E.Sm.) C.E.Salmon;Plumbaginaceae;Juss.;Limonium;Mill.;;binervosum;(G.E.Sm.) C.E.Salmon;;;;;;;;FR0G20160698;Rocailles
20160694N0;Euphorbia portlandica L.;Euphorbiaceae;Juss.;Euphorbia;L.;;portlandica;L.;;;;;;;;FR0G20160694;Rocailles
20160692N0;Sempervivum marmoreum Griseb.;Crassulaceae;J.St.-Hil.;Sempervivum;L.;;marmoreum;Griseb.;;;;;;;;RO0CLA3857;Rocailles
20160659C0;Rhaponticum carthamoides (Willd.) Iljin;Asteraceae;Giseke;Rhaponticum;Ludw.;;carthamoides;(Willd.) Iljin;;;;;;;;RU0G20160659;Rocailles
20160675N0;Carlina acaulis subsp. caulescens (Lam.) Schübl. & G.Martens;Asteraceae;Giseke;Carlina;L.;;acaulis;L.;;caulescens;(Lam.) Schübl. & G.Martens;;subsp.;;;IT0G2016075;Rocailles
20150225N0;Linum lewisi Pursh;Linaceae;DC. ex Perleb;Linum;L.;;lewisi;Pursh;;;;;;;;US0HBG2012F557;Rocailles
20150222I0;Salvia forskohlei L.;Lamiaceae;Martinov;Salvia;L.;;forskohlei;L.;;;;;;;;XX0G20150222;Rocailles
20150717I0;Luffa acutangula (L.) Roxb.;Cucurbitaceae;Juss.;Luffa;Mill.;;acutangula;(L.) Roxb.;;;;;;;;XX0G20150717;Entretien général et dendrologie
20150351N0;Carex alba Scop.;Cyperaceae;Juss.;Carex;L.;;alba;Scop.;;;;;;;;CH0G20150351;Rocailles
20150221I0;Salvia amplexicaulis Lam.;Lamiaceae;Martinov;Salvia;L.;;amplexicaulis;Lam.;;;;;;;;XX0G20150221;Rocailles
20161055C0;Ceratopteris pteridoides (Hook.) Hieron.;Pteridaceae;E.D.M.Kirchn.;Ceratopteris;Brongn.;;pteridoides;(Hook.) Hieron.;;;;;;;;EC0BAS21151999WP;Serres
20161071J0;Echinocereus scheeri Scheer;Cactaceae;Juss.;Echinocereus;Engelm.;;scheeri;Scheer;;;;;;;;XX0BAS20491988GS;Serres
20161052J0;Echinodorus subalatus (Schult.f.) Griseb.;Alismataceae;Vent.;Echinodorus;Engelm.;;subalatus;(Schult.f.) Griseb.;;;;;;;;XX0BAS8222004GP;Serres
20161076J0;Fockea edulis K.Schum.;Apocynaceae;Juss.;Fockea;Endl.;;edulis;K.Schum.;;;;;;;;XX0BAS5952006GP;Serres
20161056J0;Avicennia marina (Forssk.) Vierh.;Acanthaceae;Juss.;Avicennia;L.;;marina;(Forssk.) Vierh.;;;;;;;;XX0BAS962015GS;Serres
20161051J0;Crinum asiaticum L.;Amaryllidaceae;J.St.-Hil.;Crinum;L.;;asiaticum;L.;;;;;;;;XX0BAS17671998GP;Serres
20161088J0;Caliphruria subedentata Baker;Amaryllidaceae;J.St.-Hil.;Caliphruria;Herb.;;subedentata;Baker;;;;;;;;XX0BAS21362000GP;Serres
20161046J0;Agave weberi J.Poiss.;Asparagaceae;Juss.;Agave;L.;;weberi;J.Poiss.;;;;;;;;XX0BAS1922008GP;Serres
20161073J0;Agave parrasana A.Berger;Asparagaceae;Juss.;Agave;L.;;parrasana;A.Berger;;;;;;;;XX0BAS4811985GS;Serres
20161047J0;Agave isthmensis García-Mend. & F.Palma;Asparagaceae;Juss.;Agave;L.;;isthmensis;García-Mend. & F.Palma;;;;;;;;XX0BAS6412012GP;Serres
20161070J0;Lobivia ferox Britton & Rose;Cactaceae;Juss.;Lobivia;Britton & Rose;;ferox;Britton & Rose;;;;;;;;XX0BAS6092007GP;Serres
20161074J0;Agave applanata Jacobi;Asparagaceae;Juss.;Agave;L.;;applanata;Jacobi;;;;;;;;XX0BAS6402012GP;Serres
20121293N1;Moltkia petraea (Tratt.) Griseb.;Boraginaceae;Juss.;Moltkia;Lehm.;;petraea;(Tratt.) Griseb.;;;;;;;;BA0BERN19508783;Rocailles
20161089J0;Cyrtosperma merkusii (Hassk.) Schott;Araceae;Juss.;Cyrtosperma;Griff.;;merkusii;(Hassk.) Schott;;;;;;;;XX0BAS21901999GP;Serres
20161054J0;Echinodorus paniculatus Micheli;Alismataceae;Vent.;Echinodorus;Rich. & Engelm. ex A.Gray;;paniculatus;Micheli;;;;;;;;XX0BAS1032000GP;Serres
20150426I0;Camellia sinensis (L.) Kuntze;Theaceae;Mirb.;Camellia;L.;;sinensis;(L.) Kuntze;;;;;;;;XX0G20150426;Serres
20150422N0;Hibiscus hamabo Siebold & Zucc.;Malvaceae;Juss.;Hibiscus;L.;;hamabo;Siebold & Zucc.;;;;;;;;JP0G20150422;Serres
20150427I0;Piper retrofractum Vahl;Piperaceae;Giseke;Piper;L.;;retrofractum;Vahl;;;;;;;;XX0G20150427;Serres
20150927I0;Fontanesia phillyreoides Labill.;Oleaceae;Hoffmanns. & Link;Fontanesia;Labill.;;phillyreoides;Labill.;;;;;;;;XX0G20150927;Rocailles
20120043J3;Enkianthus campanulatus (Miq.) G.Nicholson;Ericaceae;Juss.;Enkianthus;Lour.;;campanulatus;(Miq.) G.Nicholson;;;;;;;;XX0LZZF1601997;Entretien général et dendrologie
20110684N1;Cornus capitata Wall.;Cornaceae;Bercht. ex J.Presl;Cornus;L.;;capitata;Wall.;;;;;;;;CN0G20110684;Entretien général et dendrologie
19790257J1;Sycoparrotia semidecidua (Standl.) P.K.Endress;Hamamelidaceae;R.Br.;Sycoparrotia;Endress & Anliker;;semidecidua;(Standl.) P.K.Endress;;;;;;;;XX0G19790257;Entretien général et dendrologie
19790257J3;Sycoparrotia semidecidua (Standl.) P.K.Endress;Hamamelidaceae;R.Br.;Sycoparrotia;Endress & Anliker;;semidecidua;(Standl.) P.K.Endress;;;;;;;;XX0G19790257;Entretien général et dendrologie
19790257J2;Sycoparrotia semidecidua (Standl.) P.K.Endress;Hamamelidaceae;R.Br.;Sycoparrotia;Endress & Anliker;;semidecidua;(Standl.) P.K.Endress;;;;;;;;XX0G19790257;Entretien général et dendrologie
20120043J2;Enkianthus campanulatus (Miq.) G.Nicholson;Ericaceae;Juss.;Enkianthus;Lour.;;campanulatus;(Miq.) G.Nicholson;;;;;;;;XX0LZZF1601997;Entretien général et dendrologie
20151306I0;Pteris cretica L.;Pteridaceae;E.D.M.Kirchn.;Pteris;L.;;cretica;L.;;;;;;;;CH0G20151306;Rocailles
20150263N0;Draba oligosperma Hook.;Brassicaceae;Burnett;Draba;L.;;oligosperma;Hook.;;;;;;;;CA0G20150263;Rocailles
20150271N0;Aquilegia olympica Boiss.;Ranunculaceae;Juss.;Aquilegia;L.;;olympica;Boiss.;;;;;;;;UA0G20150271;Rocailles
20160386J0;Aloe suzannae Decary;Asphodelaceae;Juss.;Aloe;L.;;suzannae;Decary;;;;;;;;XX0IB000341;Serres
20150252I0;Allium glomeratum Prokh.;Amaryllidaceae;J.St.-Hil.;Allium;L.;;glomeratum;Prokh.;;;;;;;;CN0G20150252;Rocailles
20150274N0;Thalictrum revolutum DC.;Ranunculaceae;Juss.;Thalictrum;L.;;revolutum;DC.;;;;;;;;US0G20150274;Rocailles
20150255I0;Draba hispanica Boiss.;Brassicaceae;Burnett;Draba;L.;;hispanica;Boiss.;;;;;;;;ES0G20150255;Rocailles
20150268N0;Paeonia mascula subsp. arietina (G.Anderson) Cullen & Heywood;Paeoniaceae;Raf.;Paeonia;L.;;mascula;(L.) Mill.;;arietina;(G.Anderson) Cullen & Heywood;;subsp.;;;TR0G20150268;Rocailles
20150753J0;Setaria palmifolia (J.Koenig) Stapf;Poaceae;Barnhart;Setaria;P.Beauv.;;palmifolia;(J.Koenig) Stapf;;;;;;;;XX0G20150753;Entretien général et dendrologie
20150759J0;Streptosolen jamesonii (Benth.) Miers;Solanaceae;Adans.;Streptosolen;Miers;;jamesonii;(Benth.) Miers;;;;;;;;XX0G20150759;Entretien général et dendrologie
20150758J0;Solanum mammosum L.;Solanaceae;Adans.;Solanum;L.;;mammosum;L.;;;;;;;;XX0G20150758;Entretien général et dendrologie
20150756J0;Proboscidea louisianica (Mill.) Thell.;Martyniaceae;Horan.;Proboscidea;Schmidel;;louisianica;(Mill.) Thell.;;;;;;;;XX0G20150756;Entretien général et dendrologie
20150757J0;Brunfelsia latifolia (Pohl) Benth.;Solanaceae;Adans.;Brunfelsia;Plum. ex L.;;latifolia;(Pohl) Benth.;;;;;;;;XX0G20150757;Entretien général et dendrologie
20150754J0;Euryops chrysanthemoides (DC.) B.Nord.;Asteraceae;Giseke;Euryops;(Cass.) Cass.;;chrysanthemoides;(DC.) B.Nord.;;;;;;;;XX0G20150754;Entretien général et dendrologie
20151165N0;Arthropodium cirrhatum (G.Forst.) R.Br.;Asparagaceae;Juss.;Arthropodium;R.Br.;;cirrhatum;(G.Forst.) R.Br.;;;;;;;;NZ0G20151165;Serres
20160210N0;Erigeron borealis (Vierh.) Simmons;Asteraceae;Giseke;Erigeron;L.;;borealis;(Vierh.) Simmons;;;;;;;;IS0REYK2015003;Rocailles
20150773N0;Salicornia procumbens Sm.;Amaranthaceae;Juss.;Salicornia;L.;;procumbens;Sm.;;;;;;;;FR0G20150773;Entretien général et dendrologie
20150755J0;Stevia rebaudiana (Bertoni) Bertoni;Asteraceae;Giseke;Stevia;Cav.;;rebaudiana;(Bertoni) Bertoni;;;;;;;;XX0G20150755;Entretien général et dendrologie
20150267N0;Paeonia lithophila Kotov;Paeoniaceae;Raf.;Paeonia;L.;;lithophila;Kotov;;;;;;;;KZ0G20150267;Rocailles
20150275N0;Potentilla parvifolia Lehm.;Rosaceae;Juss.;Potentilla;L.;;parvifolia;Lehm.;;;;;;;;CN0G20150275;Rocailles
20080612J1;Lonicera sachalinensis E.L.Wolf;Caprifoliaceae;Juss.;Lonicera;L.;;sachalinensis;E.L.Wolf;;;;;;;;RU0GENT19980838;Agriculture et Conservation
20160220J0;Stapelia pillansii N.E.Br.;Apocynaceae;Juss.;Stapelia;L.;;pillansii;N.E.Br.;;;;;;;;XX0G20160220;Serres
20131720I1;Pearcea schimpfii Mansf.;Gesneriaceae;Rich. & Juss.;Pearcea;Regel;;schimpfii;Mansf.;;;;;;;;XX0G20131720;Serres
20160288J0;Peperomia lancifolia Hook.;Piperaceae;Giseke;Peperomia;Ruiz & Pav.;;lancifolia;Hook.;;;;;;;;XX0G20160288;Serres
20160297J0;Aglaonema treubii f. latifolium Engelm.;Araceae;Juss.;Aglaonema;Schott;;treubii;Engl.;;latifolium;Engelm.;;f.;;;XX0G20160297;Serres
20111095N1;Paliavana prasinata (Ker Gawl.) Benth.;Gesneriaceae;Rich. & Juss.;Paliavana;Vand.;;prasinata;(Ker Gawl.) Benth.;;;;;;;;BR0G20111095;Serres
20150287N0;Serratula tinctoria L.;Asteraceae;Giseke;Serratula;L.;;tinctoria;L.;;;;;;;;AT0WU0021246;Rocailles
20150284N0;Laser trilobum (L.) Borkh.;Apiaceae;Lindl.;Laser;Borkh.;;trilobum;(L.) Borkh.;;;;;;;;AT0WU0021378;Rocailles
20150324N0;Buphthalmum salicifolium L.;Asteraceae;Giseke;Buphthalmum;L.;;salicifolium;L.;;;;;;;;DE0TUEB4872;Rocailles
20150342I0;Rhodiola heterodonta (Hook.f. & Thomson) Boriss.;Crassulaceae;J.St.-Hil.;Rhodiola;L.;;heterodonta;(Hook.f. & Thomson) Boriss.;;;;;;;;XX0G20150342;Rocailles
20120699S1;Ornithogalum nutans L.;Asparagaceae;;Ornithogalum;;;nutans;;;;;;;;;CH0G20120699;Rocailles
20150334N0;Echinacea pallida Nutt.;Asteraceae;Giseke;Echinacea;Moench;;pallida;Nutt.;;;;;;;;US0G20150334;Rocailles
20150835J0;Sapindus mukorossi Gaertn.;Sapindaceae;Juss.;Sapindus;L.;;mukorossi;Gaertn.;;;;;;;;XX0G20150835;Serres
19783147I2;Sorbus ×arioides (Godet) Michalet;Rosaceae;Juss.;Sorbus;L.;;×arioides;(Godet) Michalet;VRAI;;;;;;;XX0G19783147;Entretien général et dendrologie
20150793C0;Synechanthus warscewiczianus H.Wendl.;Arecaceae;Bercht. & J.Presl;Synechanthus;H.Wendl.;;warscewiczianus;H.Wendl.;;;;;;;;CO0G20150793;Serres
19782177I1;Papaver atlanticum (Ball) Coss.;Papaveraceae;Juss.;Papaver;L.;;atlanticum;(Ball) Coss.;;;;;;;;XX0G19782177;Rocailles
20160298J0;Tanacetum parthenium (L.) Sch.Bip.;Asteraceae;Giseke;Tanacetum;L.;;parthenium;(L.) Sch.Bip.;;;;;;;;XX0G20160298;Entretien général et dendrologie
20160574J0;Costus dubius (Afzel.) K.Schum.;Costaceae;Nakai;Costus;L.;;dubius;(Afzel.) K.Schum.;;;;;;;;XX0G20160574;Entretien général et dendrologie
20160580J0;Tassadia Decne.;Apocynaceae;Juss.;Tassadia;Decne.;;;;;;;;;;;XX0TUEB1183;Serres
20161085C0;Coelogyne trinervis Lindl.;Orchidaceae;Juss.;Coelogyne;Lindl.;;trinervis;Lindl.;;;;;;;;TH0BAS14061996WP;Serres
20161081J0;Cattleya maxima Lindl.;Orchidaceae;Juss.;Cattleya;Lindl.;;maxima;Lindl.;;;;;;;;XX0BAS6682007GP;Serres
20161048J0;Cattleya Lindl.  'Portia';Orchidaceae;Juss.;Cattleya;Lindl.;;;;;;;;;;Portia;XX0BAS6662000GP;Serres
20161079J0;Dendrobium crumenatum Sw.;Orchidaceae;Juss.;Dendrobium;Sw.;;crumenatum;Sw.;;;;;;;;XX0BAS19132000GP;Serres
20161045J0;Cattleya walkeriana var. semi alba Gardner;Orchidaceae;Juss.;Cattleya;Lindl.;;walkeriana;Gardner;;semi alba;Gardner;;var.;;;XX0BAS6712007GP;Serres
20161044C0;Aloe dhufarensis Lavranos;Asphodelaceae;Juss.;Aloe;L.;;dhufarensis;Lavranos;;;;;;;;OM0BAS41001995WS;Serres
20161075J0;Cynanchum marnieranum Rauh;Apocynaceae;Juss.;Cynanchum;L.;;marnieranum;Rauh;;;;;;;;XX0STGAL3691992;Serres
20161043J0;Cynanchum socotranum (Lavranos) Meve & Liede;Apocynaceae;Juss.;Cynanchum;L.;;socotranum;(Lavranos) Meve & Liede;;;;;;;;XX0BAS3562014exWSt;Serres
20160336J0;Hoodia bainii Dyer;Apocynaceae;Juss.;Hoodia;Sweet ex Decne.;;bainii;Dyer;;;;;;;;XX0KL2013/1800;Serres
20161120N0;Sinningia speciosa (Lodd.) Hiern;Gesneriaceae;Rich. & Juss.;Sinningia;Nees;;speciosa;(Lodd.) Hiern;;;;;;;;BR0G20161120;Serres
20151179J0;Achimenes coccinea (Scop.) Pers.;Gesneriaceae;Rich. & Juss.;Achimenes;Pers.;;coccinea;(Scop.) Pers.;;;;;;;;XX0G20151179;Serres
20160405J0;Geranium maderense Yeo;Geraniaceae;Juss.;Geranium;L.;;maderense;Yeo;;;;;;;;XX0STUTZ004058;Serres
20151168N0;Sophora microphylla Aiton;Fabaceae;Juss.;Sophora;L.;;microphylla;Aiton;;;;;;;;NZ0G20151168;Serres
20160200J0;Aechmea nudicaulis (L.) Griseb.;Bromeliaceae;Juss.;Aechmea;Ruiz & Pav.;;nudicaulis;(L.) Griseb.;;;;;;;;EC0M20041321;Serres
20160201J0;Aechmea sphaerocephala Baker;Bromeliaceae;Juss.;Aechmea;Ruiz & Pav.;;sphaerocephala;Baker;;;;;;;;XX0M19851137;Serres
20160700J0;Impatiens auricoma Baill.;Balsaminaceae;A.Rich.;Impatiens;L.;;auricoma;Baill.;;;;;;;;XX0G20160700;Entretien général et dendrologie
20160684J0;Lagenaria siceraria (Molina) Standl.  'Clavata';Cucurbitaceae;Juss.;Lagenaria;Ser.;;siceraria;(Molina) Standl.;;;;;;;Clavata;XX0CLA3351;Entretien général et dendrologie
20160397J0;Hedychium villosum Wall.;Zingiberaceae;Martinov;Hedychium;J.Koenig;;villosum;Wall.;;;;;;;;XX0STUTZ007035;Serres
20160683J0;Cucurbita ficifolia Bouché;Cucurbitaceae;Juss.;Cucurbita;L.;;ficifolia;Bouché;;;;;;;;XX0CLA1413;Entretien général et dendrologie
20160687J0;Lagenaria siceraria (Molina) Standl.  'Turbinata';Cucurbitaceae;Juss.;Lagenaria;Ser.;;siceraria;(Molina) Standl.;;;;;;;Turbinata;XX0CLA1605;Entretien général et dendrologie
20160398J0;Annona muricata L.;Annonaceae;Juss.;Annona;L.;;muricata;L.;;;;;;;;XX0STUTZ001274;Serres
20160686J0;Lagenaria siceraria (Molina) Standl.  'Longissima';Cucurbitaceae;Juss.;Lagenaria;Ser.;;siceraria;(Molina) Standl.;;;;;;;Longissima;0G20160686;Entretien général et dendrologie
20160407J0;Morinda citrifolia L.;Rubiaceae;Juss.;Morinda;L.;;citrifolia;L.;;;;;;;;XX0STUTZ000253;Serres
20160651J0;Phlomis samia L.;Lamiaceae;Martinov;Phlomis;L.;;samia;L.;;;;;;;;XX0G20160651;Rocailles
20160594J0;Artemisia dracunculus L.;Asteraceae;Giseke;Artemisia;L.;;dracunculus;L.;;;;;;;;XX0G20160594;Rocailles
20160745I0;Lagenaria siceraria (Molina) Standl.  'Clavata';Cucurbitaceae;Juss.;Lagenaria;Ser.;;siceraria;(Molina) Standl.;;;;;;;Clavata;XX0IAGB20117632G;Entretien général et dendrologie
20140999N0;Stachys alpina L.;Lamiaceae;;Stachys;;;alpina;;;;;;;;;CH0G20140999;Rocailles
20160746J0;Lagenaria siceraria (Molina) Standl. GOURDE DE PÈLERIN 'Gourda';Cucurbitaceae;Juss.;Lagenaria;Ser.;;siceraria;(Molina) Standl.;;;;;;;Gourda;XX0IAGB20097633G;Entretien général et dendrologie
20140748N0;Carex davalliana Sm.;Cyperaceae;;Carex;;;davalliana;;;;;;;;;CH0G20140748;Rocailles
20140751N0;Carex panicea L.;Cyperaceae;;Carex;;;panicea;;;;;;;;;CH0G20140751;Rocailles
20151331J0;Achimenes Pers.  'Grape Wine';Gesneriaceae;Rich. & Juss.;Achimenes;Pers.;;;;;;;;;;Grape Wine;XX0Z20071046;Serres
20151363J0;Streptocarpus caulescens Vatke;Gesneriaceae;Rich. & Juss.;Streptocarpus;Lindl.;;caulescens;Vatke;;;;;;;;XX0Z20020187;Serres
19850395N1;Symphytum officinale L.;Boraginaceae;Juss.;Symphytum;L.;;officinale;L.;;;;;;;;AT0G19850395;Entretien général et dendrologie
20151335J0;Primulina longgangensis (W.T.Wang) Yan Liu & Yin Z.Wang;Gesneriaceae;Rich. & Juss.;Primulina;Hance;;longgangensis;(W.T.Wang) Yan Liu & Yin Z.Wang;;;;;;;;XX0BONN25917;Serres
20151357J0;Sinningia muscicola Chautems & al.;Gesneriaceae;Rich. & Juss.;Sinningia;Nees;;muscicola;Chautems & al.;;;;;;;;XX0Z20090329;Serres
19810158I4;Urtica dioica L.;Urticaceae;Juss.;Urtica;L.;;dioica;L.;;;;;;;;XX0G19810158;Entretien général et dendrologie
20151333J0;Achimenes grandiflora (Schiede) DC.  'Snow Princess';Gesneriaceae;Rich. & Juss.;Achimenes;Pers.;;grandiflora;(Schiede) DC.;;;;;;;Snow Princess;XX0Z20070106;Serres
20151332J0;Achimenes erecta (Lam.) H.P.Fuchs;Gesneriaceae;Rich. & Juss.;Achimenes;P.Browne;;erecta;(Lam.) H.P.Fuchs;;;;;;;;XX0Z20030277;Serres
19700913I1;Stenochlaena palustris (Burm.f.) Bedd.;Blechnaceae;Newman;Stenochlaena;J.Sm.;;palustris;(Burm.f.) Bedd.;;;;;;;;XX0G19700913;Serres
20131571I1;Albuca bracteata (Thunb.) J.C.Manning & Goldblatt;Asparagaceae;Juss.;Albuca;L.;;bracteata;(Thunb.) J.C.Manning & Goldblatt;;;;;;;;XX0G20131571;Serres
20151336C0;Drymonia coriacea (Hanst.) Wiehler;Gesneriaceae;Rich. & Juss.;Drymonia;Mart.;;coriacea;(Hanst.) Wiehler;;;;;;;;BO0Z20011696;Serres
20151341J0;Seemannia sylvatica (Kunth) Baill.;Gesneriaceae;Rich. & Juss.;Seemannia;Regel;;sylvatica;(Kunth) Baill.;;;;;;;;XX0Z20090316;Serres
19702489I1;Cyrtomium falcatum (L. f.) C. Presl  'Rochfordianum';Dryopteridaceae;Herter;Cyrtomium;C.Presl;;falcatum;(L. f.) C.Presl;;;;;;;Rochfordianum;XX0G19702489;Serres
20151355J0;Vanhouttea lanata Fritsch;Gesneriaceae;Rich. & Juss.;Vanhouttea;Lem.;;lanata;Fritsch;;;;;;;;XX0Z20090333;Serres
20160733J0;Capsicum baccatum L.  'Criolla Sella';Solanaceae;Adans.;Capsicum;L.;;baccatum;L.;;;;;;;Criolla Sella;XXIAGB201191228G;Serres
20160720N0;Matthiola sinuata (L.) R.Br.;Brassicaceae;Burnett;Matthiola;R.Br.;;sinuata;(L.) R.Br.;;;;;;;;FR0P2010g026;Rocailles
20160768N0;Solidago flexicaulis L.;Asteraceae;Giseke;Solidago;L.;;flexicaulis;L.;;;;;;;;US0G20160768;Rocailles
20160732J0;Lagenaria siceraria (Molina) Standl.  'Birdhouse';Cucurbitaceae;Juss.;Lagenaria;Ser.;;siceraria;(Molina) Standl.;;;;;;;Birdhouse;XX0IAGB20147651G;Entretien général et dendrologie
20160722N0;Euphorbia dulcis subsp. incompta (Ces.) Nyman;Euphorbiaceae;Juss.;Euphorbia;L.;;dulcis;L.;;incompta;(Ces.) Nyman;;subsp.;;;FR0P2011g241;Rocailles
20150930N0;Sinningia warmingii (Hiern) Chautems;Gesneriaceae;Rich. & Juss.;Sinningia;Nees;;warmingii;(Hiern) Chautems;;;;;;;;XX0G20150930;Serres
20160776N0;Filifolium sibiricum (L.) Kitam.;Asteraceae;Giseke;Filifolium;Kitam.;;sibiricum;(L.) Kitam.;;;;;;;;RU0G20160776;Rocailles
20160774N0;Ceanothus americanus L.;Rhamnaceae;Juss.;Ceanothus;L.;;americanus;L.;;;;;;;;US0G20160774;Rocailles
20160831J0;Medinilla speciosa Hook.;Melastomataceae;Juss.;Medinilla;Gaudich.;;speciosa;Hook.;;;;;;;;XX0PORTY11106;Serres
20160876N0;Salix ×hegetschweileri Heer;Salicaceae;Mirb.;Salix;L.;;×hegetschweileri;Heer;VRAI;;;;;;;CH0G20160876;Serres
19986688J2;Juniperus communis L.;Cupressaceae;Gray;Juniperus;L.;;communis;L.;;;;;;;;CH0G19986688;Entretien général et dendrologie
20090045J2;Columnea magnifica Oerst.;Gesneriaceae;Rich. & Juss.;Columnea;L.;;magnifica;Oerst.;;;;;;;;XX0G20090045J;Serres
20160877N0;Salix ×hegetschweileri Heer;Salicaceae;Mirb.;Salix;L.;;×hegetschweileri;Heer;VRAI;;;;;;;CH0G20160877;Serres
20111638J1;Columnea schiedeana Schltdl.;Gesneriaceae;Rich. & Juss.;Columnea;L.;;schiedeana;Schltdl.;;;;;;;;XX0G20111638;Serres
20130740N1;Daphne mezereum L.;Thymelaeaceae;;Daphne;;;mezereum;;;;;;;;;CH0G20130740;Entretien général et dendrologie
20131677I1;Drymonia Mart.;Gesneriaceae;Rich. & Juss.;Drymonia;Mart.;;;;;;;;;;;XX0G20131677;Serres
20121240I3;Nematanthus Schrad.  'Chatterbox';Gesneriaceae;Rich. & Juss.;Nematanthus;Schrad.;;;;;;;;;;Chatterbox;XX0G20121240;Serres
20111665J1;Nematanthus maculatus (Fritsch) Wiehler;Gesneriaceae;Rich. & Juss.;Nematanthus;Schrad.;;maculatus;(Fritsch) Wiehler;;;;;;;;XX0G20111665;Serres
20111678J2;Nematanthus wettsteinii (Fritsch) H.E.Moore;Gesneriaceae;Rich. & Juss.;Nematanthus;Schrad.;;wettsteinii;(Fritsch) H.E.Moore;;;;;;;;XX0G20111678;Serres
20111621J2;Codonanthe devosiana Lem.;Gesneriaceae;Rich. & Juss.;Codonanthe;(Mart.) Hanst.;;devosiana;Lem.;;;;;;;;XX0G20111621;Serres
20111639J1;Columnea ulei Mansf.;Gesneriaceae;Rich. & Juss.;Columnea;L.;;ulei;Mansf.;;;;;;;;XX0G20111639;Serres
20130557I2;Aeschynanthus pulcher (Blume) G.Don;Gesneriaceae;Rich. & Juss.;Aeschynanthus;Jack;;pulcher;(Blume) G.Don;;;;;;;;XX0G20130557;Serres
20131706I2;Nematanthus Schrad.;Gesneriaceae;Rich. & Juss.;Nematanthus;Schrad.;;;;;;;;;;;XX0G20131706;Serres
20111632J1;Codonanthopsis uleana (Fritsch) Chautems & Mat.Perret;Gesneriaceae;Rich. & Juss.;Codonanthopsis;Mansf.;;uleana;(Fritsch) Chautems & Mat.Perret;;;;;;;;XX0G20111632;Serres
20150663I2;Gloxinia perennis (L.) Fritsch;Gesneriaceae;Rich. & Juss.;Gloxinia;L'Hér.;;perennis;(L.) Fritsch;;;;;;;;XX0STUTZ003723;Serres
20111608J3;Aeschynanthus parasiticus (Roxb.) Wall.;Gesneriaceae;Rich. & Juss.;Aeschynanthus;Jack;;parasiticus;(Roxb.) Wall.;;;;;;;;XX0G20111608;Serres
20131373I2;Brillantaisia lamium (Nees) Benth.;Acanthaceae;Juss.;Brillantaisia;P.Beauv.;;lamium;(Nees) Benth.;;;;;;;;XX0G20131373;Serres
20111629J1;Codonanthe gracilis (Mart.) Hanst.;Gesneriaceae;Rich. & Juss.;Codonanthe;(Mart.) Hanst.;;gracilis;(Mart.) Hanst.;;;;;;;;XX0G20111629;Serres
20111624J1;Codonanthe gracilis (Mart.) Hanst.;Gesneriaceae;Rich. & Juss.;Codonanthe;(Mart.) Hanst.;;gracilis;(Mart.) Hanst.;;;;;;;;XX0G20111624;Serres
20131624I2;Sinningia gesneriifolia (Hanst.) Clayberg;Gesneriaceae;Rich. & Juss.;Sinningia;Nees;;gesneriifolia;(Hanst.) Clayberg;;;;;;;;XX0G20131624;Serres
20111609J1;Aeschynanthus angustifolius (Blume) Steud.;Gesneriaceae;Rich. & Juss.;Aeschynanthus;Jack;;angustifolius;(Blume) Steud.;;;;;;;;XX0G20111609;Serres
20160540N0;Hesperis tristis L.;Brassicaceae;Burnett;Hesperis;L.;;tristis;L.;;;;;;;;HU0G20160540;Rocailles
20160516N0;Draba pycnosperma (Fernald) C.H.Knowlt.;Brassicaceae;Burnett;Draba;L.;;pycnosperma;(Fernald) C.H.Knowlt.;;;;;;;;CA0G20160516;Rocailles
20161049J0;Mammillaria setispina J.M.Coult.;Cactaceae;Juss.;Mammillaria;Haw.;;setispina;J.M.Coult.;;;;;;;;XX0BAS1612009GP;Serres
20160784N0;Heracleum sibiricum L.;Apiaceae;Lindl.;Heracleum;L.;;sibiricum;L.;;;;;;;;RU0FRT2012893;Rocailles
