"Code.emplacement","No.Semis","Taxons","Nom.acquisition","genus","family"
"RocailleE01","221083","Geranium nodosum","Geranium nodosum","Geranium","Geraniaceae"
"RocailleE01","772557","Lomelosia graminifolia","Scabiosa graminifolia L.","Lomelosia","Caprifoliaceae"
"RocailleE01","206853","Dianthus furcatus","Dianthus furcatus subsp. pedemontanus ","Dianthus","Caryophyllaceae"
"RocailleE01","221436","Aethionema saxatile","Aethionema saxatile","Aethionema","Brassicaceae"
"RocailleE01","221437","Iris foetidissima","Iris foetidissima","Iris","Iridaceae"
"RocailleE01","221438","Potentilla caulescens var. petiolulata","Potentilla caulescens var. petiolulata","Potentilla","Rosaceae"
"RocailleE01","221439","Campanula petraea","Campanula petraca","Campanula","Campanulaceae"
"RocailleE01","221440","Iris lutescens","Iris lutescens ssp. lutescens","Iris","Iridaceae"
"RocailleE01","221441","Arenaria ligericina","Arenaria ligercina","Arenaria","Caryophyllaceae"
"RocailleE01","221442","Saxifraga hostii subsp. rhaetica","Saxifraga hostii var. rhaetica","Saxifraga","Saxifragaceae"
"RocailleE01","221440","Iris lutescens","Iris lutescens ssp. lutescens","Iris","Iridaceae"
"RocailleE01","216022","Ornithogalum nutans","Ornithogalum nutans","Ornithogalum","Asparagaceae"
"RocailleE01","204222","Saxifraga x kellereri","Saxifraga X anglica cv. ‘Mira‘","Saxifraga","Saxifragaceae"
"RocailleE01","222045","Linum campanulatum","Linum campanulatum","Linum","Linaceae"
"RocailleE01","222046","Teucrium x contejeani","Teucrium x contejeani","Teucrium","Lamiaceae"
"RocailleE01","221882","Melica ciliata","Melica ciliata","Melica","Poaceae"
"RocailleE02","221173","Geranium sanguineum","Geranium sanguineum","Geranium","Geraniaceae"
"RocailleE02","221175","Globularia cordifolia f. fl. albo","Globularia cordifolia  f. Alba ",NA,NA
"RocailleE02","221203","Euphorbia spinosa","Euphorbia spinosa","Euphorbia","Euphorbiaceae"
"RocailleE02","215171","Helianthemum apenninum ‘Wisley Pink’","Helianthemum apenninum'Wisley Pink'",NA,NA
"RocailleE02","3928","Linum narbonense","Linum narbonense","Linum","Linaceae"
"RocailleE02","221429","Petrorhagia saxifraga","Petrorhagia saxifraga","Petrorhagia","Caryophyllaceae"
"RocailleE02","222063","Fritillaria davisii","Fritillaria davisii","Fritillaria","Liliaceae"
"RocailleE02","221430","Artemisia abrotanum","Artemisia abrotanum","Artemisia","Asteraceae"
"RocailleE02","222064","Tulipa agenensis","Tulipa agenensis","Tulipa","Liliaceae"
"RocailleE02","222065","Tulipa vvedenskyi","Tulipa vvedenskyi","Tulipa","Liliaceae"
"RocailleE03","219242","Potentilla cinerea","Potentilla cinerea","Potentilla","Rosaceae"
"RocailleE03","221428","Anthericum ramosum","Antericum ramosum","Anthericum","Asparagaceae"
"RocailleE03","221175","Globularia cordifolia f. fl. albo","Globularia cordifolia  f. Alba ",NA,NA
"RocailleE03","206847","Helianthemum lunulatum","Helianthemum lunulatum","Helianthemum","Cistaceae"
"RocailleE03","221203","Euphorbia spinosa","Euphorbia spinosa","Euphorbia","Euphorbiaceae"
"RocailleE03","70361","Lotus maritimus","Tetragonolobus maritimus","Lotus","Fabaceae"
"RocailleE03","99151","Chamaecytisus supinus","Cytisus sessilifolius","Chamaecytisus","Fabaceae"
"RocailleE04","205617","Aphyllanthes monspeliensis","Aphyllanthes monspeliensis","Aphyllanthes","Asparagaceae"
"RocailleE04","221167","Chamaecytisus hirsutus","Cytisus hirsutus","Chamaecytisus","Fabaceae"
"RocailleE04","220306","Linaria supina","Linaria supina","Linaria","Plantaginaceae"
"RocailleE04","221174","Sanguisorba minor","Sanguisorba minor","Sanguisorba","Rosaceae"
"RocailleE04","221201","Antirrhinum molle","Antirrhinum molle","Antirrhinum","Plantaginaceae"
"RocailleE04","221428","Anthericum ramosum","Antericum ramosum","Anthericum","Asparagaceae"
"RocailleE04","205619","Convolvulus cantabrica","Convolvulus cantabrica","Convolvulus","Convolvulaceae"
"RocailleE04","221440","Iris lutescens","Iris lutescens ssp. lutescens","Iris","Iridaceae"
"RocailleE04","222066","Scilla hyacinthoides","Scilla hyacinthoides","Scilla","Asparagaceae"
"RocailleE04
","96719","Ptilotrichum halimifolium","Ptilotrichum macrocarpum","Ptilotrichum","Brassicaceae"
"RocailleE04
","221425","Sedum stoloniferum","Sedum stoliniferum","Sedum","Crassulaceae"
"RocailleE04
","221426","Carthamus mitissimus","Carduncellus mitissimus","Carthamus","Asteraceae"
"RocailleE04
","221427","","Carduncellu monspelliensium",NA,NA
"RocailleE05","221169","Sherardia arvensis","Sherardia  arvensis","Sherardia","Rubiaceae"
"RocailleE05","221176","Anthyllis montana","Anthyllis montana ssp. montana","Anthyllis","Fabaceae"
"RocailleE05","221431","Tulipa praecox","Tulipa praecox","Tulipa","Liliaceae"
"RocailleE05","221430","Artemisia abrotanum","Artemisia abrotanum","Artemisia","Asteraceae"
"RocailleE05","221434","Coronilla coronata","Coronilla coronata","Coronilla","Fabaceae"
"RocailleE05","221435","Carex brevicollis","Carex brevicollis","Carex","Cyperaceae"
"RocailleE06","221176","Anthyllis montana","Anthyllis montana ssp. montana","Anthyllis","Fabaceae"
"RocailleE06","221198","Seseli montanum","Seseli montanum","Seseli","Apiaceae"
"RocailleE06","221202","Muscari comosum","Muscari comosum","Muscari","Asparagaceae"
"RocailleE06","70331","Thymus serpyllum","Thymus serpyllum L.","Thymus","Lamiaceae"
"RocailleE06","70331","Thymus serpyllum","Thymus serpyllum L.","Thymus","Lamiaceae"
"RocailleE06","200257","Cistus laurifolius","Cistus laurifolius","Cistus","Cistaceae"
"RocailleE06","205627","Teucrium marum","Teucrium marum L.","Teucrium","Lamiaceae"
"RocailleE06","221432","Genista lobelii","Genista lobelii","Genista","Fabaceae"
"RocailleE06","222059","Narcissus triandrus subsp. triandrus","Narcissus triandrus subsp. triandus","Narcissus","Amaryllidaceae"
"RocailleE06","221445","Erinus alpinus","Erinus hispanicus","Erinus","Plantaginaceae"
"RocailleE06","222060","Allium moly","Allium moly var. bulbilliferum ","Allium","Amaryllidaceae"
"RocailleE06","221447","Thymus serpyllum var. minor","Thymus serpyllum var. minor",NA,NA
"RocailleE06","221448","Dianthus plumarius","Dianthus plumarius","Dianthus","Caryophyllaceae"
"RocailleE06","221449","Helianthemum nummularium","Helianthemum nummularium","Helianthemum","Cistaceae"
"RocailleE06","221450","Astragalus danicus","Astragalus danicus","Astragalus","Fabaceae"
"RocailleE06","221451","Minuartia villarii","Minuartia villardii","Minuartia","Caryophyllaceae"
"RocailleE06","221432","Genista lobelii","Genista lobelii","Genista","Fabaceae"
"RocailleE07","93512","Ranunculus millefoliatus","Ranunculus millefoliatus Vahl.","Ranunculus","Ranunculaceae"
"RocailleE07","93428","Anemone narcissiflora","Anemone narcissiflora L.","Anemone","Ranunculaceae"
"RocailleE07","221198","Seseli montanum","Seseli montanum","Seseli","Apiaceae"
"RocailleE07","221443","Sorbus aria","Sorbus aria","Sorbus","Rosaceae"
"RocailleE07","221444","Sedum sediforme","Sedum nicaense","Sedum","Crassulaceae"
"RocailleE07","221424","Draba aizoides","Draba aizoides","Draba","Brassicaceae"
"RocailleE07","205626","Teucrium lucidum","Teucrium lucidum L.","Teucrium","Lamiaceae"
"RocailleE07","221446","Pulsatilla rubra","Pulsatilla rubra","Pulsatilla","Ranunculaceae"
"RocailleE07","222048","Armeria girardii","Armeria girardi","Armeria","Plumbaginaceae"
"RocailleE08","221200","Veronica teucrium","Veronica  teucrium","Veronica","Plantaginaceae"
"RocailleE08","3928","Linum narbonense","Linum narbonense","Linum","Linaceae"
"RocailleE08","221432","Genista lobelii","Genista lobelii","Genista","Fabaceae"
"RocailleE08","221433","Artemisia chamaemelifolia","Artemisia chamaemelifolia","Artemisia","Asteraceae"
"RocailleE08","221423","Iberis sempervirens","Iberis sempervirens","Iberis","Brassicaceae"
"RocailleE08","222057","Campanula petraea","Campanula petraea","Campanula","Campanulaceae"
"RocailleE10","221170","Iris lutescens","Iris lutescens","Iris","Iridaceae"
"RocailleE10","205620","Cytisus decumbens","Cytisus decumbens","Cytisus","Fabaceae"
"RocailleE10","205196","Ononis cristata","Ononis cristata","Ononis","Fabaceae"
"RocailleE10","205622","Prunella hyssopifolia","Prunella hyssopifolia L.","Prunella","Lamiaceae"
"RocailleE10","205187","Silene saxifraga","Silene saxifraga","Silene","Caryophyllaceae"
"RocailleE10","872053","Ptilotrichum macrocarpum","Ptilotrichum macrocarpum","Ptilotrichum","Brassicaceae"
"RocailleE10","148","Coronilla orientalis","Coronilla cappadocica","Coronilla","Fabaceae"
"RocailleE10","205624","Saponaria calabrica","Saponaria calabrica","Saponaria","Caryophyllaceae"
"RocailleE10","202348","Dictamnus albus","Dictamnus albus","Dictamnus","Rutaceae"
"RocailleE10","205626","Teucrium lucidum","Teucrium lucidum L.","Teucrium","Lamiaceae"
"RocailleE10","851196","Teucrium polium","Teucrium pollium","Teucrium","Lamiaceae"
"RocailleE10","205629","Urospermum dalechampii","Urospermum dalechampii","Urospermum","Asteraceae"
"RocailleE10","208128","Aethionema iberideum","Aethionema iberideum","Aethionema","Brassicaceae"
"RocailleF00","205630","Rhodothamnus chamaecistus","Rhodothamnus chamaecistus (L) Reichb.","Rhodothamnus","Ericaceae"
"RocailleF00","205630","Rhodothamnus chamaecistus","Rhodothamnus chamaecistus (L) Reichb.","Rhodothamnus","Ericaceae"
"RocailleF00","219168","Edraianthus graminifolius","Edraianthus graminifolius","Edraianthus","Campanulaceae"
"RocailleF00","219167","Aquilegia einseleana","Aquilegia einseleana","Aquilegia","Ranunculaceae"
"RocailleF00","219176","Campanula portenschlagiana","Campanula portenschlagiana","Campanula","Campanulaceae"
"RocailleF00","219182","","Acantholimon ? ",NA,NA
"RocailleF00","219187","Dianthus knappii","Dianthus knappi","Dianthus","Caryophyllaceae"
"RocailleF00","220306","Linaria supina","Linaria supina","Linaria","Plantaginaceae"
"RocailleF00","205829","Inula candida","Inula candida","Inula","Asteraceae"
"RocailleF00","772952","Inula candida","Inula candida","Inula","Asteraceae"
"RocailleF00","205631","Rhodothamnus chamaecistus f. albo","Rhodothamnus chamaecistus (L) Reichb.",NA,NA
"RocailleF00","219165","Asplenium trichomanes","Asplenium trichomanes","Asplenium","Aspleniaceae"
"RocailleF00","205632","Centaurea atropurpurea","Centaurea atropurpurea Waldst. & Kit","Centaurea","Asteraceae"
"RocailleF00","202048","Dianthus knappii","Dianthus knappii A. et Kan. ex Borb.","Dianthus","Caryophyllaceae"
"RocailleF00","92122","Linum viscosum","Linum viscosum L.","Linum","Linaceae"
"RocailleF00","93434","Edraianthus graminifolius","Edraianthus parnassicus Halacsy.","Edraianthus","Campanulaceae"
"RocailleF00","95064","Salvia sclarea var. turkestanica","Salvia sclarea L. var. turkestanica ","Salvia","Lamiaceae"
"RocailleF00","205635","Telekia speciosissima","Telekia speciossima (L.) Less.","Telekia","Asteraceae"
"RocailleF00","206849","Campanula waldsteiniana","Campanula waldsteiniana","Campanula","Campanulaceae"
"RocailleF01","219192","Silene auriculata","Silene auriculata","Silene","Caryophyllaceae"
"RocailleF01","219184","Satureja montana","Satureja montana","Satureja","Lamiaceae"
"RocailleF01","219184","Satureja montana","Satureja montana","Satureja","Lamiaceae"
"RocailleF01","219190","Saxifraga crustata","Saxifraga crustata","Saxifraga","Saxifragaceae"
"RocailleF01","221347","Geranium dalmaticum","Geranium  dalmaticum","Geranium","Geraniaceae"
"RocailleF01","221348","Geranium x cantabrigiense","Geranium x cantabrigiense","Geranium","Geraniaceae"
"RocailleF01","794259","Arabis procurrens","Arabis procumbens","Arabis","Brassicaceae"
"RocailleF01","221385","Allium sp.","Allium sp.",NA,NA
"RocailleF01","221387","Sempervivum ciliosum","Sempervivum  ciliosum","Sempervivum","Crassulaceae"
"RocailleF01","221386","Saxifraga hostii","Saxifraga hostii subsp. hostii","Saxifraga","Saxifragaceae"
"RocailleF02","219171","Iris aphylla","Iris aphylla","Iris","Iridaceae"
"RocailleF02","219172","Aethionema sp.","Aethionema ? ",NA,NA
"RocailleF02","219173","Saxifraga juniperifolia","Saxifraga juniperifolia","Saxifraga","Saxifragaceae"
"RocailleF02","219175","Armeria canescens","Armeria canescens?","Armeria","Plumbaginaceae"
"RocailleF02","96037","Pterocephalus perennis subsp. bellidifolius","Pterocephalus perennis subsp. beliidifolius ","Pterocephalus","Caprifoliaceae"
"RocailleF02","219180","Sedum telephium subsp. fabaria","Sedum telephium ssp. fabaria","Sedum","Crassulaceae"
"RocailleF02","87016","Paederota lutea","Paederota lutea","Paederota","Plantaginaceae"
"RocailleF02","219189","Thymus praecox","Thymus praecox","Thymus","Lamiaceae"
"RocailleF02","211063","","Alyssum  borzeanum",NA,NA
"RocailleF02","96628","Dianthus nardiformis","Dianthus nardiformis","Dianthus","Caryophyllaceae"
"RocailleF02","208002","Potentilla caulescens","Potentilla caulescens","Potentilla","Rosaceae"
"RocailleF02","221377","Campanula fenestrellata","Campanula  fenestrelatta","Campanula","Campanulaceae"
"RocailleF02","211105","Iberis sempervirens","Ibéris sempervirens","Iberis","Brassicaceae"
"RocailleF02","204211","Euphorbia myrsinites","Euphorbia myrsinites","Euphorbia","Euphorbiaceae"
"RocailleF02","221384","Saxifraga subsp. sancta","Saxifraga sancta",NA,NA
"RocailleF03","221161","Cymbalaria muralis","Cymbalaria muralis","Cymbalaria","Plantaginaceae"
"RocailleF03","218062","Chiastophyllum oppositifolium","Chiastophyllum oppositifolium","Chiastophyllum","Crassulaceae"
"RocailleF03","219161","Euphorbia capitulata","Euphorbia capitulata","Euphorbia","Euphorbiaceae"
"RocailleF03","219163","Scabiosa silenifolia","Scabiosa silenifolia","Scabiosa","Caprifoliaceae"
"RocailleF03","205616","Staehelina uniflosculosa","Staehlina uniflosculosa Sibth. & Sm.","Staehelina","Asteraceae"
"RocailleF03","219183","Potentilla micrantha","Potentilla micrantha","Potentilla","Rosaceae"
"RocailleF03","219188","Saxifraga hostii","Saxifraga hostii","Saxifraga","Saxifragaceae"
"RocailleF03","219162","","Aubrieta? ",NA,NA
"RocailleF03","219170","Saxifraga ferdinandi-coburgi","Saxifraga ferdinandi-coburgi","Saxifraga","Saxifragaceae"
"RocailleF03","219170","Saxifraga ferdinandi-coburgi","Saxifraga ferdinandi-coburgi","Saxifraga","Saxifragaceae"
"RocailleF03","219164","Ramonda myconi","Ramonda myconi","Ramonda","Gesneriaceae"
"RocailleF03","221083","Geranium nodosum","Geranium nodosum","Geranium","Geraniaceae"
"RocailleF03","216209","Linaria repens","Linaria repens","Linaria","Plantaginaceae"
"RocailleF03","217217","Verbascum blattaria","Verbascum blattaria","Verbascum","Scrophulariaceae"
"RocailleF03","217217","Verbascum blattaria","Verbascum blattaria","Verbascum","Scrophulariaceae"
"RocailleF03","219169","Hypericum olympicum","Hypericum  olympicum ?","Hypericum","Hypericaceae"
"RocailleF03","219169","Hypericum olympicum","Hypericum  olympicum ?","Hypericum","Hypericaceae"
"RocailleF03","205633","Eryngium amethystinum","Eryngium amethystinun L.","Eryngium","Apiaceae"
"RocailleF03","93556","Aconitum moldavicum","Aconitum molvadicum Hacq.","Aconitum","Ranunculaceae"
"RocailleF03
","221194","Astragalus greuteri","Astragalus greuteri","Astragalus","Fabaceae"
"RocailleF03
","221379","Cystopteris fragilis","Cystopteris  fragilis","Cystopteris","Cystopteridaceae"
"RocailleF03
","221380","Geranium macrorrhizum","Geranium  macrorhyzum","Geranium","Geraniaceae"
"RocailleF03
","221381","Saxifraga paniculata var. minutifolia","Saxifraga  aizoon v. minutifolia",NA,NA
"RocailleF03
","221382","Sedum telephium subsp. maximum","Sedum  telephium subsp. maximum","Sedum","Crassulaceae"
"RocailleG00","94140","Thalictrum delavayi","Thalictrum dipterocarpum","Thalictrum","Ranunculaceae"
"RocailleG00","88719","Synthyris missurica","Synthyris missurica","Synthyris","Plantaginaceae"
"RocailleG00","221372","Allium sikkimense","Allium  tibeticum","Allium","Amaryllidaceae"
"RocailleG00","217048","","Hosta longipes",NA,NA
"RocailleG00","221373","Morina nepalensis var. nepalensis","Morina  betonicoides","Morina","Caprifoliaceae"
"RocailleG00","221376","Asperula hirta","Asperula  hirta","Asperula","Rubiaceae"
"RocailleG01","221102","Pinus sylvestris ‘Watereri’","Pinus sylvestris 'Watereri'",NA,NA
"RocailleG01","96817","Iris japonica","Iris japonica Thunb.","Iris","Iridaceae"
"RocailleG01","224268","Clematis mandschurica","Clematis mandschurica",NA,NA
"RocailleG01","221107","Lygodium japonicum","Lygodium japonicum","Lygodium","Lygodiaceae"
"RocailleG01","224211","Pleione formosana","Primula beesiana","Pleione","Orchidaceae"
"RocailleG01","224210","Primula beesiana","Primula rosea","Primula","Primulaceae"
"RocailleG01","224208","Sarcococca hookeriana var. digyna","Sarcococca hookeriana var.digyna","Sarcococca","Buxaceae"
"RocailleG01","224209","Primula rosea","Primula rosea","Primula","Primulaceae"
"RocailleG01","221118","Epimedium diphyllum","Epimedium  diphyllum","Epimedium","Berberidaceae"
"RocailleG01","94155","Aquilegia flabellata","Aquilegia flabellata","Aquilegia","Ranunculaceae"
"RocailleG01","224238","Arisaema flavum","Arisaema flavum","Arisaema","Araceae"
"RocailleG01","224239","Arisaema ringens","Arisaema ringens","Arisaema","Araceae"
"RocailleG01","216533","Ophiopogon japonicus","Ophiopogon japonicus","Ophiopogon","Asparagaceae"
"RocailleG01","224240","Arisaema taiwanense","Arisaema taiwanense","Arisaema","Araceae"
"RocailleG01","205267","Cypripedium formosanum","Cypripedium formosanum","Cypripedium","Orchidaceae"
"RocailleG01","205266","Cypripedium japonicum","Cypripedium japonicum","Cypripedium","Orchidaceae"
"RocailleG01","221350","Daphne mezereum","Daphne  mezereum","Daphne","Thymelaeaceae"
"RocailleG01","221352","Thalictrum dipterocarpum","Thalictrum  dipterocarpum","Thalictrum","Ranunculaceae"
"RocailleG01","221353","Sarcococca hookeriana var. digyna","Sarcococca hookeriana var. digyna","Sarcococca","Buxaceae"
"RocailleG01","221354","Chelonopsis moschata","Chelonopsis moschata","Chelonopsis","Lamiaceae"
"RocailleG01","221355","","Cotoneaster sp.",NA,NA
"RocailleG02","205642","Allium christophii","Allium christophii",NA,NA
"RocailleG02","93599","Veronicastrum sibiricum","Veronicastrum sibiricum (L.) Pennell","Veronicastrum","Plantaginaceae"
"RocailleG02","201924","Kirengeshoma palmata","Kirengeshoma palmata Yatabe","Kirengeshoma","Hydrangeaceae"
"RocailleG02","221124","Pachysandra terminalis","Pachysandra  terminalis","Pachysandra","Buxaceae"
"RocailleG02","204210","Polygonum affine","Polygonum affine D. Don","Polygonum","Polygonaceae"
"RocailleG02","93650","Spiraea japonica ‘Albiflora’","Spirea albiflora",NA,NA
"RocailleG02","224235","Inula magnifica","Inula magnifica","Inula","Asteraceae"
"RocailleG02","224243","Podophyllum hexandrum","Podophyllum hexandrum","Podophyllum","Berberidaceae"
"RocailleG02","205831","Asplenium fontanum","Asplenium fontanum (L.) Bernh.","Asplenium","Aspleniaceae"
"RocailleG02","224244","Betonica nivea subsp. abchasica","Stachys abschasica","Betonica","Lamiaceae"
"RocailleG02","224242","Pilea plataniflora","Pilea plataniflora","Pilea","Urticaceae"
"RocailleG02","224266","Gillenia trifoliata","Gillenia trifoliata","Gillenia","Rosaceae"
"RocailleG02","221357","Spiraea japonica","Spiraea bullata","Spiraea","Rosaceae"
"RocailleG02","221358","Liriope graminifolia","Liriope  graminifolia ","Liriope","Asparagaceae"
"RocailleG02","221359","Helleborus sp.","Helleborus  sp.",NA,NA
"RocailleG02","221360","Phedimus middendorfianum","Sedum middendorffianum var. diffusum",NA,NA
"RocailleG02","221887","Allium ursinum","","Allium","Amaryllidaceae"
"RocailleG03","205640","Clematis heracleifolia","Clematis heracleifolia DC.","Clematis","Ranunculaceae"
"RocailleG03","93461","Aster ovatus","Aster ageratoides Turz. var. ovatus Nakai","Aster","Asteraceae"
"RocailleG03","221121","Bergenia purpurascens","Bergenia purpurascens","Bergenia","Saxifragaceae"
"RocailleG03","221122","Bletilla striata","Bletilla striata","Bletilla","Orchidaceae"
"RocailleG03","205649","Iris tectorum","Iris tectorum","Iris","Iridaceae"
"RocailleG03","221123","Astilbe thunbergii var. taquetii","Astilbe thunbergi var. tacquetii","Astilbe","Saxifragaceae"
"RocailleG04","221127","Saxifraga stolonifera","Saxifraga stolonifera Curtis","Saxifraga","Saxifragaceae"
"RocailleG04","205646","Begonia grandis","Begonia grandis subsp. grandis ","Begonia","Begoniaceae"
"RocailleG04","761915","Plagiorhegma dubium","Jeffersonia dubia","Plagiorhegma","Berberidaceae"
"RocailleG04","221363","Hypericum beanii","Hypericum  beanii","Hypericum","Hypericaceae"
"RocailleG04","224241","Globba racemosa","Globba  aff. hookeri","Globba","Zingiberaceae"
"RocailleG04","221361","Tiarella cordifolia","Tiarella  cordifolia","Tiarella","Saxifragaceae"
"RocailleG04","221362","Allium cyaneum","Allium  cyaneum","Allium","Amaryllidaceae"
"RocailleG04","221364","Saxifraga juniperifolia","Saxifraga  pseudosancta","Saxifraga","Saxifragaceae"
"RocailleG04","221365","Hosta montana","Hosta  montana","Hosta","Asparagaceae"
"RocailleG05","221195","Haberlea rhodopensis f. fl. albo","Haberlea rhodopensis cv. ‘Alba‘",NA,NA
"RocailleG05","221119","Duchesnea indica","Duchesnea indica","Duchesnea","Rosaceae"
"RocailleG05","205650","Narcissus x johnstonii","Narcissus X johnstonii","Narcissus","Amaryllidaceae"
"RocailleG05","221123","Astilbe thunbergii var. taquetii","Astilbe thunbergi var. tacquetii","Astilbe","Saxifragaceae"
"RocailleG05","205652","Roscoea cautleoides","Roscoea cautleoides Gagnep.",NA,NA
"RocailleG06","205648","Carex otrubae","Carex otrubae","Carex","Cyperaceae"
"RocailleG06","221367","Epimedium alpinum","Epimedium  alpinum","Epimedium","Berberidaceae"
"RocailleG06","221658","Hyacinthoides hispanica","Hyacinthoides hispanica","Hyacinthoides","Asparagaceae"
"RocailleG06","221368","Heuchera americana","Heuchta  americana","Heuchera","Saxifragaceae"
"RocailleG06","221369","Astilbe chinensis var. pumila","Astilbe  chinensis var. pumila","Astilbe","Saxifragaceae"
"RocailleG06","221370","Rhododendron x intermedium","Rhododendron  x intermedium","Rhododendron","Ericaceae"
"RocailleG06","221374","Narcissus x johnstonii","Narcissus jonhstonii","Narcissus","Amaryllidaceae"
"RocailleG10","206870","Senecio abrotanifolius","Senecio abrotanifolia","Senecio","Asteraceae"
"RocailleG10","205647","Campanula sarmatica","Campanula samarica","Campanula","Campanulaceae"
"RocailleG10","205655","Moltkia doerfleri","Moltkia doerfleri Wettst.","Moltkia","Boraginaceae"
"RocailleG10","92029","Codonopsis clematidea","Codonopsis clematidae","Codonopsis","Campanulaceae"
"RocailleG10","217056","Corchoropsis tomentosa","Corchoropsis tomentosa","Corchoropsis","Malvaceae"
"RocailleH00","219245","Ornithogalum exscapum","Ornithogalum exscapum","Ornithogalum","Asparagaceae"
"RocailleH00","219234","Geranium x cantabrigiense","Geranium  x cantabrigiense","Geranium","Geraniaceae"
"RocailleH00","219239","Potentilla micrantha","Potentilla micrantha","Potentilla","Rosaceae"
"RocailleH00","219240","Phyllitis scolopendrium","Asplenium scolopendrium","Phyllitis","Aspleniaceae"
"RocailleH00","219242","Potentilla cinerea","Potentilla cinerea","Potentilla","Rosaceae"
"RocailleH00","219243","Geranium argenteum","Geranium argenteum","Geranium","Geraniaceae"
"RocailleH00","221500","Arenaria gracilis","Arenaria gracilis","Arenaria","Caryophyllaceae"
"RocailleH00","221499","Asyneuma limonifolium","Asyneuma limonifolium","Asyneuma","Campanulaceae"
"RocailleH01","205654","Erythronium tuolumnense","Erythronium tuolumense","Erythronium","Liliaceae"
"RocailleH01","219237","Astragalus angustiflorus","Astragalus angustifolius","Astragalus","Fabaceae"
"RocailleH01","219238","Daphne kosaninii","Daphne kosaninii","Daphne","Thymelaeaceae"
"RocailleH01","882649","Globularia bisnagarica","Globularia aphyllantes Cr.","Globularia","Plantaginaceae"
"RocailleH01","205658","Moltkia petraea","Moltkia petrae","Moltkia","Boraginaceae"
"RocailleH01","882790","Lomelosia argentea","Scabiosa argentea L.","Lomelosia","Caprifoliaceae"
"RocailleH01","205675","Veronica spicata subsp. incana","Veronica spicata subsp. incana ","Veronica","Plantaginaceae"
"RocailleH01","219244","Geranium macrorrhizum","Geranium macrorrhizum ?","Geranium","Geraniaceae"
"RocailleH01","221492","Cerastium grandiflorum","Cerastium grandiflorum","Cerastium","Caryophyllaceae"
"RocailleH01","221493","Geranium dalmaticum","Geranium dalmaticum","Geranium","Geraniaceae"
"RocailleH01","221494","Campanula formanekiana","Campanula formanekiana","Campanula","Campanulaceae"
"RocailleH01","222043","Scrophularia sambucifolia","Scrophularia sambucifolia","Scrophularia","Scrophulariaceae"
"RocailleH01
","221630","Hyacinthoides italica","Hyacinthoides italica","Hyacinthoides","Asparagaceae"
"RocailleH02","219229","Globularia meridionalis","Globularia meridionalis","Globularia","Plantaginaceae"
"RocailleH02","219241","Satureja montana","Satureja  montana","Satureja","Lamiaceae"
"RocailleH02","219241","Satureja montana","Satureja  montana","Satureja","Lamiaceae"
"RocailleH02","93352","Achillea grandifolia","Achillea grandiflora Friv.","Achillea","Asteraceae"
"RocailleH02","221495","Aubrieta sp.","Aubrieta sp.",NA,NA
"RocailleH03","219226","Rosa sicula","Rosa sicula","Rosa","Rosaceae"
"RocailleH03","219227","Helleborus sp.","Helleborus sp.",NA,NA
"RocailleH03","219246","Potentilla incana","Potentilla incana","Potentilla","Rosaceae"
"RocailleH03","219229","Globularia meridionalis","Globularia meridionalis","Globularia","Plantaginaceae"
"RocailleH03","205658","Moltkia petraea","Moltkia petrae","Moltkia","Boraginaceae"
"RocailleH03","221496","Sideritis scardica","Sideritis scardica","Sideritis","Lamiaceae"
"RocailleH03","221497","Genista sp.","Genista sp.",NA,NA
"RocailleH03","221498","Acanthus spinosus","Acanthus spinosus","Acanthus","Acanthaceae"
"RocailleH03","221501","Campanula poscharskyana","Campanula poscharskyana","Campanula","Campanulaceae"
"RocailleH03","221501","Campanula poscharskyana","Campanula poscharskyana","Campanula","Campanulaceae"
"RocailleH10","91076","Edraianthus pumilio","Edraianthus pumilo","Edraianthus","Campanulaceae"
"RocailleH10","77595","Gentiana septemfida subsp. lagodechiana","Gentiana lagodechiana",NA,NA
"RocailleH10","205645","Cistus inflatus","Cistus psilosepalus Sweet.","Cistus","Cistaceae"
"RocailleH10","9034","Jasione heldreichii","Jasione jankae","Jasione","Campanulaceae"
"RocailleH10","206851","Genista sericea","genista sericea","Genista","Fabaceae"
"RocailleH10","208001","Gentiana walujewii","Gentiana kesselringii Regel","Gentiana","Gentianaceae"
"RocailleH10","93232","Omphalodes linifolia","Omphalodes linifolia (L.)  Moench","Omphalodes","Boraginaceae"
"RocailleJ00","95107","Aconitum volubile","Aconitum volubile","Aconitum","Ranunculaceae"
"RocailleJ00","97511","Glaucidium palmatum","Glaucidium palmatum","Glaucidium","Papaveraceae"
"RocailleJ00","205683","Morina persica","Morina persica","Morina","Caprifoliaceae"
"RocailleJ00","205273","Geum coccineum","Geum coccineum","Geum","Rosaceae"
"RocailleJ00","94245","Primula vialii","Primula viallii Delav. ex Franch","Primula","Primulaceae"
"RocailleJ00","872027","Paradisea liliastrum","Paradisea liliastrum","Paradisea","Asparagaceae"
"RocailleJ00","205519","Papaver orientale","Papaver bracteum","Papaver","Papaveraceae"
"RocailleJ00","205520","Tanacetum argenteum","Tanacetum argenteum","Tanacetum","Asteraceae"
"RocailleJ00","205523","Dianthus seguieri subsp. gautieri","Dianthus neglectus","Dianthus","Caryophyllaceae"
"RocailleJ00","206506","Paeonia tenuifolia","Paeonia tenuifolia","Paeonia","Paeoniaceae"
