"Code.emplacement","No.Semis","Taxons","Nom.acquisition","genus","family"
"RocailleW02
","215410","Gentiana acaulis","Gentiana acaulis","Gentiana","Gentianaceae"
"RocailleW02
","215325","Arctostaphylos uva-ursi","Arctostaphylos uva-ursi","Arctostaphylos","Ericaceae"
"RocailleW02
","218110","Salix retusa","Salix retusa","Salix","Salicaceae"
"RocailleW02
","217001","Achillea atrata","Achillea atrata","Achillea","Asteraceae"
"RocailleW02
","217040","Globularia cordifolia","Globularia cordifolia","Globularia","Plantaginaceae"
"RocailleW02
","217040","Globularia cordifolia","Globularia cordifolia","Globularia","Plantaginaceae"
"RocailleW02
","216083","Veronica bellidioides","Veronica bellidoides","Veronica","Plantaginaceae"
"RocailleW02
","215322","Gentiana cruciata","Gentiana cruciata","Gentiana","Gentianaceae"
"RocailleW02
","216044","Achillea nana","Achillea nana","Achillea","Asteraceae"
"RocailleW02
","217105","Anthyllis vulneraria subsp. alpestris","Anthyllis vulneraria subsp. alpestris ","Anthyllis","Fabaceae"
"RocailleW02
","215323","Globularia nudicaulis","Globularia nudicaulis","Globularia","Plantaginaceae"
"RocailleW02
","215025","Globularia nudicaulis","Globularia nudicaulis","Globularia","Plantaginaceae"
"RocailleW02
","217158","Antennaria dioica","Antennaria dioica","Antennaria","Asteraceae"
"RocailleW02
","216052","Campanula rotundifolia","Campanula rotundifolia","Campanula","Campanulaceae"
"RocailleW02
","215336","Onobrychis montana","Onobrychis montana","Onobrychis","Fabaceae"
"RocailleW02
","217005","Globularia bisnagarica","Globularia bisnagarica","Globularia","Plantaginaceae"
"RocailleW03","218074","Daphne sericea","Daphne sericea","Daphne","Thymelaeaceae"
"RocailleW03","221094","Genista pilosa","Genista pilosa","Genista","Fabaceae"
"RocailleW03","216745","Silene acaulis","Silene acaulis","Silene","Caryophyllaceae"
"RocailleW03","216059","Dianthus carthusianorum","Dianthus carthusianorum","Dianthus","Caryophyllaceae"
"RocailleW03","221554","Helleborus foetidus","Helleborus foetidus","Helleborus","Ranunculaceae"
"RocailleW03","223445","Minuartia laricifolia","Minuartia laricifolia subsp. laricifolia ","Minuartia","Caryophyllaceae"
"RocailleW03","221737","Phyteuma betonicifolium","Phyteuma betonicifolium","Phyteuma","Campanulaceae"
"RocailleW03","221702","Stachys germanica","Stachys germanica","Stachys","Lamiaceae"
"RocailleW03","221687","Asperula tinctoria","Asperula tinctoria","Asperula","Rubiaceae"
"RocailleW03","221701","Rosa rubiginosa","Rosa rubiginosa","Rosa","Rosaceae"
"RocailleW03","221685","Sedum sexangulare","Sedum sexangulare","Sedum","Crassulaceae"
"RocailleW03","221700","Podophyllum hexandrum","Sinopodophyllum hexandrum","Podophyllum","Berberidaceae"
"RocailleW03","221673","Saxifraga cymbalaria","Saxifraga cymbalaria","Saxifraga","Saxifragaceae"
"RocailleW03","220330","Acinos alpinus","Acinos alpinus","Acinos","Lamiaceae"
"RocailleW03","221619","Sedum anacampseros","Sedum anacampseros","Sedum","Crassulaceae"
"RocailleW03","220355","Thalictrum minus","Thalictrum minus","Thalictrum","Ranunculaceae"
"RocailleW03","221564","Viola collina","Viola collina","Viola","Violaceae"
"RocailleW03","221018","Verbascum thapsus","Verbascum thapsus","Verbascum","Scrophulariaceae"
"RocailleW03","215400","Laserpitium latifolium","Laserpitium latifolium","Laserpitium","Apiaceae"
"RocailleW03","221093","Juniperus sabina","Juniperus sabina","Juniperus","Cupressaceae"
"RocailleW03","217216","Peucedanum oreoselinum","Peucedanum oreoselinum","Peucedanum","Apiaceae"
"RocailleW03","205827","Daphne alpina","Daphne alpina L.","Daphne","Thymelaeaceae"
"RocailleW03","219010","Erinus alpinus","Erinus alpinus","Erinus","Plantaginaceae"
"RocailleW03","219146","Sedum montanum","Sedum montanum","Sedum","Crassulaceae"
"RocailleW03","219148","Lotus alpinus","Lotus alpinus","Lotus","Fabaceae"
"RocailleW03","219113","Campanula scheuchzeri","Campanula scheuchzeri","Campanula","Campanulaceae"
"RocailleW03","219134","Galium megalospermum","Galium megalospermum","Galium","Rubiaceae"
"RocailleW03","219131","Galium anisophyllon","Galium anisophyllon","Galium","Rubiaceae"
"RocailleW04","218082","Anemone canadensis","Ranunculus canadensis","Anemone","Ranunculaceae"
"RocailleW04","220332","Hedysarum hedysaroides","Hedysarum hedysaroides","Hedysarum","Fabaceae"
"RocailleW04","218130","Hedysarum hedysaroides","Hedysarum hedisarioides","Hedysarum","Fabaceae"
"RocailleW04","221760","Phyteuma betonicifolium","Phyteuma betonicifolium","Phyteuma","Campanulaceae"
"RocailleW04","221764","Epilobium alpestre","Epilobium alpestre","Epilobium","Onagraceae"
"RocailleW04","217133","Gnaphalium sylvaticum","Gnaphalium sylvaticum","Gnaphalium","Asteraceae"
"RocailleW04","221003","Vaccinium myrtillus","Vaccinium myrtillus","Vaccinium","Ericaceae"
"RocailleW04","221550","Digitalis grandiflora","Digitalis grandiflora","Digitalis","Plantaginaceae"
"RocailleW04","220335","Laserpitium latifolium","Laserpitium latifolium","Laserpitium","Apiaceae"
"RocailleW04","220359","Eryngium alpinum","Eryngium alpinum","Eryngium","Apiaceae"
"RocailleW04","217262","Astragalus alpinus","Astragalus alpinus","Astragalus","Fabaceae"
"RocailleW04","218126","Astragalus penduliflorus","Astragalus penduliflorus","Astragalus","Fabaceae"
"RocailleW04","220340","Trifolium badium","Trifolium badium","Trifolium","Fabaceae"
"RocailleW04","221659","Aquilegia vulgaris","Aquilegia vulgaris","Aquilegia","Ranunculaceae"
"RocailleW04","221616","Artemisia borealis","Artemisia borealis","Artemisia","Asteraceae"
"RocailleW04","221617","Potentilla multifida","Potentilla multifida","Potentilla","Rosaceae"
"RocailleW04","221618","Silene vallesia","Silene vallesia","Silene","Caryophyllaceae"
"RocailleW04","221580","Eryngium alpinum","Eryngium alpinum","Eryngium","Apiaceae"
"RocailleW04","218017","Gentiana asclepiadea","Gentiana asclepiadea","Gentiana","Gentianaceae"
"RocailleW04","218129","Trifolium thalii","Trifolium thalii","Trifolium","Fabaceae"
"RocailleW04","221576","Veronica aphylla","Veronica aphylla","Veronica","Plantaginaceae"
"RocailleW04","221575","Thymus praecox subsp. polytrichus","Thymus praecox subsp. polytrichus ","Thymus","Lamiaceae"
"RocailleW04","221574","Plantago atrata","Plantago atrata subsp. atrata ","Plantago","Plantaginaceae"
"RocailleW05","221150","Cardamine heptaphylla","Cardamine heptaphylla","Cardamine","Brassicaceae"
"RocailleW05","221759","Thalictrum aquilegiifolium","Thalictrum aquilegiifolium","Thalictrum","Ranunculaceae"
"RocailleW05","221825","Trollius europaeus","Trollius europaeus","Trollius","Ranunculaceae"
"RocailleW05","221770","Cicerbita alpina","Cicerbita alpina","Cicerbita","Asteraceae"
"RocailleW05","221556","Digitalis lutea","Digitalis lutea","Digitalis","Plantaginaceae"
"RocailleW05","220367","Aconitum napellus subsp. vulgare","Aconitum napellus subsp. vulgare ","Aconitum","Ranunculaceae"
"RocailleW05","217164","Cirsium spinosissimum","Cirsium spinosissimum","Cirsium","Asteraceae"
"RocailleW05","221856","Leucojum vernum","Leucojum vernum","Leucojum","Amaryllidaceae"
"RocailleW05","221621","Carex flacca","Carex flacca","Carex","Cyperaceae"
"RocailleW05","221237","Sanicula europaea","Sanicula europaea","Sanicula","Apiaceae"
"RocailleW05","217021","Senecio alpinus","Senecio alpinus","Senecio","Asteraceae"
"RocailleW05","221570","Rubus saxatilis","Rubus saxatilis","Rubus","Rosaceae"
"RocailleW05","217195","Aconitum napellus","Aconitum napellus","Aconitum","Ranunculaceae"
"RocailleW05","221015","Cruciata laevipes","Cruciata laevipes","Cruciata","Rubiaceae"
"RocailleW05","220360","Cephalaria gigantea","Cephalaria gigantea","Cephalaria","Caprifoliaceae"
"RocailleW05","221019","Stachys officinalis","Stachys officinalis","Stachys","Lamiaceae"
"RocailleW05","221151","Cardamine pentaphyllos","Cardamine pentaphyllos","Cardamine","Brassicaceae"
"RocailleW05","221152","Lunaria rediviva","Lunaria rediviva","Lunaria","Brassicaceae"
"RocailleW05","221153","Adenostyles alliariae","Adenostyles alliariae","Adenostyles","Asteraceae"
"RocailleW05","221182","Carex brizoides","Carex brizoides","Carex","Cyperaceae"
"RocailleW05","221183","Carex remota","Carex remota","Carex","Cyperaceae"
"RocailleW05","221149","Aconitum napellus subsp. lusitanicum","Aconitum napellus subsp. lusitanicum ","Aconitum","Ranunculaceae"
"RocailleW05","221186","Geum rivale","Geum rivale","Geum","Rosaceae"
"RocailleW05","221187","Filipendula ulmaria","Filipendula ulmaria","Filipendula","Rosaceae"
"RocailleW05","216001","Delphinium elatum","Delphinium elatum","Delphinium","Ranunculaceae"
"RocailleW05","215172","Asplenium trichomanes","Asplenium trichomanes","Asplenium","Aspleniaceae"
"RocailleW05","223614","Cymbalaria muralis","Cymbalaria muralis","Cymbalaria","Plantaginaceae"
"RocailleW05","223615","Erinus alpinus","Erinus alpinus","Erinus","Plantaginaceae"
"RocailleW06","221656","Scilla lilio-hyacinthus","Tracteuma lilio-hyacinthus","Scilla","Asparagaceae"
"RocailleW06","221095","Cardamine heptaphylla","Cardamine heptaphylla","Cardamine","Brassicaceae"
"RocailleW06
","218056","Osmunda regalis","Osmunda regalis","Osmunda","Osmundaceae"
"RocailleW06
","221635","Helleborus viridis subsp. occidentalis","Helleborus viridis subsp. occidentalis ","Helleborus","Ranunculaceae"
"RocailleW06
","221630","Hyacinthoides italica","Hyacinthoides italica","Hyacinthoides","Asparagaceae"
"RocailleW06
","221569","Polystichum lonchitis","Polystichum lonchitis","Polystichum","Dryopteridaceae"
"RocailleW06
","221208","Brunnera macrophylla","Brunnera macrophylla","Brunnera","Boraginaceae"
"RocailleW06
","96513","Polystichum tsus-simensis","Polystichum tsus-simensis (Hook.) J. Sm.",NA,NA
"RocailleW06
","96514","Helleborus viridis","Helleborus viridis L. subsp. viridis ","Helleborus","Ranunculaceae"
"RocailleW06
","221090","Oxalis acetosella","Oxalis acetosella","Oxalis","Oxalidaceae"
"RocailleW06
","221045","Leucojum vernum","Leucojum vernum","Leucojum","Amaryllidaceae"
"RocailleW06
","221044","Trachystemon orientalis","Trachystemon orientalis","Trachystemon","Boraginaceae"
"RocailleW06
","218057","Gymnocarpium robertianum","Gymnocarpium robertianum","Gymnocarpium","Cystopteridaceae"
"RocailleW06
","218111","Matteuccia struthiopteris","Matteuccia struthiopteris","Matteuccia","Onocleaceae"
"RocailleW06
","96502","Onoclea sensibilis","Onoclea sensibilis L.","Onoclea","Onocleaceae"
"RocailleW06
","218112","Adiantum pedatum","Adiantum pedatum","Adiantum","Pteridaceae"
"RocailleW06
","216095","Anemone ranunculoides","Anemone ranunculoides","Anemone","Ranunculaceae"
"RocailleW07","216208","Cyclamen hederifolium","Cyclamen hederifolium","Cyclamen","Primulaceae"
"RocailleW07","216098","Leucojum aestivum","Leucojum aestivum","Leucojum","Amaryllidaceae"
"RocailleW07","221746","Arabis alpina subsp. alpina","Arabis alpina","Arabis","Brassicaceae"
"RocailleW07","217261","Trifolium alpinum","Trifolium alpinum","Trifolium","Fabaceae"
"RocailleW07","220368","Arabis bellidifolia subsp. stellulata","Arabis bellidifolia subsp. stellulata ","Arabis","Brassicaceae"
"RocailleW07","221854","Fourraea alpina","Fourraea alpina","Fourraea","Brassicaceae"
"RocailleW07","221705","Veronica fruticans","Veronica fruticans","Veronica","Plantaginaceae"
"RocailleW07","221677","Convallaria majalis","Convallaria majalis","Convallaria","Asparagaceae"
"RocailleW07","221676","Silene viscaria","Silene viscaria","Silene","Caryophyllaceae"
"RocailleW07","221675","Myrica gale","Myrica gale","Myrica","Myricaceae"
"RocailleW07","221661","Ranunculus platanifolius","Ranunculus platanifolius","Ranunculus","Ranunculaceae"
"RocailleW07","221658","Hyacinthoides hispanica","Hyacinthoides hispanica","Hyacinthoides","Asparagaceae"
"RocailleW07","221657","Saxifraga cuneifolia var. capillipes","Saxifraga cuneifolia var. capillipes ","Saxifraga","Saxifragaceae"
"RocailleW07","219096","Crepis conyzifolia","Crepis conyzifolia","Crepis","Asteraceae"
"RocailleW07","219150","Trifolium montanum","Trifolium montanum","Trifolium","Fabaceae"
"RocailleW07","218068","Anthericum liliago","Anthericum liliago","Anthericum","Asparagaceae"
"RocailleW07","217028","Campanula rhomboidalis","Campanula rhomboidalis","Campanula","Campanulaceae"
"RocailleW07","217110","Veronica teucrium","Veronica teucrium","Veronica","Plantaginaceae"
"RocailleW07","218004","Allium schoenoprasum","Allium schoenoprasum","Allium","Amaryllidaceae"
"RocailleW07","217184","Genista sagittalis","Genista sagittalis","Genista","Fabaceae"
"RocailleW07","218091","Allium carinatum subsp. pulchellum","Allium carinatum subsp. pulchellum ","Allium","Amaryllidaceae"
"RocailleW07","219025","Luzula alpinopilosa","Luzula alpinopilosa","Luzula","Juncaceae"
"RocailleW07","217116","Arabis hirsuta","Arabis hirsuta","Arabis","Brassicaceae"
"RocailleW07","215405","Astrantia major","Astrantia major","Astrantia","Apiaceae"
"RocailleW07","216074","Gentiana campestris","Gentiana campestris","Gentiana","Gentianaceae"
"RocailleW07","215416","Campanula thyrsoides","Campanula thyrsioides","Campanula","Campanulaceae"
"RocailleW07","215375","Galeopsis tetrahit","Galeopsis tetrahit","Galeopsis","Lamiaceae"
"RocailleW07","216103","Veronica arvensis","Veronica arvensis","Veronica","Plantaginaceae"
"RocailleW07","217117","Arabis turrita","Arabis turrita","Arabis","Brassicaceae"
"RocailleW07","215322","Gentiana cruciata","Gentiana cruciata","Gentiana","Gentianaceae"
"RocailleW07","217229","Geranium pratense","Geranium pratense","Geranium","Geraniaceae"
"RocailleW07","215405","Astrantia major","Astrantia major","Astrantia","Apiaceae"
"RocailleW07","218062","Chiastophyllum oppositifolium","Chiastophyllum oppositifolium","Chiastophyllum","Crassulaceae"
"RocailleW09","215112","Inula britannica","Inula britannica","Inula","Asteraceae"
"RocailleW09","219149","Gymnocarpium dryopteris","Gymnocarpium dryopteris","Gymnocarpium","Cystopteridaceae"
"RocailleW09","215174","Phyllitis scolopendrium","Phyllitis scolopendrium Newman","Phyllitis","Aspleniaceae"
"RocailleW09","221557","Cystopteris alpina","Cystopteris alpina","Cystopteris","Aspleniaceae"
"RocailleW09","219013","Polypodium vulgare","Polypodium vulgare","Polypodium","Polypodiaceae"
"RocailleW09","215342","Centaurea jacea","Centaurea jacea","Centaurea","Asteraceae"
"RocailleW09","216018","Epilobium angustifolium","Epilobium angustifolium","Epilobium","Onagraceae"
"RocailleW10","205186","Viola delphinantha","Viola delphinantha","Viola","Violaceae"
"RocailleW10","206848","Allium narcissiflorum","Allium narcissifolium","Allium","Amaryllidaceae"
"RocailleW10","205602","Clematis integrifolia","Clematis integrifolia L.","Clematis","Ranunculaceae"
"RocailleZ01","216099","Ornithogalum umbellatum","Ornithogalum umbellatum","Ornithogalum","Asparagaceae"
"RocD01","216097","Carex pendula","Carex pendula","Carex","Cyperaceae"
"SerreCactus","222332","Carnegiea gigantea","Carnegia gigantea","Carnegiea","Cactaceae"
"SerreCactus","222333","Espostoa blossfeldiorum","Trixanthocereus blossfeldiana","Espostoa","Cactaceae"
"SerreCarnivores","206330","Ficus religiosa","Ficus religiosa L.","Ficus","Moraceae"
"SerreCarnivores","221053","Ficus benghalensis","ficus benghalensis","Ficus","Moraceae"
"SerreCarnivores","220052","Camellia oleifera","Camellia oleifera","Camellia","Theaceae"
"SerreCarnivores","221054","Cestrum nocturnum","cestrum nocturnum","Cestrum","Solanaceae"
"SerreCarnivores","221054","Cestrum nocturnum","cestrum nocturnum","Cestrum","Solanaceae"
"SerreCarnivores","217244","Illicum verum","Ilicium verum",NA,NA
"SerreCarnivoresAutres","224118","","Drosera paleaceavar.true type",NA,NA
"SerreCarnivoresAutres","224119","","Sarracenia flavaf.géante",NA,NA
"SerreCarnivoresAutres","224120","","Sarracenia flavavar.rugelii",NA,NA
"SerreCarnivoresAutres","224121","","Sarracenia hybrideCV.Okee Giant",NA,NA
"SerreCarnivoresAutres","224122","","Sarracenia Sspala bamensis",NA,NA
"SerreCarnivoresAutres","224123","","Drosera Sp Chimanimani",NA,NA
"SerreCarnivoresAutres","224124","","Pinguicula AphroditeHorticole",NA,NA
"SerreCarnivoresAutres","224125","","Pinguicula colimensis",NA,NA
"SerreCarnivoresAutres","224126","","Pinguicula moctezumae x gracilis",NA,NA
"SerreCarnivoresAutres","224127","","Sarracenia oreophilla",NA,NA
"SerreCarnivoresAutres","224128","","Nepenthes albomarginate",NA,NA
"SerreCarnivoresAutres","224129","","Nepenthes truncata",NA,NA
"SerreCarnivoresAutres","224130","","Urticularia sandersoni",NA,NA
"SerreCarnivoresAutres","224131","","Drosera cuneifolia",NA,NA
"SerreCarnivoresAutres","224132","","Sarracenia flava rubicorporaf.red white",NA,NA
"SerreCarnivoresAutres","224133","","Urticularia longifolia",NA,NA
"SerreCarnivoresAutres","224134","","Drosera  aliceae",NA,NA
"SerreCarnivoresAutres","224135","","Drosera natalensis",NA,NA
"SerreCarnivoresAutres","224136","","Drosera ultramafica",NA,NA
"SerreCarnivoresAutres","224137","","Drosera capensisMatroosberg",NA,NA
"SerreCarnivoresAutres","224138","Dionaea muscipula ‘Titan’","Dionaea muscipulaTitan",NA,NA
"SerreCarnivoresAutres","224139","Dionaea muscipula ‘Microdent’","Dionaea muscipulamicrodent",NA,NA
"SerreCarnivoresAutres","224140","","Drosera omissa",NA,NA
"SerreCarnivoresAutres","224141","","Drosera binataf.multifida",NA,NA
"SerreCarnivoresAutres","224142","","Drosera (Marton Dragon)",NA,NA
"SerreCarnivoresAutres","224143","","Drosera binataf.dichotoma",NA,NA
"SerreCarnivoresAutres","224144","","Drosera  binata2f.multifida extrema",NA,NA
"SerreCarnivoresAutres","224145","","Sarracenia flavaC.V maxima",NA,NA
"SerreCarnivoresAutres","224146","","Sarracenia rubraSsp.guffensis fancestral",NA,NA
"SerreCarnivoresAutres","224147","","Sarracenia alataf.red-throat",NA,NA
"SerreCarnivoresAutres","224148","","Sarracenia flavavar.cuprea",NA,NA
"SerreCarnivoresAutres","224149","","Sarracenia alatavar.alata maroon throat",NA,NA
"SerreCarnivoresAutres","224150","","Sarracenia alatavar.atrorubra All red",NA,NA
"SerreCarnivoresAutres","224151","","Drosera colina",NA,NA
