Is Dead;Accession Number;Catalogue Number;Accepted Name;TaxonomicName;Genus;Family;Provenance Code;Legacy Provenance Code;Country ISO;Last Seen On
ALIVE;2017-1547;K:LCD-2017-1547*1;Chambeyronia macrocarpa;Chambeyronia macrocarpa;Chambeyronia;Arecaceae;;;New Caledonia;08-07-2024
ALIVE;2008-1397;K:LCD-2008-1397*1;Agapanthus coddii;Agapanthus coddii;Agapanthus;Amaryllidaceae;;;;22-08-2023
ALIVE;2015-1359;K:LCD-2015-1359*1;Puya raimondii;Puya raimondii;Puya;Bromeliaceae;;;Peru;15-08-2024
ALIVE;1973-21634;K:LCD-1973-21634*2;Roldana petasitis;Roldana petasitis;Roldana;Asteraceae;;;;09-01-2025
ALIVE;1981-2280;K:LCD-1981-2280*6;Pittosporum michiei;Pittosporum michiei;Pittosporum;Pittosporaceae;;N - Natural Source and Progeny;New Zealand;11-09-2024
ALIVE;2015-1852;K:LCD-2015-1852*1;Tecomanthe speciosa;Tecomanthe speciosa;Tecomanthe;Bignoniaceae;;;;27-03-2024
ALIVE;2010-2373;K:LCD-2010-2373*6;Rhopalostylis sapida;Rhopalostylis sapida;Rhopalostylis;Arecaceae;;;New Zealand;27-03-2024
ALIVE;1973-21035;K:LCD-1973-21035*1;Cestrum roseum;Cestrum roseum;Cestrum;Solanaceae;;;;01-02-2024
ALIVE;1985-4503;K:LCD-1985-4503*1;Persicaria filiformis;Persicaria filiformis;Persicaria;Polygonaceae;;N - Natural Source and Progeny;China;24-05-2024
ALIVE;1977-69;K:LCD-1977-69*4;Cinchona pubescens;Cinchona pubescens;Cinchona;Rubiaceae;;;Tanzania;19-02-2024
ALIVE;1963-34101;K:LCD-1963-34101*1;Phytolacca dioica;Phytolacca dioica;Phytolacca;Phytolaccaceae;;;;19-02-2024
ALIVE;2001-83;K:LCD-2001-83*6;Canna indica;Canna indica;Canna;Cannaceae;;N - Natural Source and Progeny;Japan;13-02-2024
ALIVE;2008-1681;K:LCD-2008-1681*2;Ruizia boutoniana;Trochetia boutoniana;Trochetia;Malvaceae;;N - Natural Source and Progeny;Mauritius;02-09-2024
ALIVE;2018-2252;K:LCD-2018-2252*2;;Clivia miniata 'Akebono';Clivia;Amaryllidaceae;;;;10-09-2024
ALIVE;1969-12391;K:LCD-1969-12391*1;Camellia reticulata;Camellia reticulata;Camellia;Theaceae;;;;24-05-2024
ALIVE;1997-6556;K:LCD-1997-6556*1;Solanum aviculare;Solanum aviculare;Solanum;Solanaceae;;N - Natural Source and Progeny;New Zealand;18-07-2024
ALIVE;1994-952;K:LCD-1994-952*1;Kennedia nigricans;Kennedia nigricans;Kennedia;Fabaceae;;N - Natural Source and Progeny;Australia;28-12-2024
ALIVE;2001-3578;K:LCD-2001-3578*4;Sphaeropteris medullaris;Cyathea medullaris;Cyathea;Cyatheaceae;;;;18-07-2024
ALIVE;1961-58501;K:LCD-1961-58501*3;Abutilon grandifolium;Abutilon grandifolium;Abutilon;Malvaceae;;;;09-01-2025
ALIVE;1899-23401;K:LCD-1899-23401*1;Mezoneuron cucullatum;Caesalpinia cucullata;Caesalpinia;Fabaceae;;;;20-05-2024
ALIVE;1969-16927;K:LCD-1969-16927*1;Freycinetia banksii;Freycinetia banksii;Freycinetia;Pandanaceae;;;;27-03-2024
ALIVE;2005-1161;K:LCD-2005-1161*1;Howea forsteriana;Howea forsteriana;Howea;Arecaceae;;;;15-02-2024
ALIVE;2014-2043;K:LCD-2014-2043*1;;Brugmansia 'Salmon Perfektion';Brugmansia;Solanaceae;;;;28-11-2024
ALIVE;2015-1867;K:LCD-2015-1867*1;Pennantia baylisiana;Pennantia baylisiana;Pennantia;Pennantiaceae;;;;27-03-2024
ALIVE;1969-3776;K:LCD-1969-3776*11;Fuchsia thymifolia subsp. minimiflora;Fuchsia thymifolia subsp. minimiflora;Fuchsia;Onagraceae;;;;19-07-2024
ALIVE;2014-815;K:LCD-2014-815*2;Hermannia flammea;Hermannia flammea;Hermannia;Malvaceae;;;;05-07-2022
ALIVE;1955-54401;K:LCD-1955-54401*1;Bouvardia ternifolia;Bouvardia ternifolia;Bouvardia;Rubiaceae;;;;29-07-2022
ALIVE;1965-63001;K:LCD-1965-63001*2;;Pseudopanax lessonii 'Adiantifolius';Pseudopanax;Araliaceae;;;;27-03-2024
ALIVE;1973-12931;K:LCD-1973-12931*1;Syzygium jambos;Syzygium jambos;Syzygium;Myrtaceae;;;;21-05-2024
ALIVE;2016-1899;K:LCD-2016-1899*2;;Calceolaria integrifolia 'Kentish Hero';Calceolaria;Calceolariaceae;;;;15-10-2024
ALIVE;2010-804;K:LCD-2010-804*2;Aloe marlothii;Aloe marlothii;Aloe;Asphodelaceae;;;;07-02-2024
ALIVE;2014-1342;K:LCD-2014-1342*1;Pinus canariensis;Pinus canariensis;Pinus;Pinaceae;;N - Natural Source and Progeny;Spain;22-02-2024
ALIVE;2000-3333;K:LCD-2000-3333*3;Hedychium flavescens;Hedychium flavescens;Hedychium;Zingiberaceae;;N - Natural Source and Progeny;China;20-01-2025
ALIVE;2015-388;K:LCD-2015-388*8;Deppea splendens;Deppea splendens;Deppea;Rubiaceae;;;;19-02-2024
ALIVE;2005-1197;K:LCD-2005-1197*5;Cyrtanthus sanguineus subsp. sanguineus;Cyrtanthus sanguineus subsp. sanguineus;Cyrtanthus;Amaryllidaceae;;;;14-10-2024
ALIVE;1990-1250;K:LCD-1990-1250*1;Carissa macrocarpa;Carissa macrocarpa;Carissa;Apocynaceae;;;South Africa;08-08-2024
ALIVE;2018-309;K:LCD-2018-309*2;;Osteospermum 'Double Lemon Ice';Osteospermum;Asteraceae;;;;23-06-2022
ALIVE;1973-12065;K:LCD-1973-12065*2;Cussonia spicata;Cussonia spicata;Cussonia;Araliaceae;;;;21-06-2022
ALIVE;1985-706;K:LCD-1985-706*2;Arthropodium cirratum;Arthropodium cirratum;Arthropodium;Asparagaceae;;N - Natural Source and Progeny;New Zealand;27-03-2024
ALIVE;1978-3865;K:LCD-1978-3865*1;Knowltonia vesicatoria;Knowltonia vesicatoria;Knowltonia;Ranunculaceae;;;;09-01-2025
ALIVE;1977-3212;K:LCD-1977-3212*3;Gymnosporia royleana;Maytenus royleana;Maytenus;Celastraceae;;N - Natural Source and Progeny;Yemen;24-05-2024
ALIVE;1967-44903;K:LCD-1967-44903*3;Rhododendron macgregoriae;Rhododendron macgregoriae;Rhododendron;Ericaceae;;;Papua New Guinea;01-10-2024
ALIVE;1979-6229;K:LCD-1979-6229*2;Maytenus ilicifolia;Maytenus ilicifolia;Maytenus;Celastraceae;;N - Natural Source and Progeny;Argentina;14-02-2024
ALIVE;1997-6552;K:LCD-1997-6552*3;Sophora fulvida;Sophora fulvida;Sophora;Fabaceae;;N - Natural Source and Progeny;New Zealand;08-11-2023
ALIVE;1977-1111;K:LCD-1977-1111*1;Clivia caulescens;Clivia caulescens;Clivia;Amaryllidaceae;;;South Africa;28-11-2024
ALIVE;1985-2090;K:LCD-1985-2090*2;;Himalayacalamus falconeri 'Damarapa';Himalayacalamus;Poaceae;;;;21-05-2024
ALIVE;2019-1509;K:LCD-2019-1509*1;Encephalartos laevifolius;Encephalartos laevifolius;Encephalartos;Zamiaceae;;N - Natural Source and Progeny;;24-02-2025
ALIVE;1958-35902;K:LCD-1958-35902*1;Oreocnide pedunculata;Oreocnide pedunculata;Oreocnide;Urticaceae;;;;20-05-2024
ALIVE;1970-3547;K:LCD-1970-3547*1;Chlorophytum gallabatense;Chlorophytum gallabatense;Chlorophytum;Asparagaceae;;N - Natural Source and Progeny;Malawi;08-08-2024
ALIVE;1969-17410;K:LCD-1969-17410*8;Rhododendron scopulorum;Rhododendron scopulorum;Rhododendron;Ericaceae;;;;17-10-2023
ALIVE;1975-1300;K:LCD-1975-1300*1;Pittosporum hosmeri;Pittosporum hosmeri f. saint-johnii;Pittosporum;Pittosporaceae;;;;28-07-2022
ALIVE;1969-17787;K:LCD-1969-17787*1;Dioon pectinatum;Dioon mejiae;Dioon;Zamiaceae;;;;01-02-2024
ALIVE;1979-65;K:LCD-1979-65*3;Rhododendron taronense;Rhododendron taronense;Rhododendron;Ericaceae;;;;24-05-2024
ALIVE;1967-50301;K:LCD-1967-50301*5;;Rhododendron hybrid;Rhododendron;Ericaceae;;;;21-05-2024
ALIVE;1993-3185;K:LCD-1993-3185*1;Dicksonia antarctica;Dicksonia antarctica;Dicksonia;Cyatheaceae;;N - Natural Source and Progeny;Australia;28-12-2024
ALIVE;1973-2944;K:LCD-1973-2944*2;Haemanthus albiflos;Haemanthus albiflos;Haemanthus;Amaryllidaceae;;N - Natural Source and Progeny;South Africa;28-11-2024
ALIVE;1992-1872;K:LCD-1992-1872*2;Salvia madrensis;Salvia madrensis;Salvia;Lamiaceae;;N - Natural Source and Progeny;Mexico;09-01-2025
ALIVE;1970-4301;K:LCD-1970-4301*1;Coleus barbatus var. grandis;Plectranthus barbatus var. grandis;Plectranthus;Lamiaceae;;;Kenya;09-01-2025
ALIVE;1998-3007;K:LCD-1998-3007*1;Clivia nobilis;Clivia nobilis;Clivia;Amaryllidaceae;;;South Africa;29-05-2024
ALIVE;2008-2005;K:LCD-2008-2005*3;Puya chilensis;Puya chilensis;Puya;Bromeliaceae;;;Chile;31-01-2024
ALIVE;2012-557;K:LCD-2012-557*2;Calceolaria integrifolia;Calceolaria integrifolia;Calceolaria;Calceolariaceae;;;Chile;08-02-2024
ALIVE;1973-12557;K:LCD-1973-12557*10;Fuchsia denticulata;Fuchsia denticulata;Fuchsia;Onagraceae;;;;10-10-2024
ALIVE;1997-5772;K:LCD-1997-5772*2;Musella lasiocarpa;Musella lasiocarpa;Musella;Musaceae;;N - Natural Source and Progeny;China;21-05-2024
ALIVE;1973-974;K:LCD-1973-974*1;Ismene longipetala;Elisena longipetala;Elisena;Amaryllidaceae;;;;19-11-2019
ALIVE;1999-4341;K:LCD-1999-4341*2;Phoenix roebelenii;Phoenix roebelenii;Phoenix;Arecaceae;;;;22-05-2024
ALIVE;2015-642;K:LCD-2015-642*1;Coniogramme serrulata;Coniogramme intermedia var. glabra;Coniogramme;Pteridaceae;;N - Natural Source and Progeny;Vietnam;20-11-2023
ALIVE;1997-5257;K:LCD-1997-5257*2;Coprosma perpusilla subsp. subantarctica;Coprosma repens;Coprosma;Rubiaceae;;N - Natural Source and Progeny;New Zealand;08-11-2023
ALIVE;1998-856;K:LCD-1998-856*3;;Fuchsia triphylla 'Thalia';Fuchsia;Onagraceae;;;;01-08-2024
ALIVE;1984-2359;K:LCD-1984-2359*5;Camellia sinensis;Camellia sinensis;Camellia;Theaceae;;;;20-05-2024
ALIVE;1973-12557;K:LCD-1973-12557*8;Fuchsia denticulata;Fuchsia denticulata;Fuchsia;Onagraceae;;;;19-07-2024
ALIVE;2005-1160;K:LCD-2005-1160*3;Howea belmoreana;Howea belmoreana;Howea;Arecaceae;;;;28-12-2024
ALIVE;1968-6706;K:LCD-1968-6706*2;Melia azedarach;Melia azedarach;Melia;Meliaceae;;;;24-05-2024
ALIVE;1966-69302;K:LCD-1966-69302*2;Diospyros scabrida;Diospyros scabrida;Diospyros;Ebenaceae;;;;14-02-2024
ALIVE;1995-3906;K:LCD-1995-3906*1;Sabal bermudana;Sabal bermudana;Sabal;Arecaceae;;;;28-07-2022
ALIVE;1957-19001;K:LCD-1957-19001*3;Pittosporum heterophyllum;Pittosporum heterophyllum;Pittosporum;Pittosporaceae;;;;20-05-2024
ALIVE;2016-992;K:LCD-2016-992*1;Melicytus crassifolius;Hymenanthera crassifolia;Hymenanthera;Violaceae;;;;28-05-2024
ALIVE;2010-2373;K:LCD-2010-2373*1;Rhopalostylis sapida;Rhopalostylis sapida;Rhopalostylis;Arecaceae;;;New Zealand;27-03-2024
ALIVE;1969-17521;K:LCD-1969-17521*1;Francoa appendiculata var. sonchifolia;Francoa appendiculata var. sonchifolia;Francoa;Francoaceae;;;;01-08-2024
ALIVE;1959-43003;K:LCD-1959-43003*1;Stenocarpus salignus;Stenocarpus salignus;Stenocarpus;Proteaceae;;;;28-12-2024
ALIVE;1979-2099;K:LCD-1979-2099*1;Euonymus glaber;Euonymus glaber;Euonymus;Celastraceae;;N - Natural Source and Progeny;Thailand;20-05-2024
ALIVE;1998-3492;K:LCD-1998-3492*5;Pelargonium glutinosum;Pelargonium glutinosum;Pelargonium;Geraniaceae;;;;22-08-2023
ALIVE;1965-63001;K:LCD-1965-63001*3;;Pseudopanax lessonii 'Adiantifolius';Pseudopanax;Araliaceae;;;;27-03-2024
ALIVE;1959-14902;K:LCD-1959-14902*5;Fuchsia fulgens;Fuchsia fulgens;Fuchsia;Onagraceae;;N - Natural Source and Progeny;Mexico;09-01-2025
ALIVE;2015-1615;K:LCD-2015-1615*3;Brassaiopsis dumicola;Brassaiopsis dumicola;Brassaiopsis;Araliaceae;;N - Natural Source and Progeny;Vietnam;05-11-2024
ALIVE;2015-1625;K:LCD-2015-1625*1;Alpinia;Alpinia;Alpinia;Zingiberaceae;;N - Natural Source and Progeny;Vietnam;21-05-2024
ALIVE;1973-12557;K:LCD-1973-12557*5;Fuchsia denticulata;Fuchsia denticulata;Fuchsia;Onagraceae;;;;19-07-2024
ALIVE;2007-1078;K:LCD-2007-1078*1;Plectranthus fruticosus;Plectranthus fruticosus;Plectranthus;Lamiaceae;;;;28-11-2024
ALIVE;2003-2466;K:LCD-2003-2466*4;Streptosolen jamesonii;Streptosolen jamesonii;Streptosolen;Solanaceae;;;;08-02-2024
ALIVE;2016-976;K:LCD-2016-976*3;Agathosma ovata;Agathosma ovata;Agathosma;Rutaceae;;;;21-06-2022
ALIVE;2005-1160;K:LCD-2005-1160*4;Howea belmoreana;Howea belmoreana;Howea;Arecaceae;;;;28-12-2024
ALIVE;2012-557;K:LCD-2012-557*4;Calceolaria integrifolia;Calceolaria integrifolia;Calceolaria;Calceolariaceae;;;Chile;15-10-2024
ALIVE;1996-4366;K:LCD-1996-4366*2;Diplazium filamentosum;Diplazium nigropaleaceum;Diplazium;Aspleniaceae;;N - Natural Source and Progeny;Saint Helena, Ascension, and Tristan da Cunha;21-02-2023
ALIVE;1977-3127;K:LCD-1977-3127*1;Rosa abyssinica;Rosa abyssinica;Rosa;Rosaceae;;N - Natural Source and Progeny;Yemen;14-02-2024
ALIVE;1987-3615;K:LCD-1987-3615*6;Melaleuca citrina;Melaleuca citrina;Melaleuca;Myrtaceae;;N - Natural Source and Progeny;Australia;28-12-2024
ALIVE;2009-3302;K:LCD-2009-3302*1;Kniphofia triangularis;Kniphofia triangularis;Kniphofia;Asphodelaceae;;;South Africa;14-10-2024
ALIVE;2015-1958;K:LCD-2015-1958*1;Rhododendron maddenii;Rhododendron maddenii;Rhododendron;Ericaceae;;;;20-05-2024
ALIVE;1955-32901;K:LCD-1955-32901*2;Camellia tsaii;Camellia tsaii;Camellia;Theaceae;;;;24-05-2024
ALIVE;1968-23702;K:LCD-1968-23702*3;;Rhododendron hybrid;Rhododendron;Ericaceae;;;;02-01-2025
ALIVE;2003-4114;K:LCD-2003-4114*1;Fuchsia × colensoi;Fuchsia × colensoi;Fuchsia;Onagraceae;;N - Natural Source and Progeny;New Zealand;27-03-2024
ALIVE;1991-52;K:LCD-1991-52*5;Acacia decora;Acacia decora;Acacia;Fabaceae;;N - Natural Source and Progeny;Australia;17-10-2023
ALIVE;1965-19801;K:LCD-1965-19801*2;Dermatobotrys saundersii;Dermatobotrys saundersii;Dermatobotrys;Scrophulariaceae;;;;09-01-2025
ALIVE;2001-1430;K:LCD-2001-1430*1;Erica canaliculata;Erica canaliculata;Erica;Ericaceae;;;;02-04-2024
ALIVE;2016-1838;K:LCD-2016-1838*2;Juniperus bermudiana;Juniperus bermudiana;Juniperus;Cupressaceae;;N - Natural Source and Progeny;Bermuda;31-07-2024
ALIVE;1965-44901;K:LCD-1965-44901*1;Pachygone laurifolia;Cocculus laurifolius;Cocculus;Menispermaceae;;;;20-05-2024
ALIVE;2016-993;K:LCD-2016-993*1;Jovellana violacea;Jovellana violacea;Jovellana;Calceolariaceae;;;;06-02-2024
ALIVE;2004-3174;K:LCD-2004-3174*4;Acacia deanei subsp. deanei;Acacia deanei subsp. deanei;Acacia;Fabaceae;;N - Natural Source and Progeny;Australia;17-10-2023
ALIVE;1987-1507;K:LCD-1987-1507*1;Geranium potentilloides;Geranium potentilloides;Geranium;Geraniaceae;;N - Natural Source and Progeny;Australia;28-12-2024
ALIVE;1969-19563;K:LCD-1969-19563*2;Colquhounia vestita;Colquhounia vestita;Colquhounia;Lamiaceae;;;;02-01-2025
ALIVE;1996-4618;K:LCD-1996-4618*6;Rhododendron scopulorum;Rhododendron scopulorum;Rhododendron;Ericaceae;;N - Natural Source and Progeny;Bhutan;17-10-2023
ALIVE;1947-29903;K:LCD-1947-29903*1;Encephalartos lehmannii;Encephalartos lehmannii;Encephalartos;Zamiaceae;;N - Natural Source and Progeny;;21-08-2023
ALIVE;1984-2108;K:LCD-1984-2108*5;Lantana camara;Lantana camara;Lantana;Verbenaceae;;N - Natural Source and Progeny;Honduras;19-07-2024
ALIVE;2000-3334;K:LCD-2000-3334*1;Hedychium gardnerianum;Hedychium gardnerianum;Hedychium;Zingiberaceae;;N - Natural Source and Progeny;Nepal;24-05-2024
ALIVE;1979-789;K:LCD-1979-789*1;Ficus tikoua;Ficus tikoua;Ficus;Moraceae;;;;20-01-2025
ALIVE;1973-12446;K:LCD-1973-12446*2;Phymosia umbellata;Phymosia umbellata;Phymosia;Malvaceae;;;;14-02-2024
ALIVE;1973-12187;K:LCD-1973-12187*3;Dicksonia antarctica;Dicksonia antarctica;Dicksonia;Cyatheaceae;;;;28-12-2024
ALIVE;1982-2749;K:LCD-1982-2749*1;Callicarpa tomentosa;Callicarpa tomentosa;Callicarpa;Lamiaceae;;;Thailand;02-01-2025
ALIVE;1973-12419;K:LCD-1973-12419*1;Chlorophytum capense;Chlorophytum capense;Chlorophytum;Asparagaceae;;;;28-11-2024
ALIVE;1969-16545;K:LCD-1969-16545*4;Chloranthus spicatus;Chloranthus spicatus;Chloranthus;Chloranthaceae;;;;21-05-2024
ALIVE;1951-43701;K:LCD-1951-43701*4;;Fuchsia magellanica × lycioides;Fuchsia;Onagraceae;;;;19-07-2024
ALIVE;1985-3274;K:LCD-1985-3274*2;Distephanus populifolius;Distephanus populifolius;Distephanus;Asteraceae;;N - Natural Source and Progeny;Mauritius;28-07-2022
ALIVE;1980-4430;K:LCD-1980-4430*3;Dendrobium × speciokingianum nothovar. delicatum;Dendrobium × delicatum;Dendrobium;Orchidaceae;;N - Natural Source and Progeny;Australia;28-12-2024
ALIVE;2003-1452;K:LCD-2003-1452*1;Lepidozamia peroffskyana;Lepidozamia peroffskyana;Lepidozamia;Zamiaceae;;;Australia;13-02-2024
ALIVE;1986-3625;K:LCD-1986-3625*1;Pittosporum cornifolium;Pittosporum cornifolium;Pittosporum;Pittosporaceae;;N - Natural Source and Progeny;New Zealand;27-03-2024
ALIVE;2015-831;K:LCD-2015-831*1;Capparis spinosa;Capparis spinosa;Capparis;Capparaceae;;;;08-08-2024
ALIVE;1982-5355;K:LCD-1982-5355*1;Dombeya rotundifolia;Dombeya rotundifolia;Dombeya;Malvaceae;;N - Natural Source and Progeny;South Africa;21-06-2022
ALIVE;2015-649;K:LCD-2015-649*3;Phyllanthus androgynus;Breynia androgyna;Breynia;Phyllanthaceae;;N - Natural Source and Progeny;Vietnam;02-01-2025
ALIVE;1977-2402;K:LCD-1977-2402*1;Callicarpa americana;Callicarpa americana;Callicarpa;Lamiaceae;;;;28-11-2024
ALIVE;1973-12296;K:LCD-1973-12296*1;Melicytus obovatus;Hymenanthera obovata;Hymenanthera;Violaceae;;;;08-11-2023
ALIVE;2006-1924;K:LCD-2006-1924*2;Jubaea chilensis;Jubaea chilensis;Jubaea;Arecaceae;;;;06-10-2024
ALIVE;2014-2024;K:LCD-2014-2024*2;;Brugmansia 'Angels Glorie';Brugmansia;Solanaceae;;;;15-02-2024
ALIVE;2016-959;K:LCD-2016-959*1;Freesia leichtlinii subsp. alba;Freesia leichtlinii subsp. alba;Freesia;Iridaceae;;;;21-06-2022
ALIVE;1985-3275;K:LCD-1985-3275*1;Distephanus populifolius;Distephanus populifolius;Distephanus;Asteraceae;;N - Natural Source and Progeny;Mauritius;28-07-2022
ALIVE;2003-2908;K:LCD-2003-2908*4;Pollia crispata;Pollia crispata;Pollia;Commelinaceae;;N - Natural Source and Progeny;Australia;28-12-2024
ALIVE;1995-734;K:LCD-1995-734*1;Ilex maximowicziana;Ilex triflora var. kanehirae;Ilex;Aquifoliaceae;;N - Natural Source and Progeny;Taiwan;17-10-2023
ALIVE;2016-1525;K:LCD-2016-1525*1;Rhopalocarpus lucidus;Rhopalocarpus lucidus;Rhopalocarpus;Sphaerosepalaceae;;N - Natural Source and Progeny;Madagascar;15-08-2023
ALIVE;1973-12243;K:LCD-1973-12243*1;Sinobambusa tootsik;Sinobambusa tootsik;Sinobambusa;Poaceae;;;;20-01-2025
ALIVE;2016-1900;K:LCD-2016-1900*2;Calceolaria biflora;Calceolaria biflora;Calceolaria;Calceolariaceae;;;;08-02-2024
ALIVE;1973-12903;K:LCD-1973-12903*8;Cuphea ignea;Cuphea ignea;Cuphea;Lythraceae;;;;09-01-2025
ALIVE;1951-43701;K:LCD-1951-43701*5;;Fuchsia magellanica × lycioides;Fuchsia;Onagraceae;;;;21-10-2024
ALIVE;1982-5291;K:LCD-1982-5291*2;Dendrobium kingianum;Dendrobium kingianum;Dendrobium;Orchidaceae;;;;28-12-2024
ALIVE;1973-12187;K:LCD-1973-12187*5;Dicksonia antarctica;Dicksonia antarctica;Dicksonia;Cyatheaceae;;;;28-12-2024
ALIVE;1981-2773;K:LCD-1981-2773*7;Agapetes moorei;Agapetes moorei;Agapetes;Ericaceae;;;;21-05-2024
ALIVE;2017-609;K:LCD-2017-609*1;Eucalyptus morrisbyi;Eucalyptus morrisbyi;Eucalyptus;Myrtaceae;;N - Natural Source and Progeny;Australia;28-12-2024
ALIVE;2018-921;K:LCD-2018-921*2;Schefflera;Schefflera;Schefflera;Araliaceae;;N - Natural Source and Progeny;Vietnam;24-05-2024
ALIVE;2001-666;K:LCD-2001-666*2;Protea obtusifolia;Protea obtusifolia;Protea;Proteaceae;;;;21-08-2023
ALIVE;1977-69;K:LCD-1977-69*2;Cinchona pubescens;Cinchona pubescens;Cinchona;Rubiaceae;;;Tanzania;28-11-2024
ALIVE;1973-21110;K:LCD-1973-21110*2;;Aspidistra elatior 'Variegata';Aspidistra;Asparagaceae;;;;20-01-2025
ALIVE;1981-1369;K:LCD-1981-1369*1;Bosea cypria;Bosea cypria;Bosea;Amaranthaceae;;N - Natural Source and Progeny;Cyprus;04-07-2022
ALIVE;1994-909;K:LCD-1994-909*1;;Loropetalum chinense f. rubrum 'Blush';Loropetalum;Hamamelidaceae;;;;01-10-2024
ALIVE;1954-59101;K:LCD-1954-59101*2;Strelitzia reginae;Strelitzia reginae;Strelitzia;Strelitziaceae;;;;29-05-2024
ALIVE;2018-1934;K:LCD-2018-1934*1;Cupressus cashmeriana;Cupressus cashmeriana;Cupressus;Cupressaceae;;N - Natural Source and Progeny;Bhutan;21-05-2024
ALIVE;1978-1786;K:LCD-1978-1786*1;Bouvardia laevis;Bouvardia laevis;Bouvardia;Rubiaceae;;N - Natural Source and Progeny;Mexico;29-07-2022
ALIVE;1980-276;K:LCD-1980-276*4;Hydrangea × versicolor;Dichroa × versicolor;Dichroa;Hydrangeaceae;;;;19-02-2024
ALIVE;1989-2655;K:LCD-1989-2655*1;Metrosideros carminea;Metrosideros carminea;Metrosideros;Myrtaceae;;N - Natural Source and Progeny;New Zealand;27-03-2024
ALIVE;1974-2733;K:LCD-1974-2733*1;Dacrycarpus imbricatus var. robustus;Dacrycarpus imbricatus var. robustus;Dacrycarpus;Podocarpaceae;;;Papua New Guinea;27-03-2024
ALIVE;1997-6314;K:LCD-1997-6314*2;Inga insignis;Inga insignis;Inga;Fabaceae;;N - Natural Source and Progeny;Ecuador;29-01-2024
ALIVE;1986-3622;K:LCD-1986-3622*1;Paratrophis banksii;Streblus heterophyllus var. ellipticus;Streblus;Moraceae;;;;02-01-2025
ALIVE;1996-2623;K:LCD-1996-2623*1;Didymocheton spectabilis;Dysoxylum spectabile;Dysoxylum;Meliaceae;;N - Natural Source and Progeny;New Zealand;27-03-2024
ALIVE;1988-8807;K:LCD-1988-8807*3;;Correa 'Dusky Bells';Correa;Rutaceae;;;;02-01-2025
ALIVE;2000-1493;K:LCD-2000-1493*3;Correa alba;Correa alba;Correa;Rutaceae;;;;28-12-2024
ALIVE;1973-1850;K:LCD-1973-1850*4;Brunfelsia australis;Brunfelsia australis;Brunfelsia;Solanaceae;;N - Natural Source and Progeny;Argentina;19-02-2024
ALIVE;1969-17760;K:LCD-1969-17760*1;Ceratozamia mexicana;Ceratozamia mexicana;Ceratozamia;Zamiaceae;;;;20-12-2022
ALIVE;2012-1044;K:LCD-2012-1044*2;Jacaranda mimosifolia;Jacaranda mimosifolia;Jacaranda;Bignoniaceae;;;;29-01-2024
ALIVE;1925-63901;K:LCD-1925-63901*1;Osmanthus fragrans;Osmanthus fragrans;Osmanthus;Oleaceae;;;;20-05-2024
ALIVE;1949-56001;K:LCD-1949-56001*2;Podranea ricasoliana;Podranea ricasoliana;Podranea;Bignoniaceae;;;;14-02-2024
ALIVE;1966-67112;K:LCD-1966-67112*2;Notelaea apetala;Nestegis apetala;Nestegis;Oleaceae;;N - Natural Source and Progeny;Norfolk Island;27-03-2024
ALIVE;2009-3270;K:LCD-2009-3270*1;Phoenix theophrasti;Phoenix theophrasti;Phoenix;Arecaceae;;;;25-01-2024
ALIVE;1969-51933;K:LCD-1969-51933*1;Melicytus chathamicus;Hymenanthera chathamica;Hymenanthera;Violaceae;;;;08-11-2023
ALIVE;2006-1141;K:LCD-2006-1141*1;Restio paniculatus;Restio paniculatus;Restio;Restionaceae;;;;18-08-2023
ALIVE;1961-23001;K:LCD-1961-23001*1;Strobilanthes pentastemonoides;Goldfussia pentastemonoides;Goldfussia;Acanthaceae;;;;01-10-2024
ALIVE;2003-4115;K:LCD-2003-4115*2;Veronica corriganii;Hebe corriganii;Hebe;Plantaginaceae;;N - Natural Source and Progeny;New Zealand;02-01-2025
ALIVE;1959-14903;K:LCD-1959-14903*4;Fuchsia microphylla subsp. aprica;Fuchsia microphylla subsp. aprica;Fuchsia;Onagraceae;;N - Natural Source and Progeny;Guatemala;18-07-2024
ALIVE;2018-921;K:LCD-2018-921*1;Schefflera;Schefflera;Schefflera;Araliaceae;;N - Natural Source and Progeny;Vietnam;24-05-2024
ALIVE;1984-146;K:LCD-1984-146*1;Commidendrum robustum;Commidendrum robustum;Commidendrum;Asteraceae;;N - Natural Source and Progeny;Saint Helena, Ascension, and Tristan da Cunha;08-01-2025
ALIVE;1997-5933;K:LCD-1997-5933*1;;Strelitzia reginae 'Kirstenbosch Gold';Strelitzia;Strelitziaceae;;;;07-02-2024
ALIVE;1997-5944;K:LCD-1997-5944*3;Vitex lucens;Vitex lucens;Vitex;Lamiaceae;;N - Natural Source and Progeny;New Zealand;27-03-2024
ALIVE;2008-1769;K:LCD-2008-1769*2;Vachellia karroo;Vachellia karroo;Vachellia;Fabaceae;;N - Natural Source and Progeny;;14-02-2024
ALIVE;1972-1830;K:LCD-1972-1830*1;Kniphofia;Kniphofia;Kniphofia;Asphodelaceae;;N - Natural Source and Progeny;Ethiopia;22-10-2024
ALIVE;1979-2656;K:LCD-1979-2656*3;Callianthe picta;Callianthe picta;Callianthe;Malvaceae;;N - Natural Source and Progeny;Argentina;19-02-2024
