Catalogue Number;Full Name;Store Level1;Store Level2;Store Level3;Store Level4
K:LCD-1962-41002*1;Rhododendron macgregoriae;Princess of Wales Conservatory;02;01;
K:LCD-1984-4575*1;Passiflora foetida;Princess of Wales Conservatory;09;06;
K:LCD-1970-4818*1;Senecio serpens;Princess of Wales Conservatory;03;21;
K:LCD-1986-2152*1;Centella asiatica;Princess of Wales Conservatory;01;24;
K:LCD-1974-2557*2;Hymenocallis speciosa;Princess of Wales Conservatory;01;24;
K:LCD-1980-2707*2;Plectranthus cicatricosus;Princess of Wales Conservatory;03;05;
K:LCD-2004-2896*7;Barleria strigosa;Princess of Wales Conservatory;01;10;
K:LCD-1994-3468*3;Peperomia pseudovariegata;Princess of Wales Conservatory;04;04;
K:LCD-1972-3421*4;Aechmea fosteriana;Princess of Wales Conservatory;01;02;
K:LCD-1958-58501*2;Ruellia portellae;Princess of Wales Conservatory;01;02;
K:LCD-1974-1242*1;Hohenbergia utriculosa;Princess of Wales Conservatory;01;11;
K:LCD-1954-15901*3;Stenochlaena tenuifolia;Princess of Wales Conservatory;01;06;
K:LCD-1943-12212*1;Haworthia longiana;Princess of Wales Conservatory;03;07;
K:LCD-1981-2340*1;Calathea marantifolia;Princess of Wales Conservatory;01;28;
K:LCD-1992-1852*4;Gloriosa superba;Princess of Wales Conservatory;05;07;
K:LCD-1982-2022*1;Calathea brasiliensis;Princess of Wales Conservatory;01;02;
K:LCD-1989-2576*2;Peperomia hederifolia 'Grey Heart';Princess of Wales Conservatory;01;27;
K:LCD-1969-51706*4;Rhododendron 'Pink Delight';Princess of Wales Conservatory;02;06;
K:LCD-1964-40119*1;Spathiphyllum blandum;Princess of Wales Conservatory;01;06;
K:LCD-1983-2556*2;Calathea pseudoveitchiana;Princess of Wales Conservatory;01;21;
K:LCD-1988-3846*1;Anthurium obtusum subsp. obtusum;Princess of Wales Conservatory;01;09;
K:LCD-1996-2228*1;Opuntia microdasys 'Albata';Princess of Wales Conservatory;03;17;
K:LCD-1979-207*2;Begonia serratipetala;Princess of Wales Conservatory;01;23;
K:LCD-1958-33503*4;Aglaomorpha splendens;Princess of Wales Conservatory;04;11;
K:LCD-1986-2517*3;Senecio crassissimus;Princess of Wales Conservatory;10;01;
K:LCD-1940-32901*1;Agave attenuata;Princess of Wales Conservatory;03;12;
K:LCD-1987-1403*1;Norantea guianensis;Princess of Wales Conservatory;01;05;
K:LCD-1986-5312*3;Crinum × amabile;Princess of Wales Conservatory;01;02;
K:LCD-1979-3225*3;Thysanolaena maxima;Princess of Wales Conservatory;02;08;
K:LCD-1989-2588*2;Peperomia tristachya;Princess of Wales Conservatory;01;27;
K:LCD-1988-3849*4;Ctenanthe dasycarpa;Princess of Wales Conservatory;01;28;
K:LCD-1973-13520*1;Musa cavendishii;Princess of Wales Conservatory;01;06;
K:LCD-1963-66324*3;Pelargonium echinatum;Princess of Wales Conservatory;03;11;
K:LCD-1994-2612*2;Aristolochia grandiflora;Princess of Wales Conservatory;01;22;
K:LCD-1973-13403*3;Cibotium schiedei;Princess of Wales Conservatory;04;09;
K:LCD-2004-2204*4;Pelargonium 'Varigated Fragrans';Princess of Wales Conservatory;03;09;
K:LCD-1953-45801*3;Aglaonema commutatum var. maculatum;Princess of Wales Conservatory;04;04;
K:LCD-1962-61105*1;Senecio barbertonicus;Princess of Wales Conservatory;03;07;
K:LCD-1971-2407*2;Cryptanthus acaulis var. ruber;Princess of Wales Conservatory;01;12;
K:LCD-1976-3779*4;Aeonium palmense;Princess of Wales Conservatory;03;13;
K:LCD-2009-3750*2;Passiflora garckei;Princess of Wales Conservatory;01;09;
K:LCD-1959-84505*1;Strophanthus preussii;Princess of Wales Conservatory;01;13;
K:LCD-1997-5845*2;Peliosanthes teta subsp. humilis;Princess of Wales Conservatory;01;02;
K:LCD-1969-17380*3;Spathiphyllum wallisii;Princess of Wales Conservatory;04;06;
K:LCD-2000-2852*1;Anthurium llewellynii;Princess of Wales Conservatory;01;10;
K:LCD-1988-2091*1;Plantae;Princess of Wales Conservatory;03;18;
K:LCD-1984-4956*2;Kalanchoe schimperiana;Princess of Wales Conservatory;03;21;
K:LCD-2001-3589*4;Musa rubra;Princess of Wales Conservatory;01;19;
K:LCD-1994-3364*5;Passiflora citrina;Princess of Wales Conservatory;02;04;
K:LCD-2004-2175*2;Pelargonium × ignescens;Princess of Wales Conservatory;03;11;
K:LCD-1979-2483*1;Philodendron ornatum;Princess of Wales Conservatory;01;10;
K:LCD-1969-3404*3;Cyanotis nodiflora subsp. madagascarica;Princess of Wales Conservatory;03;22;
K:LCD-1996-41*2;Cercestis mirabilis;Princess of Wales Conservatory;01;08;
K:LCD-1988-2071*4;Senecio pyramidatus;Princess of Wales Conservatory;10;01;
K:LCD-1969-12115*2;Crassula gillii;Princess of Wales Conservatory;03;02;
K:LCD-2010-343*2;Kalanchoe;Princess of Wales Conservatory;03;22;
K:LCD-1942-19802*2;Gasteria;Princess of Wales Conservatory;03;02;
K:LCD-1929-28501*1;Musa 'Lacatan';Princess of Wales Conservatory;01;04;
K:LCD-1969-1858*2;Drosera binata;Princess of Wales Conservatory;09;05;
K:LCD-1973-13784*2;Lygodium japonicum;Princess of Wales Conservatory;01;20;
K:LCD-1979-3229*1;Tradescantia spathacea;Princess of Wales Conservatory;01;23;
K:LCD-1999-2291*1;Acrodon subulatus;Princess of Wales Conservatory;03;03;
K:LCD-1969-17410*7;Rhododendron scopulorum;Princess of Wales Conservatory;05;06;
K:LCD-1989-27*2;Hymenocallis littoralis;Princess of Wales Conservatory;01;22;
K:LCD-1963-62602*2;Kleinia;Princess of Wales Conservatory;03;21;
K:LCD-1962-16709*1;Urospatha sagittifolia;Princess of Wales Conservatory;01;24;
K:LCD-1984-2930*1;Ficus villosa;Princess of Wales Conservatory;01;23;
K:LCD-2004-2176*2;Pelargonium ionidiflorum;Princess of Wales Conservatory;03;11;
K:LCD-1970-1474*1;Holochlamys beccarii;Princess of Wales Conservatory;01;07;
K:LCD-1969-4087*1;Agave funkiana;Princess of Wales Conservatory;03;19;
K:LCD-2013-1493*4;Pentagonia;Princess of Wales Conservatory;04;07;
K:LCD-1973-4269*1;Peperomia obtusifolia;Princess of Wales Conservatory;01;06;
K:LCD-1953-23214*1;Haworthia viscosa;Princess of Wales Conservatory;03;06;
K:LCD-1983-1999*1;Dieffenbachia aglaonematifolia;Princess of Wales Conservatory;01;06;
K:LCD-1973-2304*1;Davallia;Princess of Wales Conservatory;04;HB;
K:LCD-1979-3229*2;Tradescantia spathacea;Princess of Wales Conservatory;01;22;
K:LCD-2000-678*2;Drosanthemum crassum;Princess of Wales Conservatory;03;07;
K:LCD-1993-931*1;Graptopetalum pachyphyllum;Princess of Wales Conservatory;03;16;
K:LCD-1973-13122*2;Anthurium regale;Princess of Wales Conservatory;04;02;
K:LCD-1986-640*3;Pelargonium radens;Princess of Wales Conservatory;03;09;
K:LCD-1986-4255*5;Gasteria rawlinsonii;Princess of Wales Conservatory;10;02;
K:LCD-1977-3202*2;Cynanchum arabicum;Princess of Wales Conservatory;03;05;
K:LCD-1969-4610*1;Pelargonium elongatum;Princess of Wales Conservatory;03;09;
K:LCD-1995-3019*3;Begonia;Princess of Wales Conservatory;01;23;
K:LCD-2001-1434*3;Nepenthes maxima × sanguinea;Princess of Wales Conservatory;08;01;
K:LCD-1963-56807*5;Anthurium jenmanii;Princess of Wales Conservatory;01;06;
K:LCD-1963-48606*4;Palisota albertii;Princess of Wales Conservatory;04;03;
K:LCD-1972-1368*2;Aeschynanthus parviflorus;Princess of Wales Conservatory;01;HB;
K:LCD-1966-40624*4;Aechmea pimenti-velosoi;Princess of Wales Conservatory;01;12;TREE
K:LCD-2004-610*5;Phragmipedium Eva gx;Princess of Wales Conservatory;06;02;
K:LCD-1982-1618*3;Aechmea longifolia;Princess of Wales Conservatory;01;02;
K:LCD-1963-49801*1;Anthurium andraeanum;Princess of Wales Conservatory;01;09;
K:LCD-1972-4013*4;Neoregelia ampullacea;Princess of Wales Conservatory;01;17;
K:LCD-2012-1439*2;Passiflora intricata;Princess of Wales Conservatory;06;03;
K:LCD-1985-1165*2;Peperomia obtusifolia 'Variegata';Princess of Wales Conservatory;01;28;SHELF
K:LCD-1984-2391*2;Cephalophyllum procumbens;Princess of Wales Conservatory;03;07;
K:LCD-1983-1534*3;Nephrolepis cordifolia 'Auriculata';Princess of Wales Conservatory;04;HB;
K:LCD-2011-817*2;Passiflora macrocarpa;Princess of Wales Conservatory;01;28;
K:LCD-1986-4256*2;Gasteria baylissiana;Princess of Wales Conservatory;03;02;
K:LCD-1965-52701*1;Hedychium coronarium;Princess of Wales Conservatory;04;08;
K:LCD-1990-1928*2;Peperomia vestita var. lindenii;Princess of Wales Conservatory;01;27;
K:LCD-1990-2728*1;Colysis wrightii;Princess of Wales Conservatory;04;09;
K:LCD-1997-5850*3;Rhaphidophora tetrasperma;Princess of Wales Conservatory;01;03;
K:LCD-1981-2378*2;Ctenanthe lubbersiana;Princess of Wales Conservatory;01;28;
K:LCD-1982-3051*1;Raddia brasiliensis;Princess of Wales Conservatory;05;01;
K:LCD-2013-505*3;Nepenthes 'Rebecca Soper';Princess of Wales Conservatory;08;01;
K:LCD-1997-5834*3;Steudnera kerrii;Princess of Wales Conservatory;01;07;
K:LCD-1976-6349*3;Monocostus uniflorus;Princess of Wales Conservatory;06;02;
K:LCD-1988-3337*3;Begonia 'Superba';Princess of Wales Conservatory;04;06;
K:LCD-2002-640*2;Nymphaea 'Saint Louis Gold';Princess of Wales Conservatory;01;POND;
K:LCD-1993-1690*2;Marantochloa holostachya;Princess of Wales Conservatory;01;28;
K:LCD-1969-6199*5;Caladium bicolor;Princess of Wales Conservatory;01;08;
K:LCD-1974-3567*4;Gloxinia perennis;Princess of Wales Conservatory;01;21;
K:LCD-2012-1214*2;Aeonium cuneatum;Princess of Wales Conservatory;03;13;
K:LCD-2004-2495*3;Nidularium angustifolium;Princess of Wales Conservatory;01;11;
K:LCD-1966-5501*2;Amphiblemma cymosum;Princess of Wales Conservatory;01;04;
K:LCD-2007-1156*5;Pelargonium citronellum;Princess of Wales Conservatory;03;HB;
K:LCD-1975-25*1;Phragmipedium Calurum gx;Princess of Wales Conservatory;06;02;
K:LCD-1999-593*1;Alpinia hookeriana;Princess of Wales Conservatory;01;06;
K:LCD-1970-4720*2;Aechmea orlandiana;Princess of Wales Conservatory;01;11;
K:LCD-2002-1633*2;Cymbidium hybrid;Princess of Wales Conservatory;05;07;
K:LCD-1998-3454*3;Erythrina madagascariensis;Princess of Wales Conservatory;01;13;
K:LCD-2012-1221*2;Stapelia hybrid;Princess of Wales Conservatory;03;01;
K:LCD-1962-67803*3;Cotyledon decussata;Princess of Wales Conservatory;03;02;
K:LCD-1989-1609*2;Wercklea ferox;Princess of Wales Conservatory;01;15;
K:LCD-1968-30108*1;Culcasia scandens;Princess of Wales Conservatory;01;04;
K:LCD-2007-1154*1;Pelargonium album;Princess of Wales Conservatory;03;09;
K:LCD-2005-64*2;Pelargonium xerophyton;Princess of Wales Conservatory;03;21;
K:LCD-2000-2344*2;Passiflora perfoliata;Princess of Wales Conservatory;01;12;
K:LCD-1973-13802*1;Selaginella willdenowii;Princess of Wales Conservatory;04;11;
K:LCD-1998-3486*1;Pelargonium multibracteatum;Princess of Wales Conservatory;03;09;
K:LCD-1997-6413*2;Scilla madeirensis;Princess of Wales Conservatory;03;13;
K:LCD-1980-6137*2;Begonia corallina;Princess of Wales Conservatory;01;23;
K:LCD-1998-986*4;Achimenes misera;Princess of Wales Conservatory;01;02;
K:LCD-1973-12080*3;Aristolochia tricaudata;Princess of Wales Conservatory;01;06;
K:LCD-1991-589*3;Sideritis macrostachyos;Princess of Wales Conservatory;03;13;
K:LCD-1982-4708*2;Kleinia stapeliiformis;Princess of Wales Conservatory;10;01;
K:LCD-1984-3036*1;Globba atrosanguinea;Princess of Wales Conservatory;01;06;
K:LCD-1993-3116*5;Tetradenia nervosa;Princess of Wales Conservatory;03;22;
K:LCD-1994-3611*1;Rhaphidophora latevaginata;Princess of Wales Conservatory;01;06;
K:LCD-2012-163*2;Passiflora curva;Princess of Wales Conservatory;01;11;T3
K:LCD-1982-5009*2;Amydrium zippelianum;Princess of Wales Conservatory;01;25;
K:LCD-1969-6199*3;Caladium bicolor;Princess of Wales Conservatory;01;06;
K:LCD-1989-2590*2;Peperomia magnoliifolia 'Golden Gate';Princess of Wales Conservatory;01;27;
K:LCD-1963-45512*2;Aglaonema nitidum;Princess of Wales Conservatory;01;11;
K:LCD-1973-13006*2;Asystasia travancorica;Princess of Wales Conservatory;01;03;
K:LCD-1957-68101*1;Dolichandra unguis-cati;Princess of Wales Conservatory;01;29;E5
K:LCD-1971-1991*2;Aglaomorpha splendens;Princess of Wales Conservatory;04;12;
K:LCD-1973-20448*1;Ardisia elliptica;Princess of Wales Conservatory;01;06;
K:LCD-1976-3782*4;Aeonium canariense subsp. virgineum;Princess of Wales Conservatory;03;13;
K:LCD-2004-2475*3;Neoregelia carolinae;Princess of Wales Conservatory;01;02;
K:LCD-1977-763*4;Calathea brasiliensis;Princess of Wales Conservatory;01;29;
K:LCD-1971-5275*1;Rhododendron burmanicum;Princess of Wales Conservatory;02;06;
K:LCD-1969-17483*1;Thunbergia laurifolia;Princess of Wales Conservatory;01;01;
K:LCD-2000-2845*5;Anthurium gracile;Princess of Wales Conservatory;01;09;
K:LCD-1983-348*2;Phragmipedium Lemoinierianum gx;Princess of Wales Conservatory;06;05;
K:LCD-1969-50343*3;Microsorum scolopendria 'Cristatum';Princess of Wales Conservatory;04;03;
K:LCD-1973-13304*2;Cryptanthus zonatus f. fuscus;Princess of Wales Conservatory;01;08;
K:LCD-1979-1773*3;Aechmea triangularis;Princess of Wales Conservatory;01;12;
K:LCD-1997-81*2;Fenestraria rhopalophylla subsp. aurantiaca;Princess of Wales Conservatory;03;08;
K:LCD-1979-3542*2;Hechtia tillandsioides;Princess of Wales Conservatory;03;23;
K:LCD-1979-6274*3;Episcia cupreata;Princess of Wales Conservatory;01;22;
K:LCD-1976-3809*4;Aeonium urbicum;Princess of Wales Conservatory;03;13;
K:LCD-1965-52701*2;Hedychium coronarium;Princess of Wales Conservatory;04;07;
K:LCD-1975-3126*2;Aechmea coelestis var. albomarginata;Princess of Wales Conservatory;01;14;
K:LCD-1982-5442*2;Gasteria bicolor;Princess of Wales Conservatory;03;01;
K:LCD-2012-709*2;Senecio macroglossus;Princess of Wales Conservatory;10;01;
K:LCD-2004-2196*1;Pelargonium 'Torrento';Princess of Wales Conservatory;03;10;
K:LCD-2003-3529*4;Goudaea ospinae var. ospinae;Princess of Wales Conservatory;01;05;
K:LCD-1997-96*2;Machairophyllum albidum;Princess of Wales Conservatory;03;08;
K:LCD-2013-1537*2;Tillandsia stricta;Princess of Wales Conservatory;01;11;TREE
K:LCD-2011-1450*1;Avicennia germinans;Princess of Wales Conservatory;01;22;
K:LCD-1983-2091*2;Maranta bicolor;Princess of Wales Conservatory;01;28;
K:LCD-2007-1267*3;Pelargonium 'Stellar Hybrid';Princess of Wales Conservatory;03;10;
K:LCD-1981-4613*2;Tillandsia incarnata;Princess of Wales Conservatory;01;11;
K:LCD-1972-4047*2;Vriesea philippocoburgi;Princess of Wales Conservatory;01;11;
K:LCD-1966-55219*3;Quesnelia testudo;Princess of Wales Conservatory;01;12;
K:LCD-1999-1537*4;Marlothistella uniondalensis;Princess of Wales Conservatory;03;08;
K:LCD-1997-6686*2;Asplenium;Princess of Wales Conservatory;04;08;
K:LCD-2000-4506*2;Passiflora sanguinolenta;Princess of Wales Conservatory;01;06;
K:LCD-1990-1932*3;Cercestis mirabilis;Princess of Wales Conservatory;01;08;
K:LCD-1978-1273*5;Anthurium lilacinum;Princess of Wales Conservatory;01;09;
K:LCD-1982-3946*2;Cyclanthus bipartitus;Princess of Wales Conservatory;01;29;
K:LCD-2000-4221*1;Cyrtomium caryotideum;Princess of Wales Conservatory;07;02;
K:LCD-1961-67302*1;Fouquieria splendens;Princess of Wales Conservatory;03;12;
K:LCD-1994-1067*3;Diplazium esculentum;Princess of Wales Conservatory;08;01;
K:LCD-1984-124*2;Begonia angularis;Princess of Wales Conservatory;01;23;
