Catalogue Number;Full Name;Store Level1;Store Level2;Store Level3;Store Level4
K:LCD-1964-40114*2;Polyscias 'Filicifolia';Princess of Wales Conservatory;01;06;
K:LCD-1973-13006*5;Asystasia travancorica;Princess of Wales Conservatory;04;10;
K:LCD-1972-321*1;Aechmea recurvata var. recurvata;Princess of Wales Conservatory;01;14;
K:LCD-1996-764*4;Boucerosia frerei;Princess of Wales Conservatory;01;27;
K:LCD-1957-46105*3;Begonia × ricinifolia 'Immense';Princess of Wales Conservatory;08;;
K:LCD-1973-13496*2;Gasteria carinata var. verrucosa;Princess of Wales Conservatory;03;21;
K:LCD-1965-6204*1;Diplazium;Princess of Wales Conservatory;04;02;
K:LCD-2000-3415*3;Carruanthus peersii;Princess of Wales Conservatory;03;08;
K:LCD-1973-1798*3;Aechmea purpureorosea;Princess of Wales Conservatory;01;13;
K:LCD-1961-27401*2;Fockea capensis;Princess of Wales Conservatory;03;03;
K:LCD-1957-62802*1;Gasteria carinata var. carinata;Princess of Wales Conservatory;03;21;
K:LCD-1971-1991*4;Aglaomorpha splendens;Princess of Wales Conservatory;07;02;
K:LCD-1969-17697*1;Senecio mandraliscae;Princess of Wales Conservatory;03;06;
K:LCD-1969-6199*4;Caladium bicolor;Princess of Wales Conservatory;01;03;
K:LCD-1973-13397*2;Cyperus involucratus;Princess of Wales Conservatory;01;26;
K:LCD-2001-2386*6;Blechnum moorei;Princess of Wales Conservatory;04;03;
K:LCD-1977-3112*3;Kleinia semperviva;Princess of Wales Conservatory;03;05;
K:LCD-1996-4421*1;Philodendron annulatum;Princess of Wales Conservatory;01;10;
K:LCD-1998-3492*3;Pelargonium glutinosum;Princess of Wales Conservatory;03;09;
K:LCD-2004-2769*1;Pelargonium fulgidum;Princess of Wales Conservatory;03;09;
K:LCD-1982-3946*1;Cyclanthus bipartitus;Princess of Wales Conservatory;01;06;
K:LCD-1973-3113*1;Senecio vitalis;Princess of Wales Conservatory;03;07;
K:LCD-1975-2184*2;Haworthia otzenii;Princess of Wales Conservatory;03;02;
K:LCD-1981-1011*1;Sansevieria bella;Princess of Wales Conservatory;03;21;
K:LCD-1963-57803*1;Nephrolepis lauterbachii;Princess of Wales Conservatory;04;07;
K:LCD-1953-23210*2;Haworthia cuspidata;Princess of Wales Conservatory;03;02;
K:LCD-1969-2108*2;Begonia goegoensis;Princess of Wales Conservatory;01;23;
K:LCD-2008-2085*3;Drosera trinervia;Princess of Wales Conservatory;09;01;
K:LCD-1969-476*3;Culcasia;Princess of Wales Conservatory;04;03;
K:LCD-1980-1582*2;Philodendron radiatum;Princess of Wales Conservatory;01;08;
K:LCD-1983-2009*2;Philodendron bipennifolium;Princess of Wales Conservatory;01;05;
K:LCD-1970-4603*2;Begonia sericoneura;Princess of Wales Conservatory;01;23;
K:LCD-1957-41603*1;Aglaonema commutatum var. maculatum;Princess of Wales Conservatory;01;19;
K:LCD-1981-2382*4;Ctenanthe burle-marxii var. obscura 'Purple Tiger';Princess of Wales Conservatory;01;20;
K:LCD-1986-4920*2;Bougainvillea stipitata var. grisebachiana;Princess of Wales Conservatory;01;06;
K:LCD-1982-3841*2;Tillandsia caerulea;Princess of Wales Conservatory;01;02;
K:LCD-1984-2343*2;Pteris cretica;Princess of Wales Conservatory;05;07;
K:LCD-1987-13*3;Gesneria pedicellaris;Princess of Wales Conservatory;01;21;
K:LCD-2001-3039*2;Adromischus diabolicus;Princess of Wales Conservatory;03;02;
K:LCD-2012-162*2;Passiflora reflexiflora;Princess of Wales Conservatory;01;12;
K:LCD-1957-13201*2;Pelargonium graveolens;Princess of Wales Conservatory;03;06;
K:LCD-1981-2355*4;Calathea 'Carlina';Princess of Wales Conservatory;01;21;
K:LCD-1981-4770*1;Dasylirion wheeleri;Princess of Wales Conservatory;03;12;
K:LCD-1961-19402*2;Woodwardia unigemmata;Princess of Wales Conservatory;05;02;
K:LCD-1984-2672*4;Agave filifera;Princess of Wales Conservatory;03;20;
K:LCD-1980-1231*1;Geophila repens;Princess of Wales Conservatory;01;06;
K:LCD-1990-1932*2;Cercestis mirabilis;Princess of Wales Conservatory;01;09;
K:LCD-1983-2545*4;Ctenanthe burle-marxii var. obscura;Princess of Wales Conservatory;01;02;
K:LCD-1997-6311*3;Hypoxis angustifolia;Princess of Wales Conservatory;03;05;
K:LCD-1974-3567*2;Gloxinia perennis;Princess of Wales Conservatory;01;21;
K:LCD-2001-1730*3;Monolena primuliflora;Princess of Wales Conservatory;01;22;
K:LCD-2009-1062*2;Adromischus sphenophyllus;Princess of Wales Conservatory;03;02;
K:LCD-1977-2069*1;Aeonium decorum;Princess of Wales Conservatory;03;21;
K:LCD-1969-51145*5;Anthurium crystallinum;Princess of Wales Conservatory;01;08;
K:LCD-1980-2634*2;Phragmipedium Calurum gx;Princess of Wales Conservatory;06;05;
K:LCD-1983-2096*2;Peperomia pereskiifolia;Princess of Wales Conservatory;01;27;
K:LCD-2001-2733*2;Pinguicula agnata;Princess of Wales Conservatory;09;01;
K:LCD-1990-2728*6;Colysis wrightii;Princess of Wales Conservatory;08;02;
K:LCD-2013-434*3;Hechtia podantha;Princess of Wales Conservatory;;;
K:LCD-1997-6235*1;Alocasia macrorrhizos;Princess of Wales Conservatory;01;26;
K:LCD-1983-1988*1;Philodendron renauxii;Princess of Wales Conservatory;01;09;
K:LCD-1990-1019*1;Costus afer;Princess of Wales Conservatory;01;06;
K:LCD-1994-3346*1;Passiflora suberosa;Princess of Wales Conservatory;01;11;
K:LCD-2000-54*1;Astridia dinteri;Princess of Wales Conservatory;03;03;
K:LCD-1969-51734*1;Oxalis insipida;Princess of Wales Conservatory;01;15;
K:LCD-1997-92*1;Lithops marmorata;Princess of Wales Conservatory;03;08;
K:LCD-1993-2065*1;Haworthia glauca;Princess of Wales Conservatory;03;03;
K:LCD-2001-3305*2;Adromischus trigynus;Princess of Wales Conservatory;03;02;
K:LCD-1969-3289*2;Columnea harrisii;Princess of Wales Conservatory;01;HB;
K:LCD-1993-3242*2;Sanchezia oblonga;Princess of Wales Conservatory;04;08;
K:LCD-2005-1197*4;Cyrtanthus sanguineus subsp. sanguineus;Princess of Wales Conservatory;03;21;
K:LCD-1958-79704*6;Justicia brandegeeana;Princess of Wales Conservatory;01;09;
K:LCD-2014-810*7;Agapetes serpens;Princess of Wales Conservatory;05;05;
K:LCD-1977-1447*5;Anthurium polynervium;Princess of Wales Conservatory;01;13;
K:LCD-1963-56807*1;Anthurium jenmanii;Princess of Wales Conservatory;01;10;
K:LCD-1993-3201*1;Diplazium chinense;Princess of Wales Conservatory;05;02;
K:LCD-2000-3027*2;Tillandsia caerulea;Princess of Wales Conservatory;01;11;
K:LCD-1988-1636*2;Paphiopedilum hybrid;Princess of Wales Conservatory;06;02;
K:LCD-1993-3242*5;Sanchezia oblonga;Princess of Wales Conservatory;01;04;
K:LCD-1973-13209*2;Epipremnum pinnatum 'Aureum';Princess of Wales Conservatory;01;08;
K:LCD-1962-44053*3;Sedum × rubrotinctum;Princess of Wales Conservatory;03;20;
K:LCD-1979-815*3;Aeonium haworthii;Princess of Wales Conservatory;03;13;
K:LCD-2013-1492*3;Costus vargasii;Princess of Wales Conservatory;04;03;
K:LCD-1975-333*2;Begonia 'Thurstonii';Princess of Wales Conservatory;01;23;
K:LCD-2001-2383*2;Adiantum peruvianum;Princess of Wales Conservatory;04;11;
K:LCD-1983-1526*2;Diplazium doederleinii;Princess of Wales Conservatory;04;08;
K:LCD-1976-612*1;Sansevieria parva;Princess of Wales Conservatory;03;21;
K:LCD-2000-3980*3;Steudnera henryana;Princess of Wales Conservatory;06;02;
K:LCD-1988-897*2;Tillandsia butzii;Princess of Wales Conservatory;01;11;TREE
K:LCD-1965-62301*1;Maranta leuconeura var. leuconeura 'Fascinator';Princess of Wales Conservatory;04;02;
K:LCD-1961-66404*1;Anthurium salvinii;Princess of Wales Conservatory;01;06;
K:LCD-1958-12601*1;Delosperma echinatum;Princess of Wales Conservatory;03;03;
K:LCD-1993-1686*3;Homalomena deltoidea;Princess of Wales Conservatory;04;05;
K:LCD-1973-3257*2;Gasteria pulchra;Princess of Wales Conservatory;03;02;
K:LCD-1987-2745*5;Nephrolepis biserrata;Princess of Wales Conservatory;06;02;
K:LCD-1979-3537*1;Aechmea serrata;Princess of Wales Conservatory;01;11;
K:LCD-1957-13201*6;Pelargonium graveolens;Princess of Wales Conservatory;03;11;
K:LCD-1981-2879*1;Pelargonium ceratophyllum;Princess of Wales Conservatory;03;03;
K:LCD-1981-5659*2;Alpinia aquatica;Princess of Wales Conservatory;01;26;
K:LCD-2009-2237*1;Nymphaea 'Kew's Stowaway Blues';Princess of Wales Conservatory;01;POND;
K:LCD-1969-3070*2;Selaginella brevipes;Princess of Wales Conservatory;04;06;
K:LCD-2001-3651*6;Spathiphyllum 'Domino';Princess of Wales Conservatory;01;05;
K:LCD-1999-595*2;Alpinia malaccensis;Princess of Wales Conservatory;01;06;
K:LCD-1988-1354*3;Licuala grandis;Princess of Wales Conservatory;01;09;
K:LCD-1969-19884*3;Anthurium schlechtendalii;Princess of Wales Conservatory;01;07;
K:LCD-1998-12*1;Plantae;Princess of Wales Conservatory;03;08;
K:LCD-1962-50001*3;Petrea racemosa;Princess of Wales Conservatory;02;01;
K:LCD-1979-5628*1;Pelargonium gibbosum;Princess of Wales Conservatory;03;06;
K:LCD-1973-3217*1;Crassula portulacea;Princess of Wales Conservatory;03;07;
K:LCD-1981-2830*1;Puya floccosa;Princess of Wales Conservatory;03;23;
K:LCD-1989-1525*3;Ceropegia stapeliiformis;Princess of Wales Conservatory;03;02;
K:LCD-2013-520*3;Puya coerulea var. violacea;Princess of Wales Conservatory;03;23;
K:LCD-1966-38955*2;× Graptoveria;Princess of Wales Conservatory;03;23;
K:LCD-1978-4522*3;Sansevieria trifasciata;Princess of Wales Conservatory;03;01;
K:LCD-2010-873*3;Colocasia esculenta 'Black Magic';Princess of Wales Conservatory;01;22;
K:LCD-1982-1573*2;Philodendron schmidtiae;Princess of Wales Conservatory;01;08;
K:LCD-1933-18104*2;Agave ovatifolia;Princess of Wales Conservatory;03;12;
K:LCD-1995-3489*1;Ledebouria revoluta;Princess of Wales Conservatory;03;03;
K:LCD-2009-3753*3;Passiflora cerasina;Princess of Wales Conservatory;01;23;
K:LCD-1998-4009*2;Selaginella kraussiana;Princess of Wales Conservatory;05;03;
K:LCD-1983-2046*1;Quesnelia arvensis;Princess of Wales Conservatory;01;12;
K:LCD-1980-2634*4;Phragmipedium Calurum gx;Princess of Wales Conservatory;06;02;
K:LCD-1984-3482*1;Begonia maculata;Princess of Wales Conservatory;01;23;
K:LCD-1969-51145*3;Anthurium crystallinum;Princess of Wales Conservatory;01;03;
K:LCD-1973-13773*2;Maranta leuconeura var. kerchoveana;Princess of Wales Conservatory;01;28;
K:LCD-1979-3570*2;Nidularium scheremetiewii;Princess of Wales Conservatory;01;11;
K:LCD-2008-2306*2;Orthophytum grossiorum;Princess of Wales Conservatory;01;12;
K:LCD-2011-449*4;Greenovia diplocycla;Princess of Wales Conservatory;03;13;
K:LCD-1973-12993*3;Tetrastigma voinierianum;Princess of Wales Conservatory;08;02;
K:LCD-1963-42605*1;Davallia denticulata;Princess of Wales Conservatory;04;HB;
K:LCD-1981-2773*9;Agapetes moorei;Princess of Wales Conservatory;02;HB;
K:LCD-2001-2734*2;Pinguicula laueana;Princess of Wales Conservatory;09;01;
K:LCD-2005-75*5;Pelargonium greytonense;Princess of Wales Conservatory;03;HB;
K:LCD-1983-2011*2;Philodendron glaziovii;Princess of Wales Conservatory;01;20;
K:LCD-2008-2990*2;Phlomis purpurea;Princess of Wales Conservatory;03;13;
K:LCD-1978-1273*4;Anthurium lilacinum;Princess of Wales Conservatory;01;04;
K:LCD-1947-52513*3;Senecio haworthii;Princess of Wales Conservatory;10;01;
K:LCD-1967-49404*3;Zamioculcas zamiifolia;Princess of Wales Conservatory;01;08;
K:LCD-1981-6457*2;Adiantum diaphanum;Princess of Wales Conservatory;05;07;
K:LCD-2001-4500*3;Nematanthus 'Tropicana';Princess of Wales Conservatory;01;HB;
K:LCD-1976-189*2;Impatiens walleriana;Princess of Wales Conservatory;01;22;
K:LCD-1962-1223*2;Aeschynanthus longicaulis;Princess of Wales Conservatory;01;HB;
K:LCD-1979-4434*3;Typhonodorum lindleyanum;Princess of Wales Conservatory;01;24;
K:LCD-1968-30105*1;Gonatopus boivinii;Princess of Wales Conservatory;01;09;
K:LCD-1996-2103*2;Philodendron cordatum;Princess of Wales Conservatory;01;05;
K:LCD-1981-4736*1;Bryophyllum beauverdii;Princess of Wales Conservatory;03;22;
K:LCD-1996-4428*2;Rhaphidophora engleri;Princess of Wales Conservatory;01;09;
K:LCD-1960-66802*1;Sedum nudum;Princess of Wales Conservatory;03;02;
K:LCD-1996-4422*1;Philodendron dunstervilleorum;Princess of Wales Conservatory;01;10;
K:LCD-1983-2024*3;Philodendron bipinnatifidum;Princess of Wales Conservatory;01;10;
K:LCD-1986-5313*3;Alocasia cucullata;Princess of Wales Conservatory;01;03;
K:LCD-1989-2564*2;Peperomia dahlstedtii;Princess of Wales Conservatory;01;27;
K:LCD-1972-3421*2;Aechmea fosteriana;Princess of Wales Conservatory;01;11;
K:LCD-2009-1749*3;Aeonium goochiae;Princess of Wales Conservatory;03;13;
K:LCD-1979-3531*2;Aechmea purpureorosea;Princess of Wales Conservatory;01;02;
K:LCD-1998-2305*2;Phragmipedium Calurum gx;Princess of Wales Conservatory;06;05;
K:LCD-1964-73301*4;Doodia media;Princess of Wales Conservatory;06;05;
K:LCD-1979-3601*2;Aechmea winkleri;Princess of Wales Conservatory;01;02;
K:LCD-1994-2607*1;Syngonium chiapense;Princess of Wales Conservatory;01;22;E2
K:LCD-1969-12852*2;Pitcairnia poortmanii;Princess of Wales Conservatory;01;11;
K:LCD-1960-70302*2;Anthurium atropurpureum var. arenicola;Princess of Wales Conservatory;01;09;LOG
K:LCD-1968-4810*2;Selaginella fissidentoides;Princess of Wales Conservatory;04;05;
K:LCD-2008-609*3;Pinguicula gigantea;Princess of Wales Conservatory;09;01;
K:LCD-2004-2571*3;Pelargonium 'Chocolate Peppermint';Princess of Wales Conservatory;03;10;
K:LCD-2014-810*8;Agapetes serpens;Princess of Wales Conservatory;05;07;
K:LCD-1979-2456*2;Anthurium solitarium;Princess of Wales Conservatory;01;06;
K:LCD-1997-5863*2;Aglaonema costatum;Princess of Wales Conservatory;01;03;
K:LCD-1918-3702*2;Agave lechuguilla;Princess of Wales Conservatory;03;20;
K:LCD-1972-34*4;Neoregelia cruenta;Princess of Wales Conservatory;01;02;
K:LCD-1969-19808*6;Justicia rizzinii;Princess of Wales Conservatory;07;03;SHELF
K:LCD-1989-1610*1;Bruguiera gymnorhiza;Princess of Wales Conservatory;01;22;
K:LCD-2002-2114*3;Anthurium × macrolobum;Princess of Wales Conservatory;01;06;
K:LCD-1996-2692*4;Heliconia stricta 'Dwarf Jamaican';Princess of Wales Conservatory;01;05;
K:LCD-1975-2223*5;Aeonium undulatum;Princess of Wales Conservatory;03;13;
K:LCD-1977-2174*2;Sedum pachyphyllum;Princess of Wales Conservatory;03;20;
K:LCD-1969-17745*3;Dorstenia psilurus;Princess of Wales Conservatory;01;20;
K:LCD-1994-1537*1;Bowiea volubilis;Princess of Wales Conservatory;03;03;
K:LCD-2011-1421*2;Saraca indica;Princess of Wales Conservatory;01;21;
K:LCD-1969-1053*1;Adiantum incisum;Princess of Wales Conservatory;05;03;
K:LCD-1991-693*2;Calathea fatimae;Princess of Wales Conservatory;04;07;
K:LCD-2009-2706*2;Adromischus marianiae 'Herrei';Princess of Wales Conservatory;03;02;
K:LCD-2009-144*4;Alocasia wentii;Princess of Wales Conservatory;01;06;
K:LCD-1968-21702*3;Kaempferia galanga;Princess of Wales Conservatory;01;04;
K:LCD-2007-1166*2;Pelargonium 'Silver Wing';Princess of Wales Conservatory;03;10;
K:LCD-1984-660*1;Tabebuia pallida;Princess of Wales Conservatory;01;06;
K:LCD-1979-3511*2;Aphelandra lasia;Princess of Wales Conservatory;01;02;
K:LCD-1994-1109*3;Photinopteris speciosa;Princess of Wales Conservatory;04;09;
K:LCD-1985-1161*2;Peperomia dahlstedtii;Princess of Wales Conservatory;01;27;
K:LCD-1971-1991*3;Aglaomorpha splendens;Princess of Wales Conservatory;07;03;
K:LCD-1973-13779*2;Ctenanthe kummeriana;Princess of Wales Conservatory;06;03;
K:LCD-1960-31804*1;Philodendron melanochrysum;Princess of Wales Conservatory;01;09;T1
K:LCD-1969-52048*1;Thunbergia mysorensis;Princess of Wales Conservatory;01;21;
K:LCD-1994-2591*5;Spathiphyllum cochlearispathum;Princess of Wales Conservatory;01;11;
K:LCD-1974-3588*6;Spathiphyllum cannifolium;Princess of Wales Conservatory;01;26;
K:LCD-1961-21501*1;Adiantum polyphyllum;Princess of Wales Conservatory;04;09;
K:LCD-1969-17745*2;Dorstenia psilurus;Princess of Wales Conservatory;01;04;
K:LCD-1973-13376*1;Dichorisandra reginae;Princess of Wales Conservatory;01;06;
K:LCD-1974-3588*4;Spathiphyllum cannifolium;Princess of Wales Conservatory;01;08;
K:LCD-1979-203*2;Begonia fuchsioides;Princess of Wales Conservatory;01;10;
K:LCD-2007-1198*2;Pelargonium stenopetalum;Princess of Wales Conservatory;03;11;
K:LCD-1979-3262*1;Anthurium crassinervium;Princess of Wales Conservatory;01;09;
K:LCD-1965-30208*2;Cotyledon tomentosa subsp. tomentosa;Princess of Wales Conservatory;03;07;
K:LCD-1957-46105*2;Begonia × ricinifolia 'Immense';Princess of Wales Conservatory;01;23;
K:LCD-1954-54019*1;Kalanchoe rhombopilosa;Princess of Wales Conservatory;03;02;
K:LCD-1960-31804*3;Philodendron melanochrysum;Princess of Wales Conservatory;01;28;TREE
K:LCD-1986-2916*4;Ptychosperma;Princess of Wales Conservatory;01;06;
K:LCD-1982-2760*2;Calathea fasciata;Princess of Wales Conservatory;01;26;
K:LCD-1964-63715*1;Alpinia calcarata;Princess of Wales Conservatory;01;06;
K:LCD-1988-3849*3;Ctenanthe dasycarpa;Princess of Wales Conservatory;01;21;
K:LCD-1988-2072*3;Senecio haworthii;Princess of Wales Conservatory;10;01;
K:LCD-2008-1648*2;Mucuna novoguineensis;Princess of Wales Conservatory;04;06;
K:LCD-1997-6404*1;Clerodendrum thomsoniae var. balfourii;Princess of Wales Conservatory;01;19;
K:LCD-1978-106*2;Angiopteris angustifolia;Princess of Wales Conservatory;04;02;
K:LCD-1982-4625*5;Nephthytis swainei;Princess of Wales Conservatory;04;09;
K:LCD-2004-610*4;Phragmipedium Eva gx;Princess of Wales Conservatory;06;02;
K:LCD-1986-4411*2;Phragmipedium Schroederae gx;Princess of Wales Conservatory;06;05;
K:LCD-1981-2382*3;Ctenanthe burle-marxii var. obscura 'Purple Tiger';Princess of Wales Conservatory;01;23;
K:LCD-1982-5134*4;Catharanthus roseus 'Albus';Princess of Wales Conservatory;01;05;
K:LCD-2006-1469*2;Pinguicula laueana;Princess of Wales Conservatory;09;01;
K:LCD-1984-2737*3;Echeveria albicans;Princess of Wales Conservatory;03;23;
K:LCD-1995-2416*3;Spathiphyllum commutatum;Princess of Wales Conservatory;01;03;
K:LCD-1960-42503*1;Philodendron burle-marxii;Princess of Wales Conservatory;04;09;
K:LCD-1974-3515*1;Anthurium hookeri;Princess of Wales Conservatory;01;06;
K:LCD-1958-79704*3;Justicia brandegeeana;Princess of Wales Conservatory;01;21;
K:LCD-2005-161*2;Pelargonium 'Filicifolium';Princess of Wales Conservatory;10;02;
K:LCD-1965-57615*2;Maranta bicolor;Princess of Wales Conservatory;01;22;
K:LCD-1964-36502*2;Syngonium podophyllum var. podophyllum;Princess of Wales Conservatory;01;10;
K:LCD-1983-8066*1;Thaumatophyllum speciosum;Princess of Wales Conservatory;01;29;
K:LCD-1998-2353*2;Paphiopedilum hybrid;Princess of Wales Conservatory;07;02;
K:LCD-2000-783*1;Medinilla cummingii;Princess of Wales Conservatory;01;21;
K:LCD-1981-4739*1;Kalanchoe synsepala;Princess of Wales Conservatory;03;22;
K:LCD-1987-232*3;Thaumatophyllum adamantinum;Princess of Wales Conservatory;01;13;
K:LCD-1964-10301*2;Pteris cretica 'Wimsettii';Princess of Wales Conservatory;05;02;
K:LCD-1973-13006*4;Asystasia travancorica;Princess of Wales Conservatory;04;02;
K:LCD-1979-3485*2;Megaskepasma erythrochlamys;Princess of Wales Conservatory;01;26;
K:LCD-1982-2031*2;Ctenanthe burle-marxii var. obscura;Princess of Wales Conservatory;04;05;
K:LCD-1992-3513*2;Passiflora × violacea;Princess of Wales Conservatory;02;CONTAINER;
K:LCD-1990-2287*3;Albizia atakataka;Princess of Wales Conservatory;03;22;
K:LCD-1981-2378*3;Ctenanthe lubbersiana;Princess of Wales Conservatory;01;26;
K:LCD-1982-2029*3;Trachyphrynium braunianum;Princess of Wales Conservatory;01;28;
K:LCD-2013-874*2;Athyrium otophorum;Princess of Wales Conservatory;02;06;
K:LCD-1958-38603*1;Ixora williamsii;Princess of Wales Conservatory;01;15;
K:LCD-2004-2611*1;Philodendron mamei;Princess of Wales Conservatory;01;04;
K:LCD-1993-3242*3;Sanchezia oblonga;Princess of Wales Conservatory;01;03;
K:LCD-1973-368*2;Anthurium polyschistum;Princess of Wales Conservatory;01;09;
K:LCD-1985-3535*1;Sedum adolphi;Princess of Wales Conservatory;03;14;
K:LCD-1978-1921*4;Barleria oenotheroides;Princess of Wales Conservatory;01;23;
K:LCD-1981-2353*4;Calathea bella;Princess of Wales Conservatory;01;21;
K:LCD-2002-610*3;Trichodiadema stellatum;Princess of Wales Conservatory;03;08;
K:LCD-1973-4424*2;Crassula lanuginosa;Princess of Wales Conservatory;03;02;
K:LCD-1976-6396*2;Scilla latifolia;Princess of Wales Conservatory;03;13;
K:LCD-1969-1778*3;Peperomia flexicaulis;Princess of Wales Conservatory;01;28;
K:LCD-1984-8199*1;Ficus hispida;Princess of Wales Conservatory;01;04;
K:LCD-1996-2692*1;Heliconia stricta 'Dwarf Jamaican';Princess of Wales Conservatory;01;06;
K:LCD-1999-592*4;Alpinia katsumadae;Princess of Wales Conservatory;04;08;
K:LCD-1997-120*2;Woodwardia unigemmata;Princess of Wales Conservatory;02;06;
K:LCD-1975-693*1;Puya ferruginea;Princess of Wales Conservatory;03;23;
K:LCD-2001-4139*1;Plectranthus mutabilis;Princess of Wales Conservatory;03;03;
K:LCD-2010-619*1;Passiflora lindeniana;Princess of Wales Conservatory;07;03;
K:LCD-1965-62301*3;Maranta leuconeura var. leuconeura 'Fascinator';Princess of Wales Conservatory;01;23;
K:LCD-2012-54*2;Dioscorea elephantipes;Princess of Wales Conservatory;03;21;
K:LCD-2013-1466*3;Etlingera hemisphaerica;Princess of Wales Conservatory;01;21;
K:LCD-1969-51756*3;Aechmea dealbata;Princess of Wales Conservatory;01;02;
K:LCD-1986-1761*1;Ardisia crispa;Princess of Wales Conservatory;01;06;
K:LCD-1966-12801*4;Crassula perfoliata var. coccinea;Princess of Wales Conservatory;03;02;
K:LCD-1969-16943*2;Agapetes obovata;Princess of Wales Conservatory;05;06;
K:LCD-1980-1638*1;Xanthosoma sagittifolium;Princess of Wales Conservatory;01;10;
K:LCD-1981-382*2;Tillandsia juncea;Princess of Wales Conservatory;01;02;
K:LCD-1996-5107*2;Aglaonema tenuipes;Princess of Wales Conservatory;01;28;
K:LCD-2013-1494*2;Dillenia indica;Princess of Wales Conservatory;04;10;
K:LCD-1944-21402*1;Crassula brevifolia subsp. brevifolia;Princess of Wales Conservatory;03;07;
K:LCD-1982-4594*1;Cyrtosperma macrotum;Princess of Wales Conservatory;01;26;
K:LCD-1984-3341*2;Hoya diversifolia;Princess of Wales Conservatory;01;23;
K:LCD-1984-3540*3;Agave difformis;Princess of Wales Conservatory;03;12;
K:LCD-1986-6025*3;Costus tappenbeckianus;Princess of Wales Conservatory;01;21;
K:LCD-1968-38203*1;Philodendron hederaceum var. hederaceum;Princess of Wales Conservatory;01;11;
K:LCD-1963-80004*2;Odontophorus marlothii;Princess of Wales Conservatory;03;07;
K:LCD-2000-2763*3;Passiflora mollissima;Princess of Wales Conservatory;07;03;
K:LCD-1973-13435*1;Episcia reptans;Princess of Wales Conservatory;01;06;
K:LCD-2007-1156*1;Pelargonium citronellum;Princess of Wales Conservatory;03;11;
K:LCD-2011-317*2;Bijlia dilatata;Princess of Wales Conservatory;03;08;
K:LCD-1973-13968*1;Curculigo capitulata;Princess of Wales Conservatory;01;06;
K:LCD-1988-8618*2;Freycinetia scandens;Princess of Wales Conservatory;04;08;
K:LCD-2004-2204*3;Pelargonium 'Varigated Fragrans';Princess of Wales Conservatory;03;10;
K:LCD-1938-79201*2;Crassula arborescens subsp. arborescens;Princess of Wales Conservatory;03;06;
K:LCD-1983-2093*3;Maranta bicolor;Princess of Wales Conservatory;01;26;
K:LCD-1986-5978*10;Coelogyne Burfordiense gx;Princess of Wales Conservatory;07;03;
K:LCD-1965-24804*3;Pitcairnia xanthocalyx;Princess of Wales Conservatory;01;10;
K:LCD-1953-39107*1;Begonia stolzii;Princess of Wales Conservatory;01;23;
K:LCD-1975-6372*3;Aeonium undulatum;Princess of Wales Conservatory;03;13;
K:LCD-1973-19492*3;Begonia × erythrophylla;Princess of Wales Conservatory;01;04;
K:LCD-1929-28501*2;Musa 'Lacatan';Princess of Wales Conservatory;01;20;
K:LCD-2005-2390*2;Pelargonium 'Orsett';Princess of Wales Conservatory;03;10;
K:LCD-2008-1604*2;Aechmea warasii;Princess of Wales Conservatory;01;03;LOG
K:LCD-2005-1226*1;Philodendron deflexum;Princess of Wales Conservatory;01;09;
K:LCD-1969-12422*2;Sansevieria stuckyi;Princess of Wales Conservatory;03;21;
K:LCD-1953-39104*2;Begonia gigantea;Princess of Wales Conservatory;01;23;
K:LCD-2005-1222*3;Philodendron squamiferum;Princess of Wales Conservatory;01;03;THEATRE
K:LCD-1979-201*2;Begonia kewensis;Princess of Wales Conservatory;01;23;
K:LCD-2001-3651*7;Spathiphyllum 'Domino';Princess of Wales Conservatory;01;04;
K:LCD-1979-3155*3;Dieffenbachia seguine;Princess of Wales Conservatory;01;08;
K:LCD-1968-38203*4;Philodendron hederaceum var. hederaceum;Princess of Wales Conservatory;01;04;
K:LCD-1964-40105*2;Begonia dietrichiana;Princess of Wales Conservatory;01;23;
K:LCD-2013-1131*4;Elettaria cardamomum;Princess of Wales Conservatory;01;06;
K:LCD-1973-19492*2;Begonia × erythrophylla;Princess of Wales Conservatory;01;23;
K:LCD-2005-74*2;Pelargonium denticulatum;Princess of Wales Conservatory;03;11;
K:LCD-1984-5509*3;Sedum 'Burito';Princess of Wales Conservatory;03;14;
K:LCD-2014-1336*2;Convolvulus caput-medusae;Princess of Wales Conservatory;03;13;
K:LCD-2012-1426*2;Adenia lobata;Princess of Wales Conservatory;01;26;E7
K:LCD-1979-3507*2;Medinilla pendula;Princess of Wales Conservatory;01;04;
K:LCD-2001-4494*4;Aeschynanthus 'Big Apple';Princess of Wales Conservatory;01;23;
K:LCD-1975-5029*3;Delonix regia;Princess of Wales Conservatory;03;22;
K:LCD-1985-5383*3;Gustavia longifolia;Princess of Wales Conservatory;04;04;
K:LCD-1977-406*3;Plectranthus hadiensis;Princess of Wales Conservatory;03;05;
K:LCD-1971-776*2;Begonia convolvulacea;Princess of Wales Conservatory;01;23;
K:LCD-2001-4300*2;Veltheimia bracteata;Princess of Wales Conservatory;03;21;
K:LCD-1987-715*4;Kaempferia pulchra;Princess of Wales Conservatory;01;21;
K:LCD-1973-13028*1;Agave bracteosa;Princess of Wales Conservatory;03;12;
K:LCD-2009-3256*3;Drosera venusta;Princess of Wales Conservatory;09;01;
