"species","genus","family","garden"
"Neobuxbaumia polylopha","Neobuxbaumia","Cactaceae","ge"
"Nageia nagi","Nageia","Podocarpaceae","ge"
"Aloe viridiflora","Aloe","Asphodelaceae","ge"
"Hibiscus rosa-sinensis","Hibiscus","Malvaceae","ge"
"Aloe striata","Aloe","Asphodelaceae","ge"
"Aloe peglerae","Aloe","Asphodelaceae","ge"
"Citrus medica","Citrus","Rutaceae","ge"
"Aloe erythrophylla","Aloe","Asphodelaceae","ge"
"Citrus bergamia","Citrus","Rutaceae","ge"
"Pelargonium reniforme","Pelargonium","Geraniaceae","ge"
"Tagetes patula","Tagetes","Asteraceae","ge"
"Senecio citriformis","Senecio","Asteraceae","ge"
"Dicksonia antarctica","Dicksonia","Dicksoniaceae","ge"
"Vriesea sucrei","Vriesea","Bromeliaceae","ge"
"Passiflora coriacea","Passiflora","Passifloraceae","ge"
"Blechnum moorei","Blechnum","Blechnaceae","ge"
"Passiflora holosericea","Passiflora","Passifloraceae","ge"
"Hosta crispula","Hosta","Asparagaceae","ge"
"Hosta sieboldiana","Hosta","Asparagaceae","ge"
"Aglaomorpha novoguineensis","Aglaomorpha","Polypodiaceae","ge"
"Hosta undulata","Hosta","Asparagaceae","ge"
"Hosta plantaginea","Hosta","Asparagaceae","ge"
"Scrophularia nodosa","Scrophularia","Scrophulariaceae","ge"
"Crescentia cujete","Crescentia","Bignoniaceae","ge"
"Dryopteris filix-mas","Dryopteris","Dryopteridaceae","ge"
"Dryopteris filix-mas","Dryopteris","Dryopteridaceae","ge"
"Dryopteris filix-mas","Dryopteris","Dryopteridaceae","ge"
"Nerine bowdenii","Nerine","Amaryllidaceae","ge"
"Echinopsis lamprochlora","Echinopsis","Cactaceae","ge"
"Begonia rajah","Begonia","Begoniaceae","ge"
"Ambrosia chamissonis","Ambrosia","Asteraceae","ge"
"Salvia hierosolymitana","Salvia","Lamiaceae","ge"
"Mammillaria elongata","Mammillaria","Cactaceae","ge"
"Euphorbia milii","Euphorbia","Euphorbiaceae","ge"
"Carex morrowii","Carex","Cyperaceae","ge"
"Euphorbia milii","Euphorbia","Euphorbiaceae","ge"
"Campanula peregrina","Campanula","Campanulaceae","ge"
"Androsace adfinis","Androsace","Primulaceae","ge"
"Phagnalon rupestre","Phagnalon","Asteraceae","ge"
"Isatis tinctoria","Isatis","Brassicaceae","ge"
"Vriesea sucrei","Vriesea","Bromeliaceae","ge"
"Billbergia kuhlmannii","Billbergia","Bromeliaceae","ge"
"Gloxinia perennis","Gloxinia","Gesneriaceae","ge"
"Pelargonium klinghardtense","Pelargonium","Geraniaceae","ge"
"Sinningia bullata","Sinningia","Gesneriaceae","ge"
"Codonanthe gracilis","Codonanthe","Gesneriaceae","ge"
"Raphia australis","Raphia","Arecaceae","ge"
"Cupressus bakeri","Cupressus","Cupressaceae","ge"
"Chamaecyparis pisifera","Chamaecyparis","Cupressaceae","ge"
"Anthurium veitchii","Anthurium","Araceae","ge"
"Pieris taiwanensis","Pieris","Ericaceae","ge"
"Rhododendron dalhousiae","Rhododendron","Ericaceae","ge"
"Rhipsalis clavata","Rhipsalis","Cactaceae","ge"
"Rhipsalis pachyptera","Rhipsalis","Cactaceae","ge"
"Helichrysum thianschanicum","Helichrysum","Asteraceae","ge"
"Lepidium meyenii","Lepidium","Brassicaceae","ge"
"Rosa rugosa","Rosa","Rosaceae","ge"
"Allium cepa","Allium","Amaryllidaceae","ge"
"Glycine max","Glycine","Fabaceae","ge"
"Beta vulgaris","Beta","Amaranthaceae","ge"
"Rosa ","Rosa","Rosaceae","ge"
"Schlumbergera ","Schlumbergera","Cactaceae","ge"
"Dryopteris villarii","Dryopteris","Dryopteridaceae","ge"
"Saxifraga sancta","Saxifraga","Saxifragaceae","ge"
"Aeonium simsii","Aeonium","Crassulaceae","ge"
"Pelargonium exstipulatum","Pelargonium","Geraniaceae","ge"
"Nymphaea lotus","Nymphaea","Nymphaeaceae","ge"
"Citrus medica","Citrus","Rutaceae","ge"
"Urtica dioica","Urtica","Urticaceae","ge"
"Ribes nigrum","Ribes","Grossulariaceae","ge"
"Stapelia gettliffei","Stapelia","Apocynaceae","ge"
"Paphiopedilum insigne","Paphiopedilum","Orchidaceae","ge"
"Hyophorbe lagenicaulis","Hyophorbe","Arecaceae","ge"
"Coelogyne cristata","Coelogyne","Orchidaceae","ge"
"Oncidium ","Oncidium","Orchidaceae","ge"
"Colocasia gigantea","Colocasia","Araceae","ge"
"Senecio stapeliiformis","Senecio","Asteraceae","ge"
"Passiflora vitifolia","Passiflora","Passifloraceae","ge"
"Rhipsalis paradoxa","Rhipsalis","Cactaceae","ge"
"Rhipsalis aculeata","Rhipsalis","Cactaceae","ge"
"Rhipsalis teres","Rhipsalis","Cactaceae","ge"
"Annona cherimola","Annona","Annonaceae","ge"
"Stenochlaena palustris","Stenochlaena","Blechnaceae","ge"
"Cycas circinalis","Cycas","Cycadaceae","ge"
"Arenga engleri","Arenga","Arecaceae","ge"
"Rhipsalis mesembryanthemoides","Rhipsalis","Cactaceae","ge"
"Begonia fuchsioides","Begonia","Begoniaceae","ge"
"Begonia ","Begonia","Begoniaceae","ge"
"Oreocereus celsianus","Oreocereus","Cactaceae","ge"
"Coelogyne cristata","Coelogyne","Orchidaceae","ge"
"Banisteriopsis caapi","Banisteriopsis","Malpighiaceae","ge"
"Pandanus caricosus","Pandanus","Pandanaceae","ge"
"Bauhinia ","Bauhinia","Fabaceae","ge"
"Dracaena umbraculifera","Dracaena","Asparagaceae","ge"
"Euphorbia triangularis","Euphorbia","Euphorbiaceae","ge"
"Asplundia rigida","Asplundia","Cyclanthaceae","ge"
"Selaginella martensii","Selaginella","Selaginellaceae","ge"
"Adiantum macrophyllum","Adiantum","Pteridaceae","ge"
"Rhynchoglossum gardneri","Rhynchoglossum","Gesneriaceae","ge"
"Epiphyllum oxypetalum","Epiphyllum","Cactaceae","ge"
"Selaginella martensii","Selaginella","Selaginellaceae","ge"
"Selaginella martensii","Selaginella","Selaginellaceae","ge"
"Vanilla pompona","Vanilla","Orchidaceae","ge"
"Piper crocatum","Piper","Piperaceae","ge"
"Ochna serrulata","Ochna","Ochnaceae","ge"
"Begonia tomentosa","Begonia","Begoniaceae","ge"
"Sinningia schiffneri","Sinningia","Gesneriaceae","ge"
"Leptospermum scoparium","Leptospermum","Myrtaceae","ge"
"Cordyline obtecta","Cordyline","Asparagaceae","ge"
"Pteris cretica","Pteris","Pteridaceae","ge"
"Commiphora saxicola","Commiphora","Burseraceae","ge"
"Veronica bollonsii","Veronica","Plantaginaceae","ge"
"Poa colensoi","Poa","Poaceae","ge"
"Aloe littoralis","Aloe","Asphodelaceae","ge"
"Aloe monotropa","Aloe","Asphodelaceae","ge"
"Macadamia tetraphylla","Macadamia","Proteaceae","ge"
"Aloe kaokoensis","Aloe","Asphodelaceae","ge"
"Aloe dawei","Aloe","Asphodelaceae","ge"
"Hakea salicifolia","Hakea","Proteaceae","ge"
"Aloe excelsa","Aloe","Asphodelaceae","ge"
"Aloe catengiana","Aloe","Asphodelaceae","ge"
"Cyclamen africanum","Cyclamen","Primulaceae","ge"
"Aloe spicata","Aloe","Asphodelaceae","ge"
"Gentiana olgae","Gentiana","Gentianaceae","ge"
"Dicksonia antarctica","Dicksonia","Dicksoniaceae","ge"
"Anemone tomentosa","Anemone","Ranunculaceae","ge"
"Melaleuca hypericifolia","Melaleuca","Myrtaceae","ge"
"Iris reichenbachii","Iris","Iridaceae","ge"
"Sternbergia lutea","Sternbergia","Amaryllidaceae","ge"
"Jasminum fruticans","Jasminum","Oleaceae","ge"
"Aloe striatula","Aloe","Asphodelaceae","ge"
"Fritillaria pallidiflora","Fritillaria","Liliaceae","ge"
"Passiflora rubra","Passiflora","Passifloraceae","ge"
"Salvia apiana","Salvia","Lamiaceae","ge"
"Ilex integra","Ilex","Aquifoliaceae","ge"
"Pachypodium densiflorum","Pachypodium","Apocynaceae","ge"
"Gardenia jasminoides","Gardenia","Rubiaceae","ge"
"Albuca rupestris","Albuca","Asparagaceae","ge"
"Albuca shawii","Albuca","Asparagaceae","ge"
"Citrus paradisi","Citrus","Rutaceae","ge"
"Selliguea feei","Selliguea","Polypodiaceae","ge"
"Platycerium stemaria","Platycerium","Polypodiaceae","ge"
"Pelargonium scabrum","Pelargonium","Geraniaceae","ge"
"Pelargonium papilionaceum","Pelargonium","Geraniaceae","ge"
"Pelargonium ","Pelargonium","Geraniaceae","ge"
"Pelargonium ionidiflorum","Pelargonium","Geraniaceae","ge"
"Pelargonium ","Pelargonium","Geraniaceae","ge"
"Serenoa repens","Serenoa","Arecaceae","ge"
"Pelargonium papilionaceum","Pelargonium","Geraniaceae","ge"
"Pelargonium asperum","Pelargonium","Geraniaceae","ge"
"Tillandsia chapalillaensis","Tillandsia","Bromeliaceae","ge"
"Pelargonium abrotanifolium","Pelargonium","Geraniaceae","ge"
"Pelargonium ","Pelargonium","Geraniaceae","ge"
"Vriesea heliconioides","Vriesea","Bromeliaceae","ge"
"Juniperus virginiana","Juniperus","Cupressaceae","ge"
"Arthropodium cirrhatum","Arthropodium","Asparagaceae","ge"
"Raphia palma-pinus","Raphia","Arecaceae","ge"
"Acrocomia aculeata","Acrocomia","Arecaceae","ge"
"Cupressus funebris","Cupressus","Cupressaceae","ge"
"Jasminum nudiflorum","Jasminum","Oleaceae","ge"
"Lythrum salicaria","Lythrum","Lythraceae","ge"
"Imperata cylindrica","Imperata","Poaceae","ge"
"Pseudophoenix sargentii","Pseudophoenix","Arecaceae","ge"
"Taxus baccata","Taxus","Taxaceae","ge"
"Cupressus bakeri","Cupressus","Cupressaceae","ge"
"Calyptrochilum emarginatum","Calyptrochilum","Orchidaceae","ge"
"Ephedra intermedia","Ephedra","Ephedraceae","ge"
"Pinus mugo","Pinus","Pinaceae","ge"
"Juniperus sabina","Juniperus","Cupressaceae","ge"
"Sorbus domestica","Sorbus","Rosaceae","ge"
"Philadelphus coronarius","Philadelphus","Hydrangeaceae","ge"
"Vitex agnus-castus","Vitex","Lamiaceae","ge"
"Pinus mugo","Pinus","Pinaceae","ge"
"Spiraea �cinerea","Spiraea","Rosaceae","ge"
"Viburnum plicatum","Viburnum","Viburnaceae","ge"
"Peucedanum ostruthium","Peucedanum","Apiaceae","ge"
"Ribes nigrum","Ribes","Grossulariaceae","ge"
"Drymonia pulchra","Drymonia","Gesneriaceae","ge"
"Ficus villosa","Ficus","Moraceae","ge"
"Lockhartia imbricata","Lockhartia","Orchidaceae","ge"
"Columnea guttata","Columnea","Gesneriaceae","ge"
"Dendrochilum wenzelii","Dendrochilum","Orchidaceae","ge"
"Ornithidium sophronitis","Ornithidium","Orchidaceae","ge"
"Markea sessiliflora","Markea","Solanaceae","ge"
"Davallodes hirsutum","Davallodes","Davalliaceae","ge"
"Deuterocohnia longipetala","Deuterocohnia","Bromeliaceae","ge"
"Nautilocalyx pemphidius","Nautilocalyx","Gesneriaceae","ge"
"Ratibida pinnata","Ratibida","Asteraceae","ge"
"Viburnum opulus","Viburnum","Viburnaceae","ge"
"Prunus domestica","Prunus","Rosaceae","ge"
"Prunus cerasifera","Prunus","Rosaceae","ge"
"Malus domestica","Malus","Rosaceae","ge"
"Prunus domestica","Prunus","Rosaceae","ge"
"Sinningia schiffneri","Sinningia","Gesneriaceae","ge"
"Malus domestica","Malus","Rosaceae","ge"
"Prunus cerasifera","Prunus","Rosaceae","ge"
"Pyrus communis","Pyrus","Rosaceae","ge"
"Aglaomorpha drynarioides","Aglaomorpha","Polypodiaceae","ge"
"Cibotium schiedei","Cibotium","Cibotiaceae","ge"
"Hemigraphis alternata","Hemigraphis","Acanthaceae","ge"
"Nematanthus maculatus","Nematanthus","Gesneriaceae","ge"
"Adiantum macrophyllum","Adiantum","Pteridaceae","ge"
"Pelargonium ionidiflorum","Pelargonium","Geraniaceae","ge"
"Rhipsalis campos-portoana","Rhipsalis","Cactaceae","ge"
"Nepenthes ventricosa","Nepenthes","Nepenthaceae","ge"
"Blechnum brasiliense","Blechnum","Blechnaceae","ge"
"Rhynchoglossum gardneri","Rhynchoglossum","Gesneriaceae","ge"
"Stachytarpheta cayennensis","Stachytarpheta","Verbenaceae","ge"
"Pilea crassifolia","Pilea","Urticaceae","ge"
"Kalanchoe tetraphylla","Kalanchoe","Crassulaceae","ge"
"Aglaomorpha drynarioides","Aglaomorpha","Polypodiaceae","ge"
"Tillandsia xerographica","Tillandsia","Bromeliaceae","ge"
"Cibotium schiedei","Cibotium","Cibotiaceae","ge"
"Euphorbia canariensis","Euphorbia","Euphorbiaceae","ge"
"Aloe bussei","Aloe","Asphodelaceae","ge"
"Aeonium canariense","Aeonium","Crassulaceae","ge"
"Cyphostemma juttae","Cyphostemma","Vitaceae","ge"
"Sinningia ","Sinningia","Gesneriaceae","ge"
"Drymonia ","Drymonia","Gesneriaceae","ge"
"Peperomia urocarpa","Peperomia","Piperaceae","ge"
"Sansevieria arborescens","Sansevieria","Asparagaceae","ge"
"Silene tomentosa","Silene","Caryophyllaceae","ge"
"Dracaena umbraculifera","Dracaena","Asparagaceae","ge"
"Blechnum brasiliense","Blechnum","Blechnaceae","ge"
"Scilla autumnalis","Scilla","Asparagaceae","ge"
"Narcissus tazetta","Narcissus","Amaryllidaceae","ge"
"Sedum laconicum","Sedum","Crassulaceae","ge"
"Impatiens hians","Impatiens","Balsaminaceae","ge"
"Cyclamen persicum","Cyclamen","Primulaceae","ge"
"Leonurus cardiaca","Leonurus","Lamiaceae","ge"
"Campanula peregrina","Campanula","Campanulaceae","ge"
"Muscari racemosum","Muscari","Asparagaceae","ge"
"Gentiana froelichii","Gentiana","Gentianaceae","ge"
"Antirrhinum majus","Antirrhinum","Plantaginaceae","ge"
"Sabal palmetto","Sabal","Arecaceae","ge"
"Vriesea sucrei","Vriesea","Bromeliaceae","ge"
"Plumeria ","Plumeria","Apocynaceae","ge"
"Rheum officinale","Rheum","Polygonaceae","ge"
"Rhopalostylis baueri","Rhopalostylis","Arecaceae","ge"
"Clivia miniata","Clivia","Amaryllidaceae","ge"
"Trithrinax brasiliensis","Trithrinax","Arecaceae","ge"
"Thunbergia battiscombei","Thunbergia","Acanthaceae","ge"
"Tagetes minuta","Tagetes","Asteraceae","ge"
"Begonia mexicana","Begonia","Begoniaceae","ge"
"Hyophorbe lagenicaulis","Hyophorbe","Arecaceae","ge"
"Dypsis lutescens","Dypsis","Arecaceae","ge"
"Ocimum basilicum","Ocimum","Lamiaceae","ge"
"Vriesea sanguinolenta","Vriesea","Bromeliaceae","ge"
"Cucurbita moschata","Cucurbita","Cucurbitaceae","ge"
"Dianthus tianschanicus","Dianthus","Caryophyllaceae","ge"
"Asparagus densiflorus","Asparagus","Asparagaceae","ge"
"Cucumis melo","Cucumis","Cucurbitaceae","ge"
"Aloe vaotsanda","Aloe","Asphodelaceae","ge"
"Aloe albiflora","Aloe","Asphodelaceae","ge"
"Aeonium urbicum","Aeonium","Crassulaceae","ge"
"Cereus forbesii","Cereus","Cactaceae","ge"
"Alluaudia procera","Alluaudia","Didiereaceae","ge"
"Eriocereus jusbertii","Eriocereus","Cactaceae","ge"
"Copiapoa kraintziana","Copiapoa","Cactaceae","ge"
"Epiphyllum �hybride","Epiphyllum","Cactaceae","ge"
"Thymus saturejoides","Thymus","Lamiaceae","ge"
"Nepeta �faasenii","Nepeta","Lamiaceae","ge"
"Thymus saturejoides","Thymus","Lamiaceae","ge"
"Haworthia glauca","Haworthia","Asphodelaceae","ge"
"Conophytum ficiforme","Conophytum","Aizoaceae","ge"
"Thymus saturejoides","Thymus","Lamiaceae","ge"
"Dianthus japonicus","Dianthus","Caryophyllaceae","ge"
"Crassula setulosa","Crassula","Crassulaceae","ge"
"Raphia australis","Raphia","Arecaceae","ge"
"Coccothrinax barbadensis","Coccothrinax","Arecaceae","ge"
"Gentiana clusii","Gentiana","Gentianaceae","ge"
"Tofieldia calyculata","Tofieldia","Tofieldiaceae","ge"
"Laccosperma secundiflorum","Laccosperma","Arecaceae","ge"
"Peperomia verticillata","Peperomia","Piperaceae","ge"
"Anthurium ","Anthurium","Araceae","ge"
"Remusatia vivipara","Remusatia","Araceae","ge"
"Anthurium ","Anthurium","Araceae","ge"
"Nandina domestica","Nandina","Berberidaceae","ge"
"Selaginella erythropus","Selaginella","Selaginellaceae","ge"
"Ribes fasciculatum","Ribes","Grossulariaceae","ge"
"Ribes diacanthum","Ribes","Grossulariaceae","ge"
"Aechmea sphaerocephala","Aechmea","Bromeliaceae","ge"
"Lagerstroemia indica","Lagerstroemia","Lythraceae","ge"
"Ribes americanum","Ribes","Grossulariaceae","ge"
"Vitex agnus-castus","Vitex","Lamiaceae","ge"
"Artemisia vulgaris","Artemisia","Asteraceae","ge"
"Ribes aureum","Ribes","Grossulariaceae","ge"
"Ribes odoratum","Ribes","Grossulariaceae","ge"
"Prunus domestica","Prunus","Rosaceae","ge"
"Gentiana punctata","Gentiana","Gentianaceae","ge"
"Foeniculum vulgare","Foeniculum","Apiaceae","ge"
"Dianthus superbus","Dianthus","Caryophyllaceae","ge"
"Arabis pumila","Arabis","Brassicaceae","ge"
"Selaginella kraussiana","Selaginella","Selaginellaceae","ge"
"Adiantum macrophyllum","Adiantum","Pteridaceae","ge"
"Helicodiceros muscivorus","Helicodiceros","Araceae","ge"
"Begonia acida","Begonia","Begoniaceae","ge"
"Alyssum borzaeanum","Alyssum","Brassicaceae","ge"
"Pachypodium rosulatum","Pachypodium","Apocynaceae","ge"
"Billbergia brasiliensis","Billbergia","Bromeliaceae","ge"
"Agave isthmensis","Agave","Asparagaceae","ge"
"Sinningia eumorpha","Sinningia","Gesneriaceae","ge"
"Agave mitis","Agave","Asparagaceae","ge"
"Peperomia serpens","Peperomia","Piperaceae","ge"
"Dryopteris filix-mas","Dryopteris","Dryopteridaceae","ge"
"Danae racemosa","Danae","Asparagaceae","ge"
"Crassula ovata","Crassula","Crassulaceae","ge"
"Skimmia reevesiana","Skimmia","Rutaceae","ge"
"Kalanchoe tetraphylla","Kalanchoe","Crassulaceae","ge"
"Brunnera macrophylla","Brunnera","Boraginaceae","ge"
"Lycopersicon esculentum","Lycopersicon","Solanaceae","ge"
"Senna artemisioides","Senna","Fabaceae","ge"
"Ruscus aculeatus","Ruscus","Asparagaceae","ge"
"Lycopersicon esculentum","Lycopersicon","Solanaceae","ge"
"Sedum spectabile","Sedum","Crassulaceae","ge"
"Sedum spectabile","Sedum","Crassulaceae","ge"
"Aechmea bromeliifolia","Aechmea","Bromeliaceae","ge"
"Pteridium aquilinum","Pteridium","Dennstaedtiaceae","ge"
"Aechmea castelnavii","Aechmea","Bromeliaceae","ge"
" spurium","","","ge"
"Hydnophytum simplex","Hydnophytum","Rubiaceae","ge"
"Lecanopteris carnosa","Lecanopteris","Polypodiaceae","ge"
"Hemionitis arifolia","Hemionitis","Pteridaceae","ge"
"Platycerium angolense","Platycerium","Polypodiaceae","ge"
"Llavea cordifolia","Llavea","Pteridaceae","ge"
"Senecio kleinia","Senecio","Asteraceae","ge"
"Nauplius sericeus","Nauplius","Asteraceae","ge"
"Astrophytum ornatum","Astrophytum","Cactaceae","ge"
"Trichocereus bridgesii","Trichocereus","Cactaceae","ge"
"Echinocereus papillosus","Echinocereus","Cactaceae","ge"
"Espostoa ","Espostoa","Cactaceae","ge"
"Haworthia ","Haworthia","Asphodelaceae","ge"
"Nauplius sericeus","Nauplius","Asteraceae","ge"
"Echinocereus dasyacanthus","Echinocereus","Cactaceae","ge"
"Kedrostis punctulata","Kedrostis","Cucurbitaceae","ge"
"Echinopsis ","Echinopsis","Cactaceae","ge"
"Haworthia reticulata","Haworthia","Asphodelaceae","ge"
"Euphorbia horrida","Euphorbia","Euphorbiaceae","ge"
"Trichodiadema densum","Trichodiadema","Aizoaceae","ge"
"Pleiospilos borealis","Pleiospilos","Aizoaceae","ge"
"Agave univittata","Agave","Asparagaceae","ge"
"Euphorbia pillansii","Euphorbia","Euphorbiaceae","ge"
"Lithops ","Lithops","Aizoaceae","ge"
"Matucana madisoniorum","Matucana","Cactaceae","ge"
"Haworthia retusa","Haworthia","Asphodelaceae","ge"
"Echinocereus ","Echinocereus","Cactaceae","ge"
"Eulychnia saint-pieana","Eulychnia","Cactaceae","ge"
"Mammillaria hutchisoniana","Mammillaria","Cactaceae","ge"
"Echinofossulocactus ","Echinofossulocactus","Cactaceae","ge"
"Tradescantia zanonia","Tradescantia","Commelinaceae","ge"
"Turbinicarpus gielsdorfianus","Turbinicarpus","Cactaceae","ge"
"Euphorbia grandicornis","Euphorbia","Euphorbiaceae","ge"
"Haworthiopsis venosa","Haworthiopsis","Asphodelaceae","ge"
"Mammillaria meissneri","Mammillaria","Cactaceae","ge"
"Alloplectus calochlamys","Alloplectus","Gesneriaceae","ge"
"Bulbine annua","Bulbine","Asphodelaceae","ge"
"�Gasteraloe smaragdina","�Gasteraloe","Xanthorrhoeaceae","ge"
"Bulbine frutescens","Bulbine","Asphodelaceae","ge"
"Coffea benghalensis","Coffea","Rubiaceae","ge"
"Echeveria elegans","Echeveria","Crassulaceae","ge"
"Beschorneria yuccoides","Beschorneria","Asparagaceae","ge"
"Aloe viridiflora","Aloe","Asphodelaceae","ge"
"Opuntia phaeacantha","Opuntia","Cactaceae","ge"
"Annona muricata","Annona","Annonaceae","ge"
"Stapelia grandiflora","Stapelia","Apocynaceae","ge"
"Opuntia robusta","Opuntia","Cactaceae","ge"
"Agave schottii","Agave","Asparagaceae","ge"
"Aloe maculata","Aloe","Asphodelaceae","ge"
"Agave ","Agave","Asparagaceae","ge"
"Nephrolepis falcata","Nephrolepis","Nephrolepidaceae","ge"
"Nauplius sericeus","Nauplius","Asteraceae","ge"
"Senecio kleinia","Senecio","Asteraceae","ge"
"Lycium barbarum","Lycium","Solanaceae","ge"
"Gentiana pneumonanthe","Gentiana","Gentianaceae","ge"
"Rosa rugosa","Rosa","Rosaceae","ge"
"Scorzonera aristata","Scorzonera","Asteraceae","ge"
"Salix viminalis","Salix","Salicaceae","ge"
"Berberis sibirica","Berberis","Berberidaceae","ge"
"Scorzonera hirsuta","Scorzonera","Asteraceae","ge"
"Salix viminalis","Salix","Salicaceae","ge"
"Abies nebrodensis","Abies","Pinaceae","ge"
"Cupressus cashmeriana","Cupressus","Cupressaceae","ge"
"Hypericum kalmianum","Hypericum","Hypericaceae","ge"
"Marcgravia polyantha","Marcgravia","Marcgraviaceae","ge"
"Begonia paulensis","Begonia","Begoniaceae","ge"
"Begonia subacida","Begonia","Begoniaceae","ge"
"Calyptrochilum christyanum","Calyptrochilum","Orchidaceae","ge"
"Begonia luzonensis","Begonia","Begoniaceae","ge"
"Begonia prismatocarpa","Begonia","Begoniaceae","ge"
"Begonia pedatifida","Begonia","Begoniaceae","ge"
"Prunus dulcis","Prunus","Rosaceae","ge"
"Dictymia mettenii","Dictymia","Polypodiaceae","ge"
"Goniophlebium ","Goniophlebium","Polypodiaceae","ge"
"Goniophlebium ","Goniophlebium","Polypodiaceae","ge"
"Didymochlaena truncatula","Didymochlaena","Didymochlaenaceae","ge"
"Anthurium crystallinum","Anthurium","Araceae","ge"
"Asplenium nidus","Asplenium","Aspleniaceae","ge"
"Vriesea glutinosa","Vriesea","Bromeliaceae","ge"
"Rhytidophyllum petiolare","Rhytidophyllum","Gesneriaceae","ge"
"Dianthus myrtinervius","Dianthus","Caryophyllaceae","ge"
"Epidendrum ","Epidendrum","Orchidaceae","ge"
"Angraecum magdalenae","Angraecum","Orchidaceae","ge"
"Vanilla planifolia","Vanilla","Orchidaceae","ge"
"Dendrobium amethystoglossum","Dendrobium","Orchidaceae","ge"
"Bulbophyllum bequaertii","Bulbophyllum","Orchidaceae","ge"
