filename;sample_id;species;NCBITaxonomy_ID;Ionization_mode;garden;dataset;taxon_scientific_name;taxon_accepted_name;taxon_rank;observation_subject;is_wild;qfield_project;latitude;longitude;collection_date;instrument_model;extraction_method;sample_type
202405081611_EB_dbgi_001878_01_01.mzML;dbgi_001878;Citrus trifoliata L.;NA;Negative;JBUF;jbuf;Citrus trifoliata;Citrus trifoliata L.;species;NA;0;jbuf;46,792217;7,1571016;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001879_01_01.mzML;dbgi_001879;Blitum bonus-henricus (L.) Rchb.;NA;Negative;JBUF;jbuf;Blitum bonus-henricus;Blitum bonus-henricus (L.) Rchb.;species;NA;0;jbuf;46,792088;7,1570040;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001881_01_01.mzML;dbgi_001881;Berteroa incana (L.) DC.;NA;Negative;JBUF;jbuf;Berteroa incana;Berteroa incana (L.) DC.;species;NA;0;jbuf;46,792200;7,1568146;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001887_01_01.mzML;dbgi_001887;Helianthemum nummularium subsp. nummularium;NA;Negative;JBUF;jbuf;Helianthemum nummularium subsp. nummularium;Helianthemum nummularium subsp. nummularium;subspecies;NA;0;jbuf;46,792213;7,1569233;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001901_01_01.mzML;dbgi_001901;Chenopodium quinoa Willd.;NA;Negative;JBUF;jbuf;Chenopodium quinoa;Chenopodium quinoa Willd.;species;NA;0;jbuf;46,792103;7,1569030;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001904_01_01.mzML;dbgi_001904;Cerastium arvense L.;NA;Negative;JBUF;jbuf;Cerastium arvense;Cerastium arvense L.;species;NA;0;jbuf;46,792118;7,1569505;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001913_01_01.mzML;dbgi_001913;Dianthus arenarius L.;NA;Negative;JBUF;jbuf;Dianthus arenarius;Dianthus arenarius L.;species;NA;0;jbuf;46,792133;7,1568990;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001918_01_01.mzML;dbgi_001918;Persicaria maculosa Gray;NA;Negative;JBUF;jbuf;Persicaria maculosa;Persicaria maculosa Gray;species;NA;0;jbuf;46,792110;7,1570150;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001919_01_01.mzML;dbgi_001919;Mirabilis jalapa L.;NA;Negative;JBUF;jbuf;Mirabilis jalapa;Mirabilis jalapa L.;species;NA;0;jbuf;46,792145;7,1567707;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001920_01_01.mzML;dbgi_001920;Lablab purpureus subsp. purpureus;NA;Negative;JBUF;jbuf;Lablab purpureus subsp. purpureus;Lablab purpureus subsp. purpureus;subspecies;NA;0;jbuf;46,792200;7,1571730;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001926_01_01.mzML;dbgi_001926;Cistanthe grandiflora (Lindl.) Schltdl.;NA;Negative;JBUF;jbuf;Cistanthe grandiflora;Cistanthe grandiflora (Lindl.) Schltdl.;species;NA;0;jbuf;46,792175;7,1567070;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001934_01_01.mzML;dbgi_001934;Phaseolus coccineus L.;NA;Negative;JBUF;jbuf;Phaseolus coccineus;Phaseolus coccineus L.;species;NA;0;jbuf;46,792255;7,1572123;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001936_01_01.mzML;dbgi_001936;Portulaca oleracea L.;NA;Negative;JBUF;jbuf;Portulaca oleracea;Portulaca oleracea L.;species;NA;0;jbuf;46,792183;7,1567097;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002251_01_01.mzML;dbgi_002251;Cannabis sativa L.;NA;Negative;JBUF;jbuf;Cannabis sativa;Cannabis sativa L.;species;NA;0;jbuf;46,792145;7,1572340;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002258_01_01.mzML;dbgi_002258;Euphorbia platyphyllos L.;NA;Negative;JBUF;jbuf;Euphorbia platyphyllos;Euphorbia platyphyllos L.;species;NA;0;jbuf;46,792107;7,1572290;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002264_01_01.mzML;dbgi_002264;Lupinus albus L.;NA;Negative;JBUF;jbuf;Lupinus albus;Lupinus albus L.;species;NA;0;jbuf;46,792477;7,1570630;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002271_01_01.mzML;dbgi_002271;Oxalis stricta L.;NA;Negative;JBUF;jbuf;Oxalis stricta;Oxalis stricta L.;species;NA;0;jbuf;46,792137;7,1572084;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002278_01_01.mzML;dbgi_002278;Vicia cracca L.;NA;Negative;JBUF;jbuf;Vicia cracca;Vicia cracca L.;species;NA;0;jbuf;46,792470;7,1571270;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002280_01_01.mzML;dbgi_002280;Trifolium fragiferum L.;NA;Negative;JBUF;jbuf;Trifolium fragiferum;Trifolium fragiferum L.;species;NA;0;jbuf;46,792440;7,1571990;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002313_01_01.mzML;dbgi_002313;Symphytum asperum Lepech.;NA;Negative;JBUF;jbuf;Symphytum asperum;Symphytum asperum Lepech.;species;NA;0;jbuf;46,792570;7,1565943;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002339_01_01.mzML;dbgi_002339;Euphorbia myrsinites L.;NA;Negative;JBUF;jbuf;Euphorbia myrsinites;Euphorbia myrsinites L.;species;NA;0;jbuf;46,792100;7,1572037;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002354_01_01.mzML;dbgi_002354;Linum narbonense L.;NA;Negative;JBUF;jbuf;Linum narbonense;Linum narbonense L.;species;NA;0;jbuf;46,792133;7,1572504;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002355_01_01.mzML;dbgi_002355;Morus nigra L.;NA;Negative;JBUF;jbuf;Morus nigra;Morus nigra L.;species;NA;0;jbuf;46,792194;7,1572633;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002360_01_01.mzML;dbgi_002360;Linum hirsutum L.;NA;Negative;JBUF;jbuf;Linum hirsutum;Linum hirsutum L.;species;NA;1;jbuf;46,792133;7,1572533;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002363_01_01.mzML;dbgi_002363;Quercus pubescens Willd.;NA;Negative;JBUF;jbuf;Quercus pubescens;Quercus pubescens Willd.;species;NA;0;jbuf;46,792294;7,1573230;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002370_01_01.mzML;dbgi_002370;Glycyrrhiza echinata L.;NA;Negative;JBUF;jbuf;Glycyrrhiza echinata;Glycyrrhiza echinata L.;species;NA;0;jbuf;46,792168;7,1571770;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002382_01_01.mzML;dbgi_002382;Laburnum anagyroides Medik.;NA;Negative;JBUF;jbuf;Laburnum anagyroides;Laburnum anagyroides Medik.;species;NA;0;jbuf;46,792400;7,1572030;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002383_01_01.mzML;dbgi_002383;Hypericum calycinum L.;NA;Negative;JBUF;jbuf;Hypericum calycinum;Hypericum calycinum L.;species;NA;0;jbuf;46,792120;7,1571875;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002387_01_01.mzML;dbgi_002387;Ulmus pumila L.;NA;Negative;JBUF;jbuf;Ulmus pumila;Ulmus pumila L.;species;NA;0;jbuf;46,792225;7,1572795;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002393_01_01.mzML;dbgi_002393;Triadenum virginicum (L.) Raf.;NA;Negative;JBUF;jbuf;Triadenum virginicum;Triadenum virginicum (L.) Raf.;species;NA;0;jbuf;46,792126;7,1571940;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002394_01_01.mzML;dbgi_002394;Euphorbia flavicoma DC.;NA;Negative;JBUF;jbuf;Euphorbia flavicoma;Euphorbia flavicoma DC.;species;NA;0;jbuf;46,792095;7,1572113;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002445_01_01.mzML;dbgi_002445;Vinca major L.;NA;Negative;JBUF;jbuf;Vinca major;Vinca major L.;species;NA;0;jbuf;46,792526;7,1568613;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002448_01_01.mzML;dbgi_002448;Asperula taurina L.;NA;Negative;JBUF;jbuf;Asperula taurina;Asperula taurina L.;species;NA;0;jbuf;46,792515;7,1569176;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002453_01_01.mzML;dbgi_002453;Prunus spinosa L.;NA;Negative;JBUF;jbuf;Prunus spinosa;Prunus spinosa L.;species;NA;0;jbuf;46,792538;7,1572480;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002457_01_01.mzML;dbgi_002457;Amsonia orientalis Decne.;NA;Negative;JBUF;jbuf;Amsonia orientalis;Amsonia orientalis Decne.;species;NA;0;jbuf;46,792522;7,1568522;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002458_01_01.mzML;dbgi_002458;Petunia × atkinsiana D.Don ex Loudon;NA;Negative;JBUF;jbuf;Petunia × atkinsiana;Petunia × atkinsiana D.Don ex Loudon;species;NA;0;jbuf;46,792538;7,1567345;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002462_01_01.mzML;dbgi_002462;Poacynum venetum (L.) Mavrodiev, Laktionov & Yu.E.Alexeev;NA;Negative;JBUF;jbuf;Poacynum venetum;Poacynum venetum (L.) Mavrodiev, Laktionov & Yu.E.Alexeev;species;NA;0;jbuf;46,792530;7,1568310;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002464_01_01.mzML;dbgi_002464;Moltkia petraea (Tratt.) Griseb.;NA;Negative;JBUF;jbuf;Moltkia petraea;Moltkia petraea (Tratt.) Griseb.;species;NA;0;jbuf;46,792564;7,1565533;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002465_01_01.mzML;dbgi_002465;Prunus cerasifera Ehrh.;NA;Negative;JBUF;jbuf;Prunus cerasifera;Prunus cerasifera Ehrh.;species;NA;0;jbuf;46,792477;7,1573110;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002479_01_01.mzML;dbgi_002479;Omphalodes verna Moench;NA;Negative;JBUF;jbuf;Omphalodes verna;Omphalodes verna Moench;species;NA;0;jbuf;46,792564;7,1566067;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002503_01_01.mzML;dbgi_002503;Physalis philadelphica subsp. ixocarpa (Brot. ex Hornem.) Sobr.-Vesp. & Sanz-Elorza;NA;Negative;JBUF;jbuf;Physalis philadelphica subsp. ixocarpa;Physalis philadelphica subsp. ixocarpa (Brot. ex Hornem.) Sobr.-Vesp. & Sanz-Elorza;subspecies;NA;0;jbuf;46,792550;7,1565876;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002538_01_01.mzML;dbgi_002538;Thymus pulegioides subsp. pulegioides;NA;Negative;JBUF;jbuf;Thymus pulegioides subsp. pulegioides;Thymus pulegioides subsp. pulegioides;subspecies;NA;0;jbuf;46,792600;7,1566440;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002539_01_01.mzML;dbgi_002539;Verbascum × thapsi L.;NA;Negative;JBUF;jbuf;Verbascum × thapsi;Verbascum × thapsi L.;species;NA;0;jbuf;46,792538;7,1569424;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002544_01_01.mzML;dbgi_002544;Salvia pratensis L.;NA;Negative;JBUF;jbuf;Salvia pratensis;Salvia pratensis L.;species;NA;0;jbuf;46,792590;7,1567590;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002546_01_01.mzML;dbgi_002546;Centaurea nigra subsp. nemoralis (Jord.) Gremli;NA;Negative;JBUF;jbuf;Centaurea nigra subsp. nemoralis;Centaurea nigra subsp. nemoralis (Jord.) Gremli;subspecies;NA;1;jbuf;46,792637;7,1568027;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002551_01_01.mzML;dbgi_002551;Salvia sclarea L.;NA;Negative;JBUF;jbuf;Salvia sclarea;Salvia sclarea L.;species;NA;0;jbuf;46,792590;7,1567802;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002554_01_01.mzML;dbgi_002554;Carthamus lanatus L.;NA;Negative;JBUF;jbuf;Carthamus lanatus;Carthamus lanatus L.;species;NA;0;jbuf;46,792640;7,1567700;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002555_01_01.mzML;dbgi_002555;Prunella vulgaris L.;NA;Negative;JBUF;jbuf;Prunella vulgaris;Prunella vulgaris L.;species;NA;0;jbuf;46,792587;7,1567287;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002561_01_01.mzML;dbgi_002561;Cedronella canariensis (L.) Webb & Berthel.;NA;Negative;JBUF;jbuf;Cedronella canariensis;Cedronella canariensis (L.) Webb & Berthel.;species;NA;0;jbuf;46,792590;7,1567144;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002567_01_01.mzML;dbgi_002567;Carlina acaulis subsp. caulescens (Lam.) Schübl. & G.Martens;NA;Negative;JBUF;jbuf;Carlina acaulis subsp. caulescens;Carlina acaulis subsp. caulescens (Lam.) Schübl. & G.Martens;subspecies;NA;0;jbuf;46,792630;7,1569670;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002568_01_01.mzML;dbgi_002568;Nepeta grandiflora M.Bieb.;NA;Negative;JBUF;jbuf;Nepeta grandiflora;Nepeta grandiflora M.Bieb.;species;NA;0;jbuf;46,792595;7,1567130;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002575_01_01.mzML;dbgi_002575;Centaurea calcitrapa L.;NA;Negative;JBUF;jbuf;Centaurea calcitrapa;Centaurea calcitrapa L.;species;NA;0;jbuf;46,792637;7,1567907;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002577_01_01.mzML;dbgi_002577;Teucrium scorodonia L.;NA;Negative;JBUF;jbuf;Teucrium scorodonia;Teucrium scorodonia L.;species;NA;0;jbuf;46,792580;7,1568685;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002577_01_02.mzML;dbgi_002577;Teucrium scorodonia L.;NA;Negative;JBUF;jbuf;Teucrium scorodonia;Teucrium scorodonia L.;species;NA;0;jbuf;46,792580;7,1568685;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002577_01_03.mzML;dbgi_002577;Teucrium scorodonia L.;NA;Negative;JBUF;jbuf;Teucrium scorodonia;Teucrium scorodonia L.;species;NA;0;jbuf;46,792580;7,1568685;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002580_01_01.mzML;dbgi_002580;Eccremocarpus scaber Ruiz & Pav.;NA;Negative;JBUF;jbuf;Eccremocarpus scaber;Eccremocarpus scaber Ruiz & Pav.;species;NA;0;jbuf;46,792570;7,1569620;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002581_01_01.mzML;dbgi_002581;Jasione laevis Lam.;NA;Negative;JBUF;jbuf;Jasione laevis;Jasione laevis Lam.;species;NA;0;jbuf;46,792600;7,1570810;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002590_01_01.mzML;dbgi_002590;Syringa persica L.;NA;Negative;JBUF;jbuf;Syringa persica;Syringa persica L.;species;NA;0;jbuf;46,792538;7,1570780;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002594_01_01.mzML;dbgi_002594;Thymus vulgaris L.;NA;Negative;JBUF;jbuf;Thymus vulgaris;Thymus vulgaris L.;species;NA;0;jbuf;46,792603;7,1566463;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002601_01_01.mzML;dbgi_002601;Nemesia floribunda Lehm.;NA;Negative;JBUF;jbuf;Nemesia floribunda;Nemesia floribunda Lehm.;species;NA;0;jbuf;46,792538;7,1568847;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002602_01_01.mzML;dbgi_002602;Phygelius capensis E.Mey. ex Benth.;NA;Negative;JBUF;jbuf;Phygelius capensis;Phygelius capensis E.Mey. ex Benth.;species;NA;0;jbuf;46,792538;7,1569533;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002609_01_01.mzML;dbgi_002609;Ligustrum ibota Siebold;NA;Negative;JBUF;jbuf;Ligustrum ibota;Ligustrum ibota Siebold;species;NA;0;jbuf;46,792570;7,1570377;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002610_01_01.mzML;dbgi_002610;Strobilanthes atropurpurea Nees;NA;Negative;JBUF;jbuf;Strobilanthes atropurpurea;Strobilanthes atropurpurea Nees;species;NA;0;jbuf;46,792564;7,1569810;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002619_01_01.mzML;dbgi_002619;Apium graveolens var. dulce (Mill.) Poir.;NA;Negative;JBUF;jbuf;Apium graveolens var. dulce;Apium graveolens var. dulce (Mill.) Poir.;variety;NA;0;jbuf;46,792620;7,1566660;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002621_01_01.mzML;dbgi_002621;Campanula medium L.;NA;Negative;JBUF;jbuf;Campanula medium;Campanula medium L.;species;NA;1;jbuf;46,792610;7,1570406;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002627_01_01.mzML;dbgi_002627;Carduus nutans subsp. nutans;NA;Negative;JBUF;jbuf;Carduus nutans subsp. nutans;Carduus nutans subsp. nutans;subspecies;NA;1;jbuf;46,792637;7,1568537;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002633_01_01.mzML;dbgi_002633;Morina longifolia Wall. ex DC.;NA;Negative;JBUF;jbuf;Morina longifolia;Morina longifolia Wall. ex DC.;species;NA;0;jbuf;46,792600;7,1569138;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002640_01_01.mzML;dbgi_002640;Cirsium acaule (L.) Scop.;NA;Negative;JBUF;jbuf;Cirsium acaule;Cirsium acaule (L.) Scop.;species;NA;0;jbuf;46,792630;7,1568985;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002644_01_01.mzML;dbgi_002644;Pilosella aurantiaca subsp. aurantiaca;NA;Negative;JBUF;jbuf;Pilosella aurantiaca subsp. aurantiaca;Pilosella aurantiaca subsp. aurantiaca;subspecies;NA;0;jbuf;46,792660;7,1565967;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002647_01_01.mzML;dbgi_002647;Stachys recta subsp. recta;NA;Negative;JBUF;jbuf;Stachys recta subsp. recta;Stachys recta subsp. recta;subspecies;NA;0;jbuf;46,792603;7,1565194;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002662_01_01.mzML;dbgi_002662;Scaevola aemula R.Br.;NA;Negative;JBUF;jbuf;Scaevola aemula;Scaevola aemula R.Br.;species;NA;0;jbuf;46,792618;7,1569950;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002669_01_01.mzML;dbgi_002669;Phlomis samia L.;NA;Negative;JBUF;jbuf;Phlomis samia;Phlomis samia L.;species;NA;0;jbuf;46,792587;7,1565022;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002674_01_01.mzML;dbgi_002674;Ilex crenata Thunb.;NA;Negative;JBUF;jbuf;Ilex crenata;Ilex crenata Thunb.;species;NA;0;jbuf;46,792580;7,1571403;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002680_01_01.mzML;dbgi_002680;Apium graveolens var. dulce (Mill.) Poir.;NA;Negative;JBUF;jbuf;Apium graveolens var. dulce;Apium graveolens var. dulce (Mill.) Poir.;variety;NA;0;jbuf;46,792620;7,1566630;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002686_01_01.mzML;dbgi_002686;Hedera colchica (K.Koch) K.Koch;NA;Negative;JBUF;jbuf;Hedera colchica;Hedera colchica (K.Koch) K.Koch;species;NA;0;jbuf;46,792572;7,1564510;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002688_01_01.mzML;dbgi_002688;Kolkwitzia amabilis Graebn.;NA;Negative;JBUF;jbuf;Kolkwitzia amabilis;Kolkwitzia amabilis Graebn.;species;NA;0;jbuf;46,792600;7,1569014;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002701_01_01.mzML;dbgi_002701;Verbascum nigrum L.;NA;Negative;JBUF;jbuf;Verbascum nigrum;Verbascum nigrum L.;species;NA;0;jbuf;46,792538;7,1569285;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002705_01_01.mzML;dbgi_002705;Helwingia japonica (Thunb.) F.Dietr.;NA;Negative;JBUF;jbuf;Helwingia japonica;Helwingia japonica (Thunb.) F.Dietr.;species;NA;0;jbuf;46,792587;7,1571155;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002706_01_01.mzML;dbgi_002706;Hieracium eriophorum St.-Amans;NA;Negative;JBUF;jbuf;Hieracium eriophorum;Hieracium eriophorum St.-Amans;species;NA;0;jbuf;46,792664;7,1565742;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002708_01_01.mzML;dbgi_002708;Clinopodium menthifolium subsp. menthifolium;NA;Negative;JBUF;jbuf;Clinopodium menthifolium subsp. menthifolium;Clinopodium menthifolium subsp. menthifolium;subspecies;NA;0;jbuf;46,792606;7,1566050;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002716_01_01.mzML;dbgi_002716;Phlomoides tuberosa (L.) Moench;NA;Negative;JBUF;jbuf;Phlomoides tuberosa;Phlomoides tuberosa (L.) Moench;species;NA;0;jbuf;46,792587;7,1564940;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002718_01_01.mzML;dbgi_002718;Agastache rugosa (Fisch. & C.A.Mey.) Kuntze;NA;Negative;JBUF;jbuf;Agastache rugosa;Agastache rugosa (Fisch. & C.A.Mey.) Kuntze;species;NA;0;jbuf;46,792595;7,1567000;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002719_01_01.mzML;dbgi_002719;Campanula glomerata L.;NA;Negative;JBUF;jbuf;Campanula glomerata;Campanula glomerata L.;species;NA;0;jbuf;46,792610;7,1570745;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002721_01_01.mzML;dbgi_002721;Mentha longifolia subsp. longifolia;NA;Negative;JBUF;jbuf;Mentha longifolia subsp. longifolia;Mentha longifolia subsp. longifolia;subspecies;NA;0;jbuf;46,792603;7,1566377;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002726_01_01.mzML;dbgi_002726;Cynara cardunculus subsp. cardunculus;NA;Negative;JBUF;jbuf;Cynara cardunculus subsp. cardunculus;Cynara cardunculus subsp. cardunculus;subspecies;NA;0;jbuf;46,792630;7,1569190;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002738_01_01.mzML;dbgi_002738;Xeranthemum annuum L.;NA;Negative;JBUF;jbuf;Xeranthemum annuum;Xeranthemum annuum L.;species;NA;0;jbuf;46,792620;7,1569750;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002742_01_01.mzML;dbgi_002742;Fraxinus ornus L.;NA;Negative;JBUF;jbuf;Fraxinus ornus;Fraxinus ornus L.;species;NA;0;jbuf;46,792545;7,1570544;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002745_01_01.mzML;dbgi_002745;Cirsium oleraceum (L.) Scop.;NA;Negative;JBUF;jbuf;Cirsium oleraceum;Cirsium oleraceum (L.) Scop.;species;NA;0;jbuf;46,792637;7,1568933;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002746_01_01.mzML;dbgi_002746;Campanula rapunculoides L.;NA;Negative;JBUF;jbuf;Campanula rapunculoides;Campanula rapunculoides L.;species;NA;0;jbuf;46,792618;7,1570230;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002893_01_01.mzML;dbgi_002893;Erythroxylum coca var. coca;NA;Negative;JBUF;jbuf;Erythroxylum coca var. coca;Erythroxylum coca var. coca;variety;NA;0;jbuf;46,792686;7,1558657;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002909_01_01.mzML;dbgi_002909;Chamaemelum nobile (L.) All.;NA;Negative;JBUF;jbuf;Chamaemelum nobile;Chamaemelum nobile (L.) All.;species;NA;0;jbuf;46,792667;7,1567480;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002929_01_01.mzML;dbgi_002929;Pentanema salicinum (L.) D.Gut.Larr., Santos-Vicente, Anderb., E.Rico & M.M.Mart.Ort.;NA;Negative;JBUF;jbuf;Pentanema salicinum;Pentanema salicinum (L.) D.Gut.Larr., Santos-Vicente, Anderb., E.Rico & M.M.Mart.Ort.;species;NA;0;jbuf;46,792664;7,1568050;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002934_01_01.mzML;dbgi_002934;Buphthalmum salicifolium L.;NA;Negative;JBUF;jbuf;Buphthalmum salicifolium;Buphthalmum salicifolium L.;species;NA;0;jbuf;46,792660;7,1567800;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_002935_01_01.mzML;dbgi_002935;Silphium perfoliatum L.;NA;Negative;JBUF;jbuf;Silphium perfoliatum;Silphium perfoliatum L.;species;NA;0;jbuf;46,792652;7,1569320;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
