filename;sample_id;species;NCBITaxonomy_ID;Ionization_mode;garden;dataset;taxon_scientific_name;taxon_accepted_name;taxon_rank;observation_subject;is_wild;qfield_project;latitude;longitude;collection_date;instrument_model;extraction_method;sample_type
202405081555_EB_dbgi_002609_01_01.mzML;dbgi_002609;Ligustrum ibota Siebold;NA;Positive;JBUF;jbuf;Ligustrum ibota;Ligustrum ibota Siebold;species;NA;0;jbuf;46,792570;7,1570377;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002610_01_01.mzML;dbgi_002610;Strobilanthes atropurpurea Nees;NA;Positive;JBUF;jbuf;Strobilanthes atropurpurea;Strobilanthes atropurpurea Nees;species;NA;0;jbuf;46,792564;7,1569810;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002619_01_01.mzML;dbgi_002619;Apium graveolens var. dulce (Mill.) Poir.;NA;Positive;JBUF;jbuf;Apium graveolens var. dulce;Apium graveolens var. dulce (Mill.) Poir.;variety;NA;0;jbuf;46,792620;7,1566660;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002621_01_01.mzML;dbgi_002621;Campanula medium L.;NA;Positive;JBUF;jbuf;Campanula medium;Campanula medium L.;species;NA;1;jbuf;46,792610;7,1570406;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002627_01_01.mzML;dbgi_002627;Carduus nutans subsp. nutans;NA;Positive;JBUF;jbuf;Carduus nutans subsp. nutans;Carduus nutans subsp. nutans;subspecies;NA;1;jbuf;46,792637;7,1568537;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002633_01_01.mzML;dbgi_002633;Morina longifolia Wall. ex DC.;NA;Positive;JBUF;jbuf;Morina longifolia;Morina longifolia Wall. ex DC.;species;NA;0;jbuf;46,792600;7,1569138;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002640_01_01.mzML;dbgi_002640;Cirsium acaule (L.) Scop.;NA;Positive;JBUF;jbuf;Cirsium acaule;Cirsium acaule (L.) Scop.;species;NA;0;jbuf;46,792630;7,1568985;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002644_01_01.mzML;dbgi_002644;Pilosella aurantiaca subsp. aurantiaca;NA;Positive;JBUF;jbuf;Pilosella aurantiaca subsp. aurantiaca;Pilosella aurantiaca subsp. aurantiaca;subspecies;NA;0;jbuf;46,792660;7,1565967;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002647_01_01.mzML;dbgi_002647;Stachys recta subsp. recta;NA;Positive;JBUF;jbuf;Stachys recta subsp. recta;Stachys recta subsp. recta;subspecies;NA;0;jbuf;46,792603;7,1565194;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002662_01_01.mzML;dbgi_002662;Scaevola aemula R.Br.;NA;Positive;JBUF;jbuf;Scaevola aemula;Scaevola aemula R.Br.;species;NA;0;jbuf;46,792618;7,1569950;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002669_01_01.mzML;dbgi_002669;Phlomis samia L.;NA;Positive;JBUF;jbuf;Phlomis samia;Phlomis samia L.;species;NA;0;jbuf;46,792587;7,1565022;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002674_01_01.mzML;dbgi_002674;Ilex crenata Thunb.;NA;Positive;JBUF;jbuf;Ilex crenata;Ilex crenata Thunb.;species;NA;0;jbuf;46,792580;7,1571403;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002680_01_01.mzML;dbgi_002680;Apium graveolens var. dulce (Mill.) Poir.;NA;Positive;JBUF;jbuf;Apium graveolens var. dulce;Apium graveolens var. dulce (Mill.) Poir.;variety;NA;0;jbuf;46,792620;7,1566630;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002686_01_01.mzML;dbgi_002686;Hedera colchica (K.Koch) K.Koch;NA;Positive;JBUF;jbuf;Hedera colchica;Hedera colchica (K.Koch) K.Koch;species;NA;0;jbuf;46,792572;7,1564510;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002688_01_01.mzML;dbgi_002688;Kolkwitzia amabilis Graebn.;NA;Positive;JBUF;jbuf;Kolkwitzia amabilis;Kolkwitzia amabilis Graebn.;species;NA;0;jbuf;46,792600;7,1569014;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002701_01_01.mzML;dbgi_002701;Verbascum nigrum L.;NA;Positive;JBUF;jbuf;Verbascum nigrum;Verbascum nigrum L.;species;NA;0;jbuf;46,792538;7,1569285;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002705_01_01.mzML;dbgi_002705;Helwingia japonica (Thunb.) F.Dietr.;NA;Positive;JBUF;jbuf;Helwingia japonica;Helwingia japonica (Thunb.) F.Dietr.;species;NA;0;jbuf;46,792587;7,1571155;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002706_01_01.mzML;dbgi_002706;Hieracium eriophorum St.-Amans;NA;Positive;JBUF;jbuf;Hieracium eriophorum;Hieracium eriophorum St.-Amans;species;NA;0;jbuf;46,792664;7,1565742;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002708_01_01.mzML;dbgi_002708;Clinopodium menthifolium subsp. menthifolium;NA;Positive;JBUF;jbuf;Clinopodium menthifolium subsp. menthifolium;Clinopodium menthifolium subsp. menthifolium;subspecies;NA;0;jbuf;46,792606;7,1566050;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002716_01_01.mzML;dbgi_002716;Phlomoides tuberosa (L.) Moench;NA;Positive;JBUF;jbuf;Phlomoides tuberosa;Phlomoides tuberosa (L.) Moench;species;NA;0;jbuf;46,792587;7,1564940;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002718_01_01.mzML;dbgi_002718;Agastache rugosa (Fisch. & C.A.Mey.) Kuntze;NA;Positive;JBUF;jbuf;Agastache rugosa;Agastache rugosa (Fisch. & C.A.Mey.) Kuntze;species;NA;0;jbuf;46,792595;7,1567000;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002719_01_01.mzML;dbgi_002719;Campanula glomerata L.;NA;Positive;JBUF;jbuf;Campanula glomerata;Campanula glomerata L.;species;NA;0;jbuf;46,792610;7,1570745;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002721_01_01.mzML;dbgi_002721;Mentha longifolia subsp. longifolia;NA;Positive;JBUF;jbuf;Mentha longifolia subsp. longifolia;Mentha longifolia subsp. longifolia;subspecies;NA;0;jbuf;46,792603;7,1566377;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002726_01_01.mzML;dbgi_002726;Cynara cardunculus subsp. cardunculus;NA;Positive;JBUF;jbuf;Cynara cardunculus subsp. cardunculus;Cynara cardunculus subsp. cardunculus;subspecies;NA;0;jbuf;46,792630;7,1569190;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002738_01_01.mzML;dbgi_002738;Xeranthemum annuum L.;NA;Positive;JBUF;jbuf;Xeranthemum annuum;Xeranthemum annuum L.;species;NA;0;jbuf;46,792620;7,1569750;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002742_01_01.mzML;dbgi_002742;Fraxinus ornus L.;NA;Positive;JBUF;jbuf;Fraxinus ornus;Fraxinus ornus L.;species;NA;0;jbuf;46,792545;7,1570544;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002745_01_01.mzML;dbgi_002745;Cirsium oleraceum (L.) Scop.;NA;Positive;JBUF;jbuf;Cirsium oleraceum;Cirsium oleraceum (L.) Scop.;species;NA;0;jbuf;46,792637;7,1568933;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002746_01_01.mzML;dbgi_002746;Campanula rapunculoides L.;NA;Positive;JBUF;jbuf;Campanula rapunculoides;Campanula rapunculoides L.;species;NA;0;jbuf;46,792618;7,1570230;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002893_01_01.mzML;dbgi_002893;Erythroxylum coca var. coca;NA;Positive;JBUF;jbuf;Erythroxylum coca var. coca;Erythroxylum coca var. coca;variety;NA;0;jbuf;46,792686;7,1558657;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002909_01_01.mzML;dbgi_002909;Chamaemelum nobile (L.) All.;NA;Positive;JBUF;jbuf;Chamaemelum nobile;Chamaemelum nobile (L.) All.;species;NA;0;jbuf;46,792667;7,1567480;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002929_01_01.mzML;dbgi_002929;Pentanema salicinum (L.) D.Gut.Larr., Santos-Vicente, Anderb., E.Rico & M.M.Mart.Ort.;NA;Positive;JBUF;jbuf;Pentanema salicinum;Pentanema salicinum (L.) D.Gut.Larr., Santos-Vicente, Anderb., E.Rico & M.M.Mart.Ort.;species;NA;0;jbuf;46,792664;7,1568050;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002934_01_01.mzML;dbgi_002934;Buphthalmum salicifolium L.;NA;Positive;JBUF;jbuf;Buphthalmum salicifolium;Buphthalmum salicifolium L.;species;NA;0;jbuf;46,792660;7,1567800;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002935_01_01.mzML;dbgi_002935;Silphium perfoliatum L.;NA;Positive;JBUF;jbuf;Silphium perfoliatum;Silphium perfoliatum L.;species;NA;0;jbuf;46,792652;7,1569320;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002954_01_01.mzML;dbgi_002954;Tanacetum vulgare L.;NA;Positive;JBUF;jbuf;Tanacetum vulgare;Tanacetum vulgare L.;species;NA;0;jbuf;46,792667;7,1567006;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002955_01_01.mzML;dbgi_002955;Achillea ptarmica L.;NA;Positive;JBUF;jbuf;Achillea ptarmica;Achillea ptarmica L.;species;NA;0;jbuf;46,792670;7,1566720;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002960_01_01.mzML;dbgi_002960;Glebionis carinata (Schousb.) Tzvelev;NA;Positive;JBUF;jbuf;Glebionis carinata;Glebionis carinata (Schousb.) Tzvelev;species;NA;0;jbuf;46,792667;7,1567670;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002965_01_01.mzML;dbgi_002965;Achillea clypeolata Sm.;NA;Positive;JBUF;jbuf;Achillea clypeolata;Achillea clypeolata Sm.;species;NA;0;jbuf;46,792675;7,1566700;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002971_01_01.mzML;dbgi_002971;Rudbeckia speciosa Wender.;NA;Positive;JBUF;jbuf;Rudbeckia speciosa;Rudbeckia speciosa Wender.;species;NA;0;jbuf;46,792652;7,1569490;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002981_01_01.mzML;dbgi_002981;Helianthus annuus L.;NA;Positive;JBUF;jbuf;Helianthus annuus;Helianthus annuus L.;species;NA;0;jbuf;46,792640;7,1570125;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002988_01_01.mzML;dbgi_002988;Leucanthemum vulgare Lam.;NA;Positive;JBUF;jbuf;Leucanthemum vulgare;Leucanthemum vulgare Lam.;species;NA;0;jbuf;46,792664;7,1567490;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002994_01_01.mzML;dbgi_002994;Coreopsis grandiflora Hogg ex Sweet;NA;Positive;JBUF;jbuf;Coreopsis grandiflora;Coreopsis grandiflora Hogg ex Sweet;species;NA;0;jbuf;46,792652;7,1568410;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002995_01_01.mzML;dbgi_002995;Erigeron glaucus Ker Gawl.;NA;Positive;JBUF;jbuf;Erigeron glaucus;Erigeron glaucus Ker Gawl.;species;NA;0;jbuf;46,792686;7,1565420;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_002999_01_01.mzML;dbgi_002999;Tanacetum coccineum (Willd.) Grierson;NA;Positive;JBUF;jbuf;Tanacetum coccineum;Tanacetum coccineum (Willd.) Grierson;species;NA;0;jbuf;46,792664;7,1567220;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_003000_01_01.mzML;dbgi_003000;Cichorium intybus L.;NA;Positive;JBUF;jbuf;Cichorium intybus;Cichorium intybus L.;species;NA;0;jbuf;46,792656;7,1566267;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_003004_01_01.mzML;dbgi_003004;Tanacetum balsamita L.;NA;Positive;JBUF;jbuf;Tanacetum balsamita;Tanacetum balsamita L.;species;NA;0;jbuf;46,792675;7,1567020;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_003005_01_01.mzML;dbgi_003005;Taraxacum officinale Weber ex F.H.Wigg.;NA;Positive;JBUF;jbuf;Taraxacum officinale;Taraxacum officinale Weber ex F.H.Wigg.;species;NA;0;jbuf;46,792652;7,1567245;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_003008_01_01.mzML;dbgi_003008;Artemisia campestris subsp. campestris;NA;Positive;JBUF;jbuf;Artemisia campestris subsp. campestris;Artemisia campestris subsp. campestris;subspecies;NA;0;jbuf;46,792680;7,1566143;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_003009_01_01.mzML;dbgi_003009;Erigeron glabratus subsp. occidentalis (F.Vierh.) O.Bolòs & Vigo;NA;Positive;JBUF;jbuf;Erigeron glabratus subsp. occidentalis;Erigeron glabratus subsp. occidentalis (F.Vierh.) O.Bolòs & Vigo;subspecies;NA;0;jbuf;46,792664;7,1564612;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_003015_01_01.mzML;dbgi_003015;Lactuca sativa L.;NA;Positive;JBUF;jbuf;Lactuca sativa;Lactuca sativa L.;species;NA;0;jbuf;46,792656;7,1566450;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_003018_01_01.mzML;dbgi_003018;Cota tinctoria subsp. tinctoria;NA;Positive;JBUF;jbuf;Cota tinctoria subsp. tinctoria;Cota tinctoria subsp. tinctoria;subspecies;NA;0;jbuf;46,792667;7,1567260;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_003019_01_01.mzML;dbgi_003019;Erigeron acer L.;NA;Positive;JBUF;jbuf;Erigeron acer;Erigeron acer L.;species;NA;0;jbuf;46,792686;7,1565470;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_003020_01_01.mzML;dbgi_003020;Jacobaea erucifolia subsp. erucifolia;NA;Positive;JBUF;jbuf;Jacobaea erucifolia subsp. erucifolia;Jacobaea erucifolia subsp. erucifolia;subspecies;NA;0;jbuf;46,792656;7,1565113;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_003025_01_01.mzML;dbgi_003025;Achillea filipendulina Lam.;NA;Positive;JBUF;jbuf;Achillea filipendulina;Achillea filipendulina Lam.;species;NA;0;jbuf;46,792670;7,1566634;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_003026_01_01.mzML;dbgi_003026;Lactuca virosa L.;NA;Positive;JBUF;jbuf;Lactuca virosa;Lactuca virosa L.;species;NA;0;jbuf;46,792652;7,1566610;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_003028_01_01.mzML;dbgi_003028;Eurybia macrophylla (L.) Cass.;NA;Positive;JBUF;jbuf;Eurybia macrophylla;Eurybia macrophylla (L.) Cass.;species;NA;0;jbuf;46,792683;7,1565876;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_003031_01_01.mzML;dbgi_003031;Tilia platyphyllos Scop.;NA;Positive;JBUF;jbuf;Tilia platyphyllos;Tilia platyphyllos Scop.;species;NA;0;jbuf;46,792606;7,1563993;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_003054_01_01.mzML;dbgi_003054;Symphyotrichum oblongifolium (Nutt.) G.L.Nesom;NA;Positive;JBUF;jbuf;Symphyotrichum oblongifolium;Symphyotrichum oblongifolium (Nutt.) G.L.Nesom;species;NA;0;jbuf;46,792686;7,1565723;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_003055_01_01.mzML;dbgi_003055;Erigeron karvinskianus DC.;NA;Positive;JBUF;jbuf;Erigeron karvinskianus;Erigeron karvinskianus DC.;species;NA;0;jbuf;46,792683;7,1565433;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_003059_01_01.mzML;dbgi_003059;Jacobaea maritima subsp. maritima;NA;Positive;JBUF;jbuf;Jacobaea maritima subsp. maritima;Jacobaea maritima subsp. maritima;subspecies;NA;0;jbuf;46,792650;7,1564817;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_003060_01_01.mzML;dbgi_003060;Tussilago farfara L.;NA;Positive;JBUF;jbuf;Tussilago farfara;Tussilago farfara L.;species;NA;0;jbuf;46,792660;7,1565260;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_003061_01_01.mzML;dbgi_003061;Tragopogon orientalis subsp. orientalis;NA;Positive;JBUF;jbuf;Tragopogon orientalis subsp. orientalis;Tragopogon orientalis subsp. orientalis;subspecies;NA;0;jbuf;46,792650;7,1567426;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_003065_01_01.mzML;dbgi_003065;Inula helenium L.;NA;Positive;JBUF;jbuf;Inula helenium;Inula helenium L.;species;NA;0;jbuf;46,792660;7,1568040;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081555_EB_dbgi_003066_01_01.mzML;dbgi_003066;Pilosella lactucella subsp. lactucella;NA;Positive;JBUF;jbuf;Pilosella lactucella subsp. lactucella;Pilosella lactucella subsp. lactucella;subspecies;NA;1;jbuf;46,792660;7,1566070;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001192_01_01.mzML;dbgi_001192;Geranium lucidum L.;NA;Negative;JBUF;jbuf;Geranium lucidum;Geranium lucidum L.;species;NA;0;jbuf;46,792270;7,1570354;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001197_01_01.mzML;dbgi_001197;Geranium pyrenaicum Burm. f.;NA;Negative;JBUF;jbuf;Geranium pyrenaicum;Geranium pyrenaicum Burm. f.;species;NA;0;jbuf;46,792274;7,1570263;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001219_01_01.mzML;dbgi_001219;Oenothera odorata Jacq.;NA;Negative;JBUF;jbuf;Oenothera odorata;Oenothera odorata Jacq.;species;NA;0;jbuf;46,792255;7,1570024;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001751_01_01.mzML;dbgi_001751;Aconitum forrestii Stapf;NA;Negative;JBUF;jbuf;Aconitum forrestii;Aconitum forrestii Stapf;species;NA;0;jbuf;46,792454;7,1564600;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001758_01_01.mzML;dbgi_001758;Eriocapitella japonica (Thunb.) Nakai;NA;Negative;JBUF;jbuf;Eriocapitella japonica;Eriocapitella japonica (Thunb.) Nakai;species;NA;0;jbuf;46,792408;7,1564703;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001759_01_01.mzML;dbgi_001759;Barbarea vulgaris W.T.Aiton;NA;Negative;JBUF;jbuf;Barbarea vulgaris;Barbarea vulgaris W.T.Aiton;species;NA;0;jbuf;46,792202;7,1567955;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001765_01_01.mzML;dbgi_001765;Raphanus sativus subsp. sativus;NA;Negative;JBUF;jbuf;Raphanus sativus subsp. sativus;Raphanus sativus subsp. sativus;subspecies;NA;0;jbuf;46,792183;7,1569295;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001771_01_01.mzML;dbgi_001771;Raphanus sativus var. sativus;NA;Negative;JBUF;jbuf;Raphanus sativus var. sativus;Raphanus sativus var. sativus;variety;NA;0;jbuf;46,792180;7,1569460;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001779_01_01.mzML;dbgi_001779;Erysimum × cheiri (L.) Crantz;NA;Negative;JBUF;jbuf;Erysimum × cheiri;Erysimum × cheiri (L.) Crantz;species;NA;0;jbuf;46,792210;7,1567864;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001784_01_01.mzML;dbgi_001784;Cistus salviifolius L.;NA;Negative;JBUF;jbuf;Cistus salviifolius;Cistus salviifolius L.;species;NA;0;jbuf;46,792217;7,1569220;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001795_01_01.mzML;dbgi_001795;Ruta graveolens L.;NA;Negative;JBUF;jbuf;Ruta graveolens;Ruta graveolens L.;species;NA;0;jbuf;46,792220;7,1570587;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001801_01_01.mzML;dbgi_001801;Geranium sylvaticum L.;NA;Negative;JBUF;jbuf;Geranium sylvaticum;Geranium sylvaticum L.;species;NA;0;jbuf;46,792286;7,1569805;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001802_01_01.mzML;dbgi_001802;Arabis hirsuta (L.) Scop.;NA;Negative;JBUF;jbuf;Arabis hirsuta;Arabis hirsuta (L.) Scop.;species;NA;0;jbuf;46,792180;7,1568490;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001807_01_01.mzML;dbgi_001807;Althaea armeniaca Ten.;NA;Negative;JBUF;jbuf;Althaea armeniaca;Althaea armeniaca Ten.;species;NA;0;jbuf;46,792194;7,1570644;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001816_01_01.mzML;dbgi_001816;Cistus laurifolius L.;NA;Negative;JBUF;jbuf;Cistus laurifolius;Cistus laurifolius L.;species;NA;0;jbuf;46,792225;7,1569270;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001817_01_01.mzML;dbgi_001817;Cotinus coggygria Scop.;NA;Negative;JBUF;jbuf;Cotinus coggygria;Cotinus coggygria Scop.;species;NA;0;jbuf;46,792244;7,1569147;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001818_01_01.mzML;dbgi_001818;Reseda luteola L.;NA;Negative;JBUF;jbuf;Reseda luteola;Reseda luteola L.;species;NA;0;jbuf;46,792217;7,1568220;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001819_01_01.mzML;dbgi_001819;Rumex acetosella subsp. acetosella;NA;Negative;JBUF;jbuf;Rumex acetosella subsp. acetosella;Rumex acetosella subsp. acetosella;subspecies;NA;0;jbuf;46,792100;7,1571000;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001820_01_01.mzML;dbgi_001820;Dianthus balbisii subsp. knappii (Pant.) Peruzzi & Uzunov;NA;Negative;JBUF;jbuf;Dianthus balbisii subsp. knappii;Dianthus balbisii subsp. knappii (Pant.) Peruzzi & Uzunov;subspecies;NA;0;jbuf;46,792130;7,1568837;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001821_01_01.mzML;dbgi_001821;Hibiscus syriacus L.;NA;Negative;JBUF;jbuf;Hibiscus syriacus;Hibiscus syriacus L.;species;NA;0;jbuf;46,792213;7,1569686;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001831_01_01.mzML;dbgi_001831;Rumex arifolius All.;NA;Negative;JBUF;jbuf;Rumex arifolius;Rumex arifolius All.;species;NA;0;jbuf;46,792100;7,1570830;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001833_01_01.mzML;dbgi_001833;Gypsophila paniculata L.;NA;Negative;JBUF;jbuf;Gypsophila paniculata;Gypsophila paniculata L.;species;NA;0;jbuf;46,792133;7,1568623;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001834_01_01.mzML;dbgi_001834;Rumex patientia L.;NA;Negative;JBUF;jbuf;Rumex patientia;Rumex patientia L.;species;NA;0;jbuf;46,792107;7,1570610;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001835_01_01.mzML;dbgi_001835;Silene latifolia subsp. alba (Mill.) Greuter & Burdet;NA;Negative;JBUF;jbuf;Silene latifolia subsp. alba;Silene latifolia subsp. alba (Mill.) Greuter & Burdet;subspecies;NA;0;jbuf;46,792140;7,1568403;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001843_01_01.mzML;dbgi_001843;Fallopia convolvulus (L.) Á.Löve;NA;Negative;JBUF;jbuf;Fallopia convolvulus;Fallopia convolvulus (L.) Á.Löve;species;NA;0;jbuf;46,792114;7,1569963;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001847_01_01.mzML;dbgi_001847;Sabulina austriaca (Jacq.) Rchb.;NA;Negative;JBUF;jbuf;Sabulina austriaca;Sabulina austriaca (Jacq.) Rchb.;species;NA;0;jbuf;46,792114;7,1569643;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001849_01_01.mzML;dbgi_001849;Beta vulgaris L.;NA;Negative;JBUF;jbuf;Beta vulgaris;Beta vulgaris L.;species;NA;0;jbuf;46,792114;7,1568530;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001852_01_01.mzML;dbgi_001852;Bassia scoparia (L.) Beck;NA;Negative;JBUF;jbuf;Bassia scoparia;Bassia scoparia (L.) Beck;species;NA;0;jbuf;46,792090;7,1569467;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001856_01_01.mzML;dbgi_001856;Acer cissifolium (Siebold & Zucc.) K.Koch;NA;Negative;JBUF;jbuf;Acer cissifolium;Acer cissifolium (Siebold & Zucc.) K.Koch;species;NA;0;jbuf;46,792233;7,1569530;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
202405081611_EB_dbgi_001864_01_01.mzML;dbgi_001864;Bunias orientalis L.;NA;Negative;JBUF;jbuf;Bunias orientalis;Bunias orientalis L.;species;NA;0;jbuf;46,792187;7,1568900;NA;LC-MS QExactive Plus;MeOH/H2O;plant specimen
