species;mean_wc2.0_bio_30s_01;mean_wc2.0_bio_30s_12;mean_MODCF_meanannual;mean_pet_he_yr;mean_ai_yr;mean_mn30_grd_slope;mean_mn30_grd;mean_3DGlobalVeg_L3C;mean_CHELSA_NFD
Acer campestre;9.52151690721649;792.422543865979;62.0430234020619;825.304619484536;1.04294530927835;0.0619070103092784;490.545230309278;10.0554702061856;82.3222440721649
Acer capillipes;12.8779366666667;2052.29724333333;72.01564;930.408638333333;2.31400666666667;0.094825;428.051945;20.1556266666667;35.21812
Acer cappadocicum;10.07846;868.173783333333;61.5678572727273;913.241704090909;0.979331212121212;0.0900183333333333;1052.13049484848;10.5567754545455;86.6414509090909
Acer carpinifolium;12.26044125;1652.83888125;68.54963625;905.89109625;1.9026075;0.07625625;281.9729775;15.4208325;28.19334625
Acer cissifolium;11.5026488888889;1578.75130888889;68.9298666666667;866.539207777778;1.80240666666667;0.0806988888888889;376.662212222222;17.0808544444444;45.8838555555556
Acer davidii;13.2727279411765;1067.24053882353;62.326955;1088.38540764706;0.954315588235294;0.0648452941176471;1017.91679882353;9.246855;77.5010164705882
Acer griseum;11.1226413333333;889.592879333333;61.5502913333333;979.820574;0.930432;0.0644893333333333;723.991168666667;9.77018133333333;88.823352
Acer hyrcanum;11.3526752272727;659.869034772727;53.8197484090909;993.628154318182;0.720364090909091;0.0799277272727273;746.832611136364;9.79297113636364;80.2535615909091
Acer japonicum;11.02119125;1299.80084125;66.5781729166667;891.82881625;1.52807416666667;0.05101625;293.09310875;11.9124795833333;66.8851595833333
Acer mono;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Acer monspessulanum;11.3332497169811;742.642697924528;56.7510198113208;934.703184622642;0.868182924528302;0.0762267924528302;635.849067830189;9.78157679245283;67.9628277358491
Acer negundo;9.81524169278997;782.507056238245;57.9689122884013;972.38092661442;0.874236363636364;0.0515679310344828;677.406801755486;10.5436759874608;100.441754796238
