"species","temperature","precipitation","uid","parent_uid","genus","rank","sourceinfo","uniqname","flags","...8","family","unique_name.family","ott_id.family","name.order","unique_name.order","ott_id.order","name.no.rank","unique_name.no.rank","ott_id.no.rank","name.class","unique_name.class","ott_id.class","name.phylum","unique_name.phylum","ott_id.phylum","name.kingdom","unique_name.kingdom","ott_id.kingdom","name.domain","unique_name.domain","ott_id.domain","name.subfamily","unique_name.subfamily","ott_id.subfamily","name.suborder","unique_name.suborder","ott_id.suborder","name.tribe","unique_name.tribe","ott_id.tribe","name.subtribe","unique_name.subtribe","ott_id.subtribe","name.superorder","unique_name.superorder","ott_id.superorder","name.subclass","unique_name.subclass","ott_id.subclass","garden","pres","code_garden"
"Maesa montana",19.4827491836735,207.247455408163,635500,47346,"Maesa","genus","ncbi:59979,gbif:3169410,irmng:1355853",NA,NA,NA,"Primulaceae","Primulaceae",47346,"Ericales","Ericales",648892,"asterids","asterids",1008294,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lo",1,"lo"
"Magnolia acuminata",12.6661577142857,124.676178485714,288480,288464,"Magnolia","genus","ncbi:3402,gbif:2888195,irmng:1058661,irmng:1307983,irmng:1306217,irmng:1108791,irmng:1294228",NA,NA,NA,"Magnoliaceae","Magnoliaceae",288464,"Magnoliales","Magnoliales",288466,"Magnoliidae","Magnoliidae",31010,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ge",1,"ge_pr"
"Magnolia cylindrica",14.5221215384615,109.187216153846,288480,288464,"Magnolia","genus","ncbi:3402,gbif:2888195,irmng:1058661,irmng:1307983,irmng:1306217,irmng:1108791,irmng:1294228",NA,NA,NA,"Magnoliaceae","Magnoliaceae",288464,"Magnoliales","Magnoliales",288466,"Magnoliidae","Magnoliidae",31010,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ge",1,"ge_pr"
"Magnolia dawsoniana",10.084082,86.1825036,288480,288464,"Magnolia","genus","ncbi:3402,gbif:2888195,irmng:1058661,irmng:1307983,irmng:1306217,irmng:1108791,irmng:1294228",NA,NA,NA,"Magnoliaceae","Magnoliaceae",288464,"Magnoliales","Magnoliales",288466,"Magnoliidae","Magnoliidae",31010,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"pr"
"Magnolia denudata",13.4105840740741,103.733685259259,288480,288464,"Magnolia","genus","ncbi:3402,gbif:2888195,irmng:1058661,irmng:1307983,irmng:1306217,irmng:1108791,irmng:1294228",NA,NA,NA,"Magnoliaceae","Magnoliaceae",288464,"Magnoliales","Magnoliales",288466,"Magnoliidae","Magnoliidae",31010,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ge",1,"ge"
"Magnolia foveolata",18.2543376470588,149.942508823529,288480,288464,"Magnolia","genus","ncbi:3402,gbif:2888195,irmng:1058661,irmng:1307983,irmng:1306217,irmng:1108791,irmng:1294228",NA,NA,NA,"Magnoliaceae","Magnoliaceae",288464,"Magnoliales","Magnoliales",288466,"Magnoliidae","Magnoliidae",31010,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lo",1,"lo"
"Magnolia grandiflora",6.28496448543689,124.633154184466,288480,288464,"Magnolia","genus","ncbi:3402,gbif:2888195,irmng:1058661,irmng:1307983,irmng:1306217,irmng:1108791,irmng:1294228",NA,NA,NA,"Magnoliaceae","Magnoliaceae",288464,"Magnoliales","Magnoliales",288466,"Magnoliidae","Magnoliidae",31010,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fr",1,"fr_ge_la_pr"
"Magnolia kobus",12.4816578947368,145.009288578947,288480,288464,"Magnolia","genus","ncbi:3402,gbif:2888195,irmng:1058661,irmng:1307983,irmng:1306217,irmng:1108791,irmng:1294228",NA,NA,NA,"Magnoliaceae","Magnoliaceae",288464,"Magnoliales","Magnoliales",288466,"Magnoliidae","Magnoliidae",31010,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ge",1,"ge_pr"
"Magnolia liliiflora",6.61981448648649,114.511385513514,288480,288464,"Magnolia","genus","ncbi:3402,gbif:2888195,irmng:1058661,irmng:1307983,irmng:1306217,irmng:1108791,irmng:1294228",NA,NA,NA,"Magnoliaceae","Magnoliaceae",288464,"Magnoliales","Magnoliales",288466,"Magnoliidae","Magnoliidae",31010,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fr",1,"fr_ge_pr"
"Magnolia macrophylla",15.1695746428571,112.597906285714,288480,288464,"Magnolia","genus","ncbi:3402,gbif:2888195,irmng:1058661,irmng:1307983,irmng:1306217,irmng:1108791,irmng:1294228",NA,NA,NA,"Magnoliaceae","Magnoliaceae",288464,"Magnoliales","Magnoliales",288466,"Magnoliidae","Magnoliidae",31010,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"pr"
"Magnolia obovata",12.7921679310345,163.134840310345,288480,288464,"Magnolia","genus","ncbi:3402,gbif:2888195,irmng:1058661,irmng:1307983,irmng:1306217,irmng:1108791,irmng:1294228",NA,NA,NA,"Magnoliaceae","Magnoliaceae",288464,"Magnoliales","Magnoliales",288466,"Magnoliidae","Magnoliidae",31010,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ge",1,"ge"
"Magnolia officinalis",14.042611,108.0419877,288480,288464,"Magnolia","genus","ncbi:3402,gbif:2888195,irmng:1058661,irmng:1307983,irmng:1306217,irmng:1108791,irmng:1294228",NA,NA,NA,"Magnoliaceae","Magnoliaceae",288464,"Magnoliales","Magnoliales",288466,"Magnoliidae","Magnoliidae",31010,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"pr"
"Magnolia salicifolia",13.08751375,175.635936875,288480,288464,"Magnolia","genus","ncbi:3402,gbif:2888195,irmng:1058661,irmng:1307983,irmng:1306217,irmng:1108791,irmng:1294228",NA,NA,NA,"Magnoliaceae","Magnoliaceae",288464,"Magnoliales","Magnoliales",288466,"Magnoliidae","Magnoliidae",31010,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"la",1,"ge_la_pr"
"Magnolia sapaensis",23.46152,178.222926,288480,288464,"Magnolia","genus","ncbi:3402,gbif:2888195,irmng:1058661,irmng:1307983,irmng:1306217,irmng:1108791,irmng:1294228",NA,NA,NA,"Magnoliaceae","Magnoliaceae",288464,"Magnoliales","Magnoliales",288466,"Magnoliidae","Magnoliidae",31010,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lo",1,"lo"
"Magnolia siamensis",25.539018,238.1000776,288480,288464,"Magnolia","genus","ncbi:3402,gbif:2888195,irmng:1058661,irmng:1307983,irmng:1306217,irmng:1108791,irmng:1294228",NA,NA,NA,"Magnoliaceae","Magnoliaceae",288464,"Magnoliales","Magnoliales",288466,"Magnoliidae","Magnoliidae",31010,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lo",1,"lo"
"Magnolia sieboldii",11.6109419354839,118.002541967742,288480,288464,"Magnolia","genus","ncbi:3402,gbif:2888195,irmng:1058661,irmng:1307983,irmng:1306217,irmng:1108791,irmng:1294228",NA,NA,NA,"Magnoliaceae","Magnoliaceae",288464,"Magnoliales","Magnoliales",288466,"Magnoliidae","Magnoliidae",31010,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"pr"
"Magnolia sprengeri",13.343948,101.002800533333,288480,288464,"Magnolia","genus","ncbi:3402,gbif:2888195,irmng:1058661,irmng:1307983,irmng:1306217,irmng:1108791,irmng:1294228",NA,NA,NA,"Magnoliaceae","Magnoliaceae",288464,"Magnoliales","Magnoliales",288466,"Magnoliidae","Magnoliidae",31010,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"pr"
"Magnolia stellata",11.7076163157895,117.03727355,288480,288464,"Magnolia","genus","ncbi:3402,gbif:2888195,irmng:1058661,irmng:1307983,irmng:1306217,irmng:1108791,irmng:1294228",NA,NA,NA,"Magnoliaceae","Magnoliaceae",288464,"Magnoliales","Magnoliales",288466,"Magnoliidae","Magnoliidae",31010,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fr",1,"fr_ge_la_ne_pr"
"Magnolia tripetala",12.387884137931,116.624558586207,288480,288464,"Magnolia","genus","ncbi:3402,gbif:2888195,irmng:1058661,irmng:1307983,irmng:1306217,irmng:1108791,irmng:1294228",NA,NA,NA,"Magnoliaceae","Magnoliaceae",288464,"Magnoliales","Magnoliales",288466,"Magnoliidae","Magnoliidae",31010,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"pr"
"Magnolia virginiana",14.8468634615385,117.954468153846,288480,288464,"Magnolia","genus","ncbi:3402,gbif:2888195,irmng:1058661,irmng:1307983,irmng:1306217,irmng:1108791,irmng:1294228",NA,NA,NA,"Magnoliaceae","Magnoliaceae",288464,"Magnoliales","Magnoliales",288466,"Magnoliidae","Magnoliidae",31010,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ge",1,"ge_lo_pr"
"Magnolia yoroconte",23.292325,181.8444115,288480,288464,"Magnolia","genus","ncbi:3402,gbif:2888195,irmng:1058661,irmng:1307983,irmng:1306217,irmng:1108791,irmng:1294228",NA,NA,NA,"Magnoliaceae","Magnoliaceae",288464,"Magnoliales","Magnoliales",288466,"Magnoliidae","Magnoliidae",31010,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lo",1,"lo"
"Magnolia zenii",14.490602,119.4973675,288480,288464,"Magnolia","genus","ncbi:3402,gbif:2888195,irmng:1058661,irmng:1307983,irmng:1306217,irmng:1108791,irmng:1294228",NA,NA,NA,"Magnoliaceae","Magnoliaceae",288464,"Magnoliales","Magnoliales",288466,"Magnoliidae","Magnoliidae",31010,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"pr"
"Maguireothamnus speciosus",25.721165,203.01257875,102989,946088,"Maguireothamnus","genus","ncbi:128332,gbif:2906325,irmng:1107522",NA,NA,NA,"Rubiaceae","Rubiaceae",1014022,"Gentianales","Gentianales",524062,"lamiids","lamiids",596112,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Ixoroideae","Ixoroideae",997381,NA,NA,NA,"Sipaneeae","Sipaneeae",946088,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"pr"
"Magydaris panacifolia",16.5639388888889,52.9152623333333,5370,5784910,"Magydaris","genus","ncbi:489429,gbif:6026629,irmng:1375807",NA,NA,NA,"Apiaceae","Apiaceae",372831,"Apiales","Apiales",372834,"Opopanax clade","Opopanax clade",5784910,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Apioideae","Apioideae",79260,"Apiineae","Apiineae",1091578,NA,NA,NA,NA,NA,NA,"campanulids","campanulids",596121,NA,NA,NA,"ge",1,"ge"
"Mahonia aquifolium",6.36819083193277,81.1180713781513,880484,5479013,"Berberis","genus","ncbi:22774,worms:426090,gbif:3033842,gbif:3033893,irmng:1333459",NA,NA,NA,"Berberidaceae","Berberidaceae",297866,"Ranunculales","Ranunculales",872975,"Mesangiospermae","Mesangiospermae",5298374,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Berberidoideae","Berberidoideae",5479013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fr",1,"fr"
"Mahonia bealei",6.33981457575758,113.088331030303,880484,5479013,"Berberis","genus","ncbi:22774,worms:426090,gbif:3033842,gbif:3033893,irmng:1333459",NA,NA,NA,"Berberidaceae","Berberidaceae",297866,"Ranunculales","Ranunculales",872975,"Mesangiospermae","Mesangiospermae",5298374,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Berberidoideae","Berberidoideae",5479013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fr",1,"fr"
"Maianthemum bifolium",5.91623107843137,74.3830252850467,815516,520611,"Maianthemum","genus","ncbi:16150,gbif:9608430,gbif:6432888,irmng:1092485,irmng:1083232,irmng:1266535",NA,NA,NA,"Asparagaceae","Asparagaceae",17704,"Asparagales","Asparagales",557124,"Mesangiospermae","Mesangiospermae",5298374,"Liliopsida","Liliopsida",1058517,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Nolinoideae","Nolinoideae",520611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Petrosaviidae","Petrosaviidae",5308424,"fr",1,"fr_ge_pr"
"Maianthemum canadense",5.5641904,89.56078352,815516,520611,"Maianthemum","genus","ncbi:16150,gbif:9608430,gbif:6432888,irmng:1092485,irmng:1083232,irmng:1266535",NA,NA,NA,"Asparagaceae","Asparagaceae",17704,"Asparagales","Asparagales",557124,"Mesangiospermae","Mesangiospermae",5298374,"Liliopsida","Liliopsida",1058517,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Nolinoideae","Nolinoideae",520611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Petrosaviidae","Petrosaviidae",5308424,"ch",1,"ch_pr"
"Maianthemum dilatatum",4.14380102040816,115.48579822449,815516,520611,"Maianthemum","genus","ncbi:16150,gbif:9608430,gbif:6432888,irmng:1092485,irmng:1083232,irmng:1266535",NA,NA,NA,"Asparagaceae","Asparagaceae",17704,"Asparagales","Asparagales",557124,"Mesangiospermae","Mesangiospermae",5298374,"Liliopsida","Liliopsida",1058517,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Nolinoideae","Nolinoideae",520611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Petrosaviidae","Petrosaviidae",5308424,"ch",1,"ch"
"Maianthemum henryi",13.2157993333333,103.4022822,815516,520611,"Maianthemum","genus","ncbi:16150,gbif:9608430,gbif:6432888,irmng:1092485,irmng:1083232,irmng:1266535",NA,NA,NA,"Asparagaceae","Asparagaceae",17704,"Asparagales","Asparagales",557124,"Mesangiospermae","Mesangiospermae",5298374,"Liliopsida","Liliopsida",1058517,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Nolinoideae","Nolinoideae",520611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Petrosaviidae","Petrosaviidae",5308424,"pr",1,"pr"
"Maianthemum oleraceum",14.49564625,135.0398275,815516,520611,"Maianthemum","genus","ncbi:16150,gbif:9608430,gbif:6432888,irmng:1092485,irmng:1083232,irmng:1266535",NA,NA,NA,"Asparagaceae","Asparagaceae",17704,"Asparagales","Asparagales",557124,"Mesangiospermae","Mesangiospermae",5298374,"Liliopsida","Liliopsida",1058517,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Nolinoideae","Nolinoideae",520611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Petrosaviidae","Petrosaviidae",5308424,"pr",1,"pr"
"Maianthemum racemosum",5.63619117391304,100.645009132743,815516,520611,"Maianthemum","genus","ncbi:16150,gbif:9608430,gbif:6432888,irmng:1092485,irmng:1083232,irmng:1266535",NA,NA,NA,"Asparagaceae","Asparagaceae",17704,"Asparagales","Asparagales",557124,"Mesangiospermae","Mesangiospermae",5298374,"Liliopsida","Liliopsida",1058517,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Nolinoideae","Nolinoideae",520611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Petrosaviidae","Petrosaviidae",5308424,"fr",1,"fr"
"Maianthemum stellatum",6.38996431034483,82.2093867317073,815516,520611,"Maianthemum","genus","ncbi:16150,gbif:9608430,gbif:6432888,irmng:1092485,irmng:1083232,irmng:1266535",NA,NA,NA,"Asparagaceae","Asparagaceae",17704,"Asparagales","Asparagales",557124,"Mesangiospermae","Mesangiospermae",5298374,"Liliopsida","Liliopsida",1058517,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Nolinoideae","Nolinoideae",520611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Petrosaviidae","Petrosaviidae",5308424,"fr",1,"fr_pr"
"Maianthemum stenolobum",9.887355,79.965204625,815516,520611,"Maianthemum","genus","ncbi:16150,gbif:9608430,gbif:6432888,irmng:1092485,irmng:1083232,irmng:1266535",NA,NA,NA,"Asparagaceae","Asparagaceae",17704,"Asparagales","Asparagales",557124,"Mesangiospermae","Mesangiospermae",5298374,"Liliopsida","Liliopsida",1058517,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Nolinoideae","Nolinoideae",520611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Petrosaviidae","Petrosaviidae",5308424,"pr",1,"pr"
"Maihuenia poeppigii",10.1681422222222,101.274886555556,151087,227062,"Maihuenia","genus","ncbi:106973,gbif:7774049,irmng:1314527",NA,NA,NA,"Cactaceae","Cactaceae",584111,"Caryophyllales","Caryophyllales",216628,"Pentapetalae","Pentapetalae",5316182,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Maihuenioideae","Maihuenioideae",227062,"Cactineae","Cactineae",33109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lo",1,"lo"
"Maihueniopsis darwinii",10.965725,69.9144866666667,1026481,227061,"Maihueniopsis","genus","ncbi:572154,gbif:7282388,irmng:1268948",NA,NA,NA,"Cactaceae","Cactaceae",584111,"Caryophyllales","Caryophyllales",216628,"Pentapetalae","Pentapetalae",5316182,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Opuntioideae","Opuntioideae",227061,"Cactineae","Cactineae",33109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fr",1,"fr_lo"
"Maihueniopsis glomerata",13.1853992307692,38.4486627692308,1026481,227061,"Maihueniopsis","genus","ncbi:572154,gbif:7282388,irmng:1268948",NA,NA,NA,"Cactaceae","Cactaceae",584111,"Caryophyllales","Caryophyllales",216628,"Pentapetalae","Pentapetalae",5316182,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Opuntioideae","Opuntioideae",227061,"Cactineae","Cactineae",33109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lo",1,"lo"
"Majidea zanguebarica",23.9500146153846,148.235174307692,1025704,7058331,"Majidea","genus","ncbi:557000,gbif:7264738,irmng:1359641",NA,NA,NA,"Sapindaceae","Sapindaceae",22442,"Sapindales","Sapindales",229288,"malvids","malvids",565277,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Dodonaeoideae","Dodonaeoideae",7058330,NA,NA,NA,"Dodonaeaeae","Dodonaeaeae",7058331,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"pr"
"Malachra capitata",23.8506869072165,159.349238639175,278700,469942,"Malachra","genus","ncbi:1050718,gbif:3152761,irmng:1371004",NA,NA,NA,"Malvaceae","Malvaceae",279960,"Malvales","Malvales",229284,"malvids","malvids",565277,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Malvoideae","Malvoideae",469942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fr",1,"fr"
"Malacomeles denticulata",18.761695,96.0266482916667,941747,901808,"Malacomeles","genus","ncbi:36613,gbif:7970005,irmng:1322419",NA,NA,NA,"Rosaceae","Rosaceae",208036,"Rosales","Rosales",208031,"fabids","fabids",565281,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Amygdaloideae","Amygdaloideae",731134,NA,NA,NA,"Maleae","Maleae",901808,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lo",1,"lo"
"Malephora crocea",17.18771,47.633791,570099,367508,"Malephora","genus","ncbi:215977,gbif:3084857,irmng:1355147",NA,NA,NA,"Aizoaceae","Aizoaceae",367508,"Caryophyllales","Caryophyllales",216628,"Pentapetalae","Pentapetalae",5316182,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lo",1,"lo"
"Malleastrum mandenense",23.460155,111.075721,37476,655984,"Malleastrum","genus","ncbi:201278,gbif:7271352,irmng:1016450",NA,NA,NA,"Meliaceae","Meliaceae",655984,"Sapindales","Sapindales",229288,"malvids","malvids",565277,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lo",1,"lo"
"Mallotus japonicus",17.6118225,200.623096895833,469198,1094341,"Mallotus","genus","ncbi:20202,gbif:3062330,irmng:1100510,irmng:1293628","Mallotus (genus in kingdom Archaeplastida)",NA,NA,"Euphorbiaceae","Euphorbiaceae",914245,"Malpighiales","Malpighiales",429482,"fabids","fabids",565281,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Acalyphoideae","Acalyphoideae",195930,NA,NA,NA,"Acalypheae","Acalypheae",1094341,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ge",1,"ge_lo"
"Malope trifida",6.20323493548387,85.2441621290323,108618,469942,"Malope","genus","ncbi:93785,gbif:7278921,irmng:1346650",NA,NA,NA,"Malvaceae","Malvaceae",279960,"Malvales","Malvales",229284,"malvids","malvids",565277,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Malvoideae","Malvoideae",469942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fr",1,"fr"
