"species","temperature","precipitation","uid","parent_uid","genus","rank","sourceinfo","uniqname","flags","...8","family","unique_name.family","ott_id.family","name.order","unique_name.order","ott_id.order","name.no.rank","unique_name.no.rank","ott_id.no.rank","name.class","unique_name.class","ott_id.class","name.phylum","unique_name.phylum","ott_id.phylum","name.kingdom","unique_name.kingdom","ott_id.kingdom","name.domain","unique_name.domain","ott_id.domain","name.subfamily","unique_name.subfamily","ott_id.subfamily","name.suborder","unique_name.suborder","ott_id.suborder","name.tribe","unique_name.tribe","ott_id.tribe","name.subtribe","unique_name.subtribe","ott_id.subtribe","name.superorder","unique_name.superorder","ott_id.superorder","name.subclass","unique_name.subclass","ott_id.subclass","garden","pres","code_garden"
"Acacia decora",19.3253358823529,78.436785382353,560307,875562,"Acacia","genus","ncbi:3808,gbif:2978223,irmng:1310672,irmng:1352913",NA,NA,NA,"Fabaceae","Fabaceae",560323,"Fabales","Fabales",956360,"mimosoid clade","mimosoid clade",560317,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Caesalpinioideae","Caesalpinioideae",560316,NA,NA,NA,"Acacieae","Acacieae",875562,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ne",1,"lo_ne"
"Acacia erioloba",21.1641525,58.50401725,560307,875562,"Acacia","genus","ncbi:3808,gbif:2978223,irmng:1310672,irmng:1352913",NA,NA,NA,"Fabaceae","Fabaceae",560323,"Fabales","Fabales",956360,"mimosoid clade","mimosoid clade",560317,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Caesalpinioideae","Caesalpinioideae",560316,NA,NA,NA,"Acacieae","Acacieae",875562,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"pr"
"Acacia glandulicarpa",16.5001488888889,60.5849774444444,560307,875562,"Acacia","genus","ncbi:3808,gbif:2978223,irmng:1310672,irmng:1352913",NA,NA,NA,"Fabaceae","Fabaceae",560323,"Fabales","Fabales",956360,"mimosoid clade","mimosoid clade",560317,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Caesalpinioideae","Caesalpinioideae",560316,NA,NA,NA,"Acacieae","Acacieae",875562,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lo",1,"lo"
"Acacia heterophylla",18.715025,159.7669745,560307,875562,"Acacia","genus","ncbi:3808,gbif:2978223,irmng:1310672,irmng:1352913",NA,NA,NA,"Fabaceae","Fabaceae",560323,"Fabales","Fabales",956360,"mimosoid clade","mimosoid clade",560317,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Caesalpinioideae","Caesalpinioideae",560316,NA,NA,NA,"Acacieae","Acacieae",875562,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"pr"
"Acacia karroo",4.60482730645161,146.789090451613,560307,875562,"Acacia","genus","ncbi:3808,gbif:2978223,irmng:1310672,irmng:1352913",NA,NA,NA,"Fabaceae","Fabaceae",560323,"Fabales","Fabales",956360,"mimosoid clade","mimosoid clade",560317,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Caesalpinioideae","Caesalpinioideae",560316,NA,NA,NA,"Acacieae","Acacieae",875562,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"fr_pr"
"Acacia koaia",18.98046125,149.32424425,560307,875562,"Acacia","genus","ncbi:3808,gbif:2978223,irmng:1310672,irmng:1352913",NA,NA,NA,"Fabaceae","Fabaceae",560323,"Fabales","Fabales",956360,"mimosoid clade","mimosoid clade",560317,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Caesalpinioideae","Caesalpinioideae",560316,NA,NA,NA,"Acacieae","Acacieae",875562,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lo",1,"lo"
"Acacia mearnsii",19.0822196969697,128.094725060606,560307,875562,"Acacia","genus","ncbi:3808,gbif:2978223,irmng:1310672,irmng:1352913",NA,NA,NA,"Fabaceae","Fabaceae",560323,"Fabales","Fabales",956360,"mimosoid clade","mimosoid clade",560317,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Caesalpinioideae","Caesalpinioideae",560316,NA,NA,NA,"Acacieae","Acacieae",875562,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"pr"
"Acacia melanoxylon",17.7820944444444,94.2033866222222,560307,875562,"Acacia","genus","ncbi:3808,gbif:2978223,irmng:1310672,irmng:1352913",NA,NA,NA,"Fabaceae","Fabaceae",560323,"Fabales","Fabales",956360,"mimosoid clade","mimosoid clade",560317,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Caesalpinioideae","Caesalpinioideae",560316,NA,NA,NA,"Acacieae","Acacieae",875562,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ge",1,"ge_lo"
"Acacia menzelii",19.08909,42.4076275,560307,875562,"Acacia","genus","ncbi:3808,gbif:2978223,irmng:1310672,irmng:1352913",NA,NA,NA,"Fabaceae","Fabaceae",560323,"Fabales","Fabales",956360,"mimosoid clade","mimosoid clade",560317,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Caesalpinioideae","Caesalpinioideae",560316,NA,NA,NA,"Acacieae","Acacieae",875562,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ge",1,"ge"
"Acacia nanodealbata",16.81973,69.0741023333333,560307,875562,"Acacia","genus","ncbi:3808,gbif:2978223,irmng:1310672,irmng:1352913",NA,NA,NA,"Fabaceae","Fabaceae",560323,"Fabales","Fabales",956360,"mimosoid clade","mimosoid clade",560317,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Caesalpinioideae","Caesalpinioideae",560316,NA,NA,NA,"Acacieae","Acacieae",875562,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"pr"
"Acacia neriifolia",19.3245955,78.56090305,560307,875562,"Acacia","genus","ncbi:3808,gbif:2978223,irmng:1310672,irmng:1352913",NA,NA,NA,"Fabaceae","Fabaceae",560323,"Fabales","Fabales",956360,"mimosoid clade","mimosoid clade",560317,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Caesalpinioideae","Caesalpinioideae",560316,NA,NA,NA,"Acacieae","Acacieae",875562,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"pr"
"Acacia paradoxa",17.5420253191489,66.1319104893617,560307,875562,"Acacia","genus","ncbi:3808,gbif:2978223,irmng:1310672,irmng:1352913",NA,NA,NA,"Fabaceae","Fabaceae",560323,"Fabales","Fabales",956360,"mimosoid clade","mimosoid clade",560317,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Caesalpinioideae","Caesalpinioideae",560316,NA,NA,NA,"Acacieae","Acacieae",875562,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"pr"
"Acacia pravissima",15.532939,74.6132456,560307,875562,"Acacia","genus","ncbi:3808,gbif:2978223,irmng:1310672,irmng:1352913",NA,NA,NA,"Fabaceae","Fabaceae",560323,"Fabales","Fabales",956360,"mimosoid clade","mimosoid clade",560317,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Caesalpinioideae","Caesalpinioideae",560316,NA,NA,NA,"Acacieae","Acacieae",875562,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"pr"
"Acacia pycnantha",16.1089172413793,57.0323356896552,560307,875562,"Acacia","genus","ncbi:3808,gbif:2978223,irmng:1310672,irmng:1352913",NA,NA,NA,"Fabaceae","Fabaceae",560323,"Fabales","Fabales",956360,"mimosoid clade","mimosoid clade",560317,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Caesalpinioideae","Caesalpinioideae",560316,NA,NA,NA,"Acacieae","Acacieae",875562,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"pr"
"Acacia retinodes",17.3572428571429,70.9138797142857,560307,875562,"Acacia","genus","ncbi:3808,gbif:2978223,irmng:1310672,irmng:1352913",NA,NA,NA,"Fabaceae","Fabaceae",560323,"Fabales","Fabales",956360,"mimosoid clade","mimosoid clade",560317,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Caesalpinioideae","Caesalpinioideae",560316,NA,NA,NA,"Acacieae","Acacieae",875562,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"pr"
"Acacia riceana",18.0562866666667,83.938948,560307,875562,"Acacia","genus","ncbi:3808,gbif:2978223,irmng:1310672,irmng:1352913",NA,NA,NA,"Fabaceae","Fabaceae",560323,"Fabales","Fabales",956360,"mimosoid clade","mimosoid clade",560317,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Caesalpinioideae","Caesalpinioideae",560316,NA,NA,NA,"Acacieae","Acacieae",875562,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"pr"
"Acacia senegal",5.03272835087719,172.13219722807,92810,875562,"Senegalia","genus","ncbi:468156,gbif:7989631,irmng:1079153,irmng:1380259","Senegalia (genus in domain Eukaryota)",NA,NA,"Fabaceae","Fabaceae",560323,"Fabales","Fabales",956360,"mimosoid clade","mimosoid clade",560317,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Caesalpinioideae","Caesalpinioideae",560316,NA,NA,NA,"Acacieae","Acacieae",875562,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fr",1,"fr"
"Acacia sophorae",16.1870411764706,88.9479914705882,560307,875562,"Acacia","genus","ncbi:3808,gbif:2978223,irmng:1310672,irmng:1352913",NA,NA,NA,"Fabaceae","Fabaceae",560323,"Fabales","Fabales",956360,"mimosoid clade","mimosoid clade",560317,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Caesalpinioideae","Caesalpinioideae",560316,NA,NA,NA,"Acacieae","Acacieae",875562,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ge",1,"ge"
"Acacia suaveolens",16.9323195652174,98.3210913478261,560307,875562,"Acacia","genus","ncbi:3808,gbif:2978223,irmng:1310672,irmng:1352913",NA,NA,NA,"Fabaceae","Fabaceae",560323,"Fabales","Fabales",956360,"mimosoid clade","mimosoid clade",560317,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Caesalpinioideae","Caesalpinioideae",560316,NA,NA,NA,"Acacieae","Acacieae",875562,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"pr"
"Acacia unguicula",21.35259,38.5772675714286,560307,875562,"Acacia","genus","ncbi:3808,gbif:2978223,irmng:1310672,irmng:1352913",NA,NA,NA,"Fabaceae","Fabaceae",560323,"Fabales","Fabales",956360,"mimosoid clade","mimosoid clade",560317,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Caesalpinioideae","Caesalpinioideae",560316,NA,NA,NA,"Acacieae","Acacieae",875562,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lo",1,"lo"
"Acacia verticillata",15.8708405882353,66.7404781764706,560307,875562,"Acacia","genus","ncbi:3808,gbif:2978223,irmng:1310672,irmng:1352913",NA,NA,NA,"Fabaceae","Fabaceae",560323,"Fabales","Fabales",956360,"mimosoid clade","mimosoid clade",560317,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Caesalpinioideae","Caesalpinioideae",560316,NA,NA,NA,"Acacieae","Acacieae",875562,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pr",1,"pr"
"Acacia vestita",17.6826766666667,61.4662087777778,560307,875562,"Acacia","genus","ncbi:3808,gbif:2978223,irmng:1310672,irmng:1352913",NA,NA,NA,"Fabaceae","Fabaceae",560323,"Fabales","Fabales",956360,"mimosoid clade","mimosoid clade",560317,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Caesalpinioideae","Caesalpinioideae",560316,NA,NA,NA,"Acacieae","Acacieae",875562,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lo",1,"lo"
"Acaena alpina",10.8577569230769,101.410560692308,628663,116305,"Acaena","genus","ncbi:137429,gbif:3031147,irmng:1364002",NA,NA,NA,"Rosaceae","Rosaceae",208036,"Rosales","Rosales",208031,"fabids","fabids",565281,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Rosoideae","Rosoideae",731147,NA,NA,NA,"Sanguisorbeae","Sanguisorbeae",891493,"Sanguisorbinae","Sanguisorbinae",116305,NA,NA,NA,NA,NA,NA,"ge",1,"ge"
"Acaena anserinifolia",13.541206875,180.88193625,628663,116305,"Acaena","genus","ncbi:137429,gbif:3031147,irmng:1364002",NA,NA,NA,"Rosaceae","Rosaceae",208036,"Rosales","Rosales",208031,"fabids","fabids",565281,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Rosoideae","Rosoideae",731147,NA,NA,NA,"Sanguisorbeae","Sanguisorbeae",891493,"Sanguisorbinae","Sanguisorbinae",116305,NA,NA,NA,NA,NA,NA,"ge",1,"ch_ge"
"Acaena argentea",13.8050981818182,123.265811,628663,116305,"Acaena","genus","ncbi:137429,gbif:3031147,irmng:1364002",NA,NA,NA,"Rosaceae","Rosaceae",208036,"Rosales","Rosales",208031,"fabids","fabids",565281,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Rosoideae","Rosoideae",731147,NA,NA,NA,"Sanguisorbeae","Sanguisorbeae",891493,"Sanguisorbinae","Sanguisorbinae",116305,NA,NA,NA,NA,NA,NA,"ge",1,"ch_ge"
"Acaena buchananii",10.397215,171.062726,628663,116305,"Acaena","genus","ncbi:137429,gbif:3031147,irmng:1364002",NA,NA,NA,"Rosaceae","Rosaceae",208036,"Rosales","Rosales",208031,"fabids","fabids",565281,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Rosoideae","Rosoideae",731147,NA,NA,NA,"Sanguisorbeae","Sanguisorbeae",891493,"Sanguisorbinae","Sanguisorbinae",116305,NA,NA,NA,NA,NA,NA,"fr",1,"ch_fr_pr"
"Acaena caesiiglauca",9.92096333333333,175.488126333333,628663,116305,"Acaena","genus","ncbi:137429,gbif:3031147,irmng:1364002",NA,NA,NA,"Rosaceae","Rosaceae",208036,"Rosales","Rosales",208031,"fabids","fabids",565281,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Rosoideae","Rosoideae",731147,NA,NA,NA,"Sanguisorbeae","Sanguisorbeae",891493,"Sanguisorbinae","Sanguisorbinae",116305,NA,NA,NA,NA,NA,NA,"ge",1,"ge"
"Acaena fissistipula",10.397215,171.062726,628663,116305,"Acaena","genus","ncbi:137429,gbif:3031147,irmng:1364002",NA,NA,NA,"Rosaceae","Rosaceae",208036,"Rosales","Rosales",208031,"fabids","fabids",565281,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Rosoideae","Rosoideae",731147,NA,NA,NA,"Sanguisorbeae","Sanguisorbeae",891493,"Sanguisorbinae","Sanguisorbinae",116305,NA,NA,NA,NA,NA,NA,"ch",1,"ch"
"Acaena inermis",10.5473575,169.89177125,628663,116305,"Acaena","genus","ncbi:137429,gbif:3031147,irmng:1364002",NA,NA,NA,"Rosaceae","Rosaceae",208036,"Rosales","Rosales",208031,"fabids","fabids",565281,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Rosoideae","Rosoideae",731147,NA,NA,NA,"Sanguisorbeae","Sanguisorbeae",891493,"Sanguisorbinae","Sanguisorbinae",116305,NA,NA,NA,NA,NA,NA,"ge",1,"ch_ge_pr"
"Acaena magellanica",8.4939528,96.1783475,628663,116305,"Acaena","genus","ncbi:137429,gbif:3031147,irmng:1364002",NA,NA,NA,"Rosaceae","Rosaceae",208036,"Rosales","Rosales",208031,"fabids","fabids",565281,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Rosoideae","Rosoideae",731147,NA,NA,NA,"Sanguisorbeae","Sanguisorbeae",891493,"Sanguisorbinae","Sanguisorbinae",116305,NA,NA,NA,NA,NA,NA,"ch",1,"ch"
"Acaena microphylla",6.74113733333333,78.9012291666667,628663,116305,"Acaena","genus","ncbi:137429,gbif:3031147,irmng:1364002",NA,NA,NA,"Rosaceae","Rosaceae",208036,"Rosales","Rosales",208031,"fabids","fabids",565281,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Rosoideae","Rosoideae",731147,NA,NA,NA,"Sanguisorbeae","Sanguisorbeae",891493,"Sanguisorbinae","Sanguisorbinae",116305,NA,NA,NA,NA,NA,NA,"fr",1,"ch_fr_ge_pr"
"Acaena myriophylla",15.3586116666667,63.6940103333333,628663,116305,"Acaena","genus","ncbi:137429,gbif:3031147,irmng:1364002",NA,NA,NA,"Rosaceae","Rosaceae",208036,"Rosales","Rosales",208031,"fabids","fabids",565281,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Rosoideae","Rosoideae",731147,NA,NA,NA,"Sanguisorbeae","Sanguisorbeae",891493,"Sanguisorbinae","Sanguisorbinae",116305,NA,NA,NA,NA,NA,NA,"ge",1,"ch_ge"
"Acaena novae-zelandiae",16.166742755102,119.402847989796,628663,116305,"Acaena","genus","ncbi:137429,gbif:3031147,irmng:1364002",NA,NA,NA,"Rosaceae","Rosaceae",208036,"Rosales","Rosales",208031,"fabids","fabids",565281,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Rosoideae","Rosoideae",731147,NA,NA,NA,"Sanguisorbeae","Sanguisorbeae",891493,"Sanguisorbinae","Sanguisorbinae",116305,NA,NA,NA,NA,NA,NA,"la",1,"ge_la_lo_pr"
"Acaena ovalifolia",13.8193258,119.6185092,628663,116305,"Acaena","genus","ncbi:137429,gbif:3031147,irmng:1364002",NA,NA,NA,"Rosaceae","Rosaceae",208036,"Rosales","Rosales",208031,"fabids","fabids",565281,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Rosoideae","Rosoideae",731147,NA,NA,NA,"Sanguisorbeae","Sanguisorbeae",891493,"Sanguisorbinae","Sanguisorbinae",116305,NA,NA,NA,NA,NA,NA,"ch",1,"ch"
"Acaena ovina",16.1729862068966,65.9677885517241,628663,116305,"Acaena","genus","ncbi:137429,gbif:3031147,irmng:1364002",NA,NA,NA,"Rosaceae","Rosaceae",208036,"Rosales","Rosales",208031,"fabids","fabids",565281,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Rosoideae","Rosoideae",731147,NA,NA,NA,"Sanguisorbeae","Sanguisorbeae",891493,"Sanguisorbinae","Sanguisorbinae",116305,NA,NA,NA,NA,NA,NA,"fr",1,"fr"
"Acaena pallida",14.91756,102.609014142857,628663,116305,"Acaena","genus","ncbi:137429,gbif:3031147,irmng:1364002",NA,NA,NA,"Rosaceae","Rosaceae",208036,"Rosales","Rosales",208031,"fabids","fabids",565281,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Rosoideae","Rosoideae",731147,NA,NA,NA,"Sanguisorbeae","Sanguisorbeae",891493,"Sanguisorbinae","Sanguisorbinae",116305,NA,NA,NA,NA,NA,NA,"ge",1,"ge"
"Acaena pinnatifida",4.90627479310345,105.018749206897,628663,116305,"Acaena","genus","ncbi:137429,gbif:3031147,irmng:1364002",NA,NA,NA,"Rosaceae","Rosaceae",208036,"Rosales","Rosales",208031,"fabids","fabids",565281,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Rosoideae","Rosoideae",731147,NA,NA,NA,"Sanguisorbeae","Sanguisorbeae",891493,"Sanguisorbinae","Sanguisorbinae",116305,NA,NA,NA,NA,NA,NA,"fr",1,"ch_fr"
"Acaena poeppigiana",9.22712647058824,57.2049844117647,628663,116305,"Acaena","genus","ncbi:137429,gbif:3031147,irmng:1364002",NA,NA,NA,"Rosaceae","Rosaceae",208036,"Rosales","Rosales",208031,"fabids","fabids",565281,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Rosoideae","Rosoideae",731147,NA,NA,NA,"Sanguisorbeae","Sanguisorbeae",891493,"Sanguisorbinae","Sanguisorbinae",116305,NA,NA,NA,NA,NA,NA,"ge",1,"ge"
"Acaena saccaticupula",10.397215,171.062726,628663,116305,"Acaena","genus","ncbi:137429,gbif:3031147,irmng:1364002",NA,NA,NA,"Rosaceae","Rosaceae",208036,"Rosales","Rosales",208031,"fabids","fabids",565281,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Rosoideae","Rosoideae",731147,NA,NA,NA,"Sanguisorbeae","Sanguisorbeae",891493,"Sanguisorbinae","Sanguisorbinae",116305,NA,NA,NA,NA,NA,NA,"ge",1,"ge"
"Acalypha hispida",23.554119469697,193.354259272727,560972,1094341,"Acalypha","genus","ncbi:20025,gbif:3055964,irmng:1304475,irmng:1334724",NA,NA,NA,"Euphorbiaceae","Euphorbiaceae",914245,"Malpighiales","Malpighiales",429482,"fabids","fabids",565281,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Acalyphoideae","Acalyphoideae",195930,NA,NA,NA,"Acalypheae","Acalypheae",1094341,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fr",1,"fr_ge"
"Acalypha siamensis",23.3226736363636,216.874406454545,560972,1094341,"Acalypha","genus","ncbi:20025,gbif:3055964,irmng:1304475,irmng:1334724",NA,NA,NA,"Euphorbiaceae","Euphorbiaceae",914245,"Malpighiales","Malpighiales",429482,"fabids","fabids",565281,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Acalyphoideae","Acalyphoideae",195930,NA,NA,NA,"Acalypheae","Acalypheae",1094341,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lo",1,"lo"
"Acalypha wilkesiana",23.3002497368421,214.692264552632,560972,1094341,"Acalypha","genus","ncbi:20025,gbif:3055964,irmng:1304475,irmng:1334724",NA,NA,NA,"Euphorbiaceae","Euphorbiaceae",914245,"Malpighiales","Malpighiales",429482,"fabids","fabids",565281,"Magnoliopsida","Magnoliopsida",99252,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Acalyphoideae","Acalyphoideae",195930,NA,NA,NA,"Acalypheae","Acalypheae",1094341,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ge",1,"ge"
"Acampe carinata",23.08287,185.591231,140595,457004,"Acampe","genus","ncbi:331156,gbif:2781923,irmng:1008360",NA,NA,NA,"Orchidaceae","Orchidaceae",568878,"Asparagales","Asparagales",557124,"Mesangiospermae","Mesangiospermae",5298374,"Liliopsida","Liliopsida",1058517,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Epidendroideae","Epidendroideae",714629,NA,NA,NA,"Vandeae","Vandeae",595050,"Aeridinae","Aeridinae",457004,NA,NA,NA,"Petrosaviidae","Petrosaviidae",5308424,"lo",1,"lo"
"Acampe ochracea",23.85108375,172.558502125,140595,457004,"Acampe","genus","ncbi:331156,gbif:2781923,irmng:1008360",NA,NA,NA,"Orchidaceae","Orchidaceae",568878,"Asparagales","Asparagales",557124,"Mesangiospermae","Mesangiospermae",5298374,"Liliopsida","Liliopsida",1058517,"Tracheophyta","Tracheophyta",10210,"Chloroplastida","Chloroplastida",361838,"Eukaryota","Eukaryota",304358,"Epidendroideae","Epidendroideae",714629,NA,NA,NA,"Vandeae","Vandeae",595050,"Aeridinae","Aeridinae",457004,NA,NA,NA,"Petrosaviidae","Petrosaviidae",5308424,"ge",1,"ge_lo"
